dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | D | N",2,203,0,0.582848,9.2767,0.760594,0.492544,11.2644,11.1127
3,float,uniform,GPU,"P | P | P | P | D | N",2,203,1,0.154176,1.63018,0.738967,0.292864,2.89952,2.81619
3,float,uniform,GPU,"P | P | P | P | D | N",2,203,2,0.157664,1.62228,0.699236,0.290816,2.84532,2.76999
3,float,uniform,GPU,"P | P | P | P | D | N",2,203,3,0.160288,1.61754,0.718074,0.292864,2.87613,2.78876
3,float,uniform,GPU,"P | P | P | P | D | N",2,203,4,0.156096,1.59437,0.717733,0.292864,2.84803,2.76106
3,float,uniform,GPU,"P | P | P | P | D | N",2,203,5,0.15632,1.59107,0.723718,0.293888,2.84995,2.76499
3,float,uniform,GPU,"P | P | P | P | D | N",2,203,6,0.155392,1.59043,0.721916,0.290816,2.85148,2.75856
3,float,uniform,GPU,"P | P | P | P | D | N",2,203,7,0.157216,1.60053,0.719636,0.293888,2.86028,2.77127
3,float,uniform,GPU,"P | P | P | P | D | N",2,203,8,0.156352,1.5906,0.716546,0.292864,2.85071,2.75636
3,float,uniform,GPU,"P | P | P | P | D | N",2,203,9,0.212928,1.59955,0.708793,0.290816,2.90099,2.81208
3,float,uniform,GPU,"P | P | P | P | D | N",2,203,10,0.159424,1.5907,0.720951,0.290816,2.85077,2.76189
3,float,uniform,GPU,"P | P | P | P | D | N",2,203,11,0.160192,1.607,0.70975,0.287744,2.84413,2.76468
3,float,uniform,GPU,"P | P | P | P | D | N",2,203,12,0.155232,1.58788,0.716429,0.293888,2.8423,2.75342
3,float,uniform,GPU,"P | P | P | P | D | N",2,203,13,0.162336,1.58681,0.717071,0.290816,2.84464,2.75703
3,float,uniform,GPU,"P | P | P | P | D | N",2,203,14,0.15568,1.62878,0.705546,0.28672,2.86629,2.77672
3,float,uniform,GPU,"P | P | P | P | D | N",2,203,15,0.15872,1.58505,0.718006,0.300032,2.84457,2.76181
3,float,uniform,GPU,"P | P | P | P | D | N",2,203,16,0.159296,1.61377,0.705077,0.287744,2.85344,2.76589
3,float,uniform,GPU,"P | P | P | P | D | N",2,203,17,0.15632,1.59505,0.715158,0.292864,2.8486,2.75939
3,float,uniform,GPU,"P | P | P | P | D | N",2,203,18,0.15904,1.60077,0.718863,0.293888,2.86481,2.77257
3,float,uniform,GPU,"P | P | P | P | D | N",2,203,19,0.158112,1.58743,0.720082,0.292864,2.84462,2.75849
3,float,uniform,GPU,"P | P | P | P | D | N",2,203,20,0.157792,1.6359,0.712445,0.290816,2.88917,2.79696
3,float,uniform,GPU,"P | P | P | P | D | N",2,203,21,0.156736,1.59137,0.712906,0.290816,2.84113,2.75183
3,float,uniform,GPU,"P | P | P | P | D | N",2,203,22,0.156512,1.60014,0.718847,0.289792,2.85283,2.76529
3,float,uniform,GPU,"P | P | P | P | D | N",2,203,23,0.158784,1.58669,0.71376,0.29184,2.83865,2.75108
3,float,uniform,GPU,"P | P | P | P | D | N",2,203,24,0.155264,1.59675,0.717968,0.290816,2.85237,2.7608
3,float,uniform,GPU,"P | P | P | P | D | N",2,203,25,0.156576,1.60011,0.709813,0.288768,2.84067,2.75526
3,float,uniform,GPU,"P | P | P | P | D | N",2,203,26,0.15648,1.58936,0.7213,0.294912,2.84795,2.76205
3,float,uniform,GPU,"P | P | P | P | D | N",2,203,27,0.15792,1.69147,0.717678,0.290816,2.94439,2.85788
3,float,uniform,GPU,"P | P | P | P | D | N",2,203,28,0.1592,1.59615,0.721122,0.293888,2.86067,2.77036
3,float,uniform,GPU,"P | P | P | P | D | N",2,203,29,0.158528,1.58402,0.718755,0.290816,2.8418,2.75212
