dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,0,12.4682,280.24,1.59452,0.735232,293.751,295.038
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,1,12.4324,192.119,1.71473,0.39216,206.774,206.659
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,2,12.4344,184.043,1.68286,0.39424,198.67,198.555
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,3,12.1205,195.927,1.57773,0.370688,210.068,209.996
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,4,12.2769,195.505,1.67827,0.395264,209.962,209.856
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,5,12.0764,185.234,1.59402,0.378848,197.507,199.283
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,6,12.2547,179.663,1.66555,0.3952,194.094,193.979
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,7,11.3303,197.036,1.52341,0.36656,209.01,210.256
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,8,12.297,185.718,1.69569,0.393184,200.214,200.103
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,9,12.4247,196.391,1.68091,0.392192,210.997,210.889
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,10,12.1587,183.302,1.55225,0.375744,194.187,197.388
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,11,12.1081,181.633,1.60117,0.372704,191.509,195.714
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,12,12.3969,175.144,1.70658,0.399328,189.753,189.647
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,13,12.346,174.56,1.70237,0.391136,189.118,189
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,14,11.3664,178.622,1.57597,0.372736,190.388,191.937
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,15,12.4391,177.76,1.70031,0.390112,192.396,192.289
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,16,12.2673,176.664,1.67289,0.390112,191.099,190.994
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,17,12.0294,177.077,1.59173,0.370624,190.712,191.069
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,18,11.2636,179.065,1.50361,0.395264,189.266,192.227
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,19,12.3038,175.785,1.69049,0.394176,190.291,190.174
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,20,12.2804,176.64,1.69346,0.391104,191.113,191.005
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,21,12.4239,175.95,1.64567,0.392192,190.538,190.411
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,22,12.328,175.838,1.70027,0.39728,190.37,190.263
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,23,12.0547,185.562,1.57506,0.370656,193.408,199.562
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,24,12.0663,179.627,1.51644,0.368608,191.905,193.578
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,25,11.662,190.541,1.51368,0.391168,204.084,204.108
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,26,12.3907,179.764,1.56302,0.391136,193.553,194.109
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,27,12.3717,176.555,1.59313,0.370688,191.001,190.89
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,28,12.4228,185.226,1.7015,0.388064,199.846,199.739
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,29,12.1447,174.14,1.51789,0.376832,188.133,188.179
