dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,0,25.8924,479.145,2.89259,1.10381,509.215,509.034
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,1,22.5219,372.238,2.71914,0.719872,397.236,398.199
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,2,22.7942,378.974,2.79676,0.721856,403.949,405.287
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,3,24.2531,376.648,2.86461,0.729056,404.623,404.495
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,4,23.0542,369.352,2.78792,0.718752,394.429,395.913
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,5,22.559,362.968,2.78026,0.712704,386.969,389.02
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,6,22.7241,397.804,2.74113,0.730112,415.215,424
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,7,22.895,371.165,2.81715,0.716704,395.843,397.594
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,8,24.2835,359.075,2.76492,0.718784,380.192,386.843
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,9,24.2172,363.202,2.85545,0.721888,391.111,390.996
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,10,24.0267,368.413,2.76119,0.717728,389.771,395.919
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,11,22.5187,352.913,2.78411,0.714752,378.684,378.93
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,12,24.414,370.946,2.86485,0.724928,399.069,398.949
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,13,22.6484,369.38,2.78471,0.715776,387.795,395.528
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,14,24.2507,355.618,2.86332,0.73104,383.606,383.463
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,15,24.1917,374.403,2.85799,0.735136,402.31,402.188
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,16,22.8893,355.459,2.78038,0.723936,375.246,381.852
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,17,22.8784,360.561,2.79013,0.716736,382.242,386.947
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,18,24.2491,352.506,2.85769,0.727008,380.457,380.339
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,19,22.7693,361.44,2.74121,0.731136,387.208,387.682
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,20,24.7254,360.304,2.75604,0.718752,386.499,388.505
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,21,24.4929,359.811,2.9559,0.750496,388.15,388.01
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,22,22.7212,369.048,2.78275,0.712608,385.937,395.265
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,23,24.0222,373.744,2.76224,0.720864,396.63,401.249
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,24,22.5553,365.993,2.78738,0.720896,390.644,392.057
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,25,24.1599,357.598,2.76753,0.718816,376.853,385.245
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,26,24.0359,353.836,2.76331,0.722944,373.29,381.358
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,27,22.5529,354.683,2.77803,0.714752,380.537,380.729
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,28,22.9093,363.875,2.79271,0.718816,379.36,390.296
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",8,369,29,22.6919,357.219,2.78153,0.715808,376.391,383.408
