dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,0,0.678656,9.96625,1.43162,0.770048,12.967,12.8466
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,1,0.24304,2.42512,1.42548,0.488448,4.70985,4.58209
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,2,0.247904,2.38456,1.41026,0.490496,4.61784,4.53322
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,3,0.250368,2.38478,1.41575,0.4864,4.62595,4.53729
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,4,0.24688,2.37538,1.41057,0.488448,4.60843,4.52128
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,5,0.24592,2.38705,1.41789,0.488448,4.62716,4.53931
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,6,0.248192,2.38336,1.41409,0.487424,4.62005,4.53306
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,7,0.247008,2.39885,1.41358,0.490496,4.63332,4.54993
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,8,0.247104,2.38371,1.41676,0.489472,4.62883,4.53705
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,9,0.248992,2.37891,1.41325,0.487424,4.61546,4.52858
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,10,0.241408,2.46123,1.38219,0.4864,4.65759,4.57123
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,11,0.247584,2.37981,1.42035,0.488448,4.62198,4.5362
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,12,0.247136,2.37434,1.41739,0.488448,4.61078,4.52731
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,13,0.245824,2.37579,1.41042,0.490496,4.60895,4.52253
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,14,0.24848,2.38446,1.41252,0.489472,4.62272,4.53493
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,15,0.2424,2.39431,1.40033,0.483328,4.61619,4.52037
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,16,0.253952,2.45944,1.38772,0.484352,4.6916,4.58547
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,17,0.246336,2.39933,1.40772,0.485376,4.6254,4.53877
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,18,0.245728,2.39773,1.41743,0.4864,4.63707,4.5473
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,19,0.245568,2.47569,1.41185,0.485376,4.70681,4.61848
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,20,0.24576,2.39012,1.40968,0.487424,4.62316,4.53298
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,21,0.248768,2.38072,1.41245,0.485376,4.62116,4.52731
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,22,0.24784,2.38256,1.41154,0.4864,4.6329,4.52834
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,23,0.2472,2.37337,1.40858,0.487424,4.60289,4.51657
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,24,0.247392,2.42831,1.40688,0.490496,4.65949,4.57308
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,25,0.24752,2.37309,1.42457,0.487424,4.61667,4.5326
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,26,0.244608,2.45979,1.39364,0.480256,4.67138,4.57829
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,27,0.24576,2.42729,1.42503,0.487424,4.6759,4.58551
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,28,0.24272,2.37109,1.40895,0.488448,4.59932,4.51121
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",2,203,29,0.245664,2.36463,1.4158,0.488448,4.59798,4.51454
