dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,0,0.515104,0.226586,0.756668,0.27648,1.88589,1.77484
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,1,0.14704,0.214738,0.744553,0.144384,1.37363,1.25072
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,2,0.138816,0.217284,0.745529,0.141312,1.37269,1.24294
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,3,0.138752,0.216549,0.745081,0.14336,1.36979,1.24374
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,4,0.1448,0.222544,0.747488,0.140288,1.38086,1.25512
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,5,0.146048,0.212286,0.74512,0.142336,1.3708,1.24579
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,6,0.142592,0.212775,0.744652,0.14336,1.36653,1.24338
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,7,0.145888,0.215389,0.748051,0.14336,1.38273,1.25269
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,8,0.140384,0.213261,0.745406,0.141312,1.36612,1.24036
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,9,0.142944,0.215065,0.746109,0.142336,1.37062,1.24645
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,10,0.142656,0.236706,0.751401,0.147456,1.40614,1.27822
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,11,0.146656,0.21461,0.815395,0.143392,1.44533,1.32005
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,12,0.145056,0.214905,0.756021,0.14336,1.38852,1.25934
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,13,0.1464,0.249288,0.743384,0.144384,1.41276,1.28346
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,14,0.14832,0.21711,0.755233,0.147456,1.43525,1.26812
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,15,0.1424,0.218872,0.778942,0.14336,1.41198,1.28357
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,16,0.144544,0.213584,0.76224,0.145408,1.39403,1.26578
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,17,0.13984,0.214912,0.745158,0.144384,1.36943,1.24429
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,18,0.141664,0.21518,0.745303,0.142336,1.37127,1.24448
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,19,0.146432,0.212821,0.747748,0.141312,1.37942,1.24831
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,20,0.139808,0.213892,0.750711,0.142336,1.41275,1.24675
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,21,0.140928,0.217368,0.753375,0.145408,1.38398,1.25708
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,22,0.141664,0.215719,0.745567,0.142336,1.37123,1.24529
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,23,0.136896,0.213754,0.746441,0.14336,1.36523,1.24045
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,24,0.137184,0.228953,0.739428,0.140288,1.37119,1.24585
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,25,0.144608,0.213289,0.748721,0.144384,1.37367,1.251
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,26,0.139456,0.221397,0.747793,0.142336,1.37748,1.25098
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,27,0.142816,0.212919,0.745281,0.146432,1.37155,1.24745
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,28,0.146496,0.215404,0.746986,0.140288,1.37537,1.24917
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,29,0.143616,0.218126,0.748949,0.146432,1.38518,1.25712
