dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,0,0.60128,9.61311,0.635162,0.277504,11.2565,11.1271
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,1,0.152864,2.11635,0.648654,0.142336,3.12457,3.0602
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,2,0.150912,2.12334,0.597786,0.141312,3.08952,3.01335
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,3,0.153344,2.13549,0.604805,0.144384,3.11964,3.03802
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,4,0.152704,2.15724,0.605313,0.142336,3.13662,3.05759
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,5,0.156544,2.14401,0.606633,0.147456,3.13232,3.05464
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,6,0.151904,2.11819,0.604167,0.142336,3.09408,3.01659
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,7,0.151776,2.13582,0.602851,0.141312,3.10956,3.03176
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,8,0.158368,2.12061,0.603833,0.142336,3.09782,3.02515
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,9,0.153696,2.12393,0.601473,0.14336,3.09464,3.02246
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,10,0.154976,2.17402,0.603062,0.14336,3.14854,3.07542
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,11,0.153376,2.15413,0.609874,0.144384,3.14254,3.06177
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,12,0.154176,2.13424,0.610953,0.146432,3.13871,3.04581
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,13,0.151744,2.10892,0.605558,0.141312,3.07947,3.00753
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,14,0.161216,2.14758,0.644754,0.14336,3.18125,3.09691
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,15,0.147296,2.11962,0.603671,0.14336,3.08947,3.01395
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,16,0.155904,2.11939,0.604573,0.14336,3.09322,3.02323
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,17,0.149504,2.13475,0.605693,0.140288,3.10227,3.03023
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,18,0.150784,2.12396,0.603755,0.149504,3.10287,3.028
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,19,0.153312,2.10947,0.60536,0.139264,3.0775,3.00741
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,20,0.154432,2.11801,0.603985,0.140288,3.09262,3.01671
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,21,0.152576,2.13678,0.604169,0.144384,3.11736,3.03791
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,22,0.155104,2.13043,0.609526,0.146432,3.12345,3.0415
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,23,0.147424,2.11736,0.600129,0.141312,3.08467,3.00622
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,24,0.151488,2.11803,0.605378,0.141312,3.08919,3.01621
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,25,0.154112,2.11139,0.606969,0.142336,3.07881,3.01481
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,26,0.154944,2.13179,0.606069,0.22016,3.1902,3.11296
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,27,0.154016,2.11095,0.605896,0.139264,3.08036,3.01013
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,28,0.15456,2.12103,0.600294,0.140288,3.08952,3.01618
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,29,0.154688,2.12492,0.611715,0.146432,3.11413,3.03776
