dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,0,0.636704,0.3933,1.35307,0.689152,3.17899,3.07222
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,1,0.230464,0.382311,1.32337,0.482304,2.55079,2.41845
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,2,0.2312,0.384299,1.30657,0.479232,2.52579,2.4013
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,3,0.232768,0.380442,1.31186,0.48128,2.54044,2.40635
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,4,0.22608,0.381107,1.31641,0.48128,2.54454,2.40488
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,5,0.2296,0.379573,1.31695,0.48128,2.54866,2.4074
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,6,0.227552,0.383226,1.31733,0.483328,2.53787,2.41144
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,7,0.225984,0.381275,1.31855,0.482304,2.5376,2.40811
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,8,0.22768,0.381613,1.31527,0.484352,2.53882,2.40892
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,9,0.225632,0.382929,1.33221,0.484352,2.56189,2.42512
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,10,0.227712,0.386896,1.31856,0.483328,2.54844,2.4165
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,11,0.226752,0.380361,1.3225,0.482304,2.54152,2.41192
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,12,0.230624,0.382303,1.34229,0.484352,2.57678,2.43957
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,13,0.233792,0.379905,1.32004,0.482304,2.54327,2.41604
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,14,0.233952,0.38077,1.31569,0.48128,2.54277,2.4117
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,15,0.227808,0.38447,1.32516,0.483328,2.54964,2.42076
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,16,0.224832,0.380774,1.31842,0.480256,2.53369,2.40428
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,17,0.235584,0.382617,1.31673,0.480256,2.5432,2.41519
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,18,0.258272,0.38147,1.31819,0.48128,2.56586,2.43921
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,19,0.228992,0.382671,1.32033,0.482304,2.57554,2.4143
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,20,0.226944,0.384588,1.31796,0.480256,2.54204,2.40975
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,21,0.229024,0.390326,1.31904,0.48128,2.54921,2.41967
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,22,0.227296,0.379324,1.31833,0.479232,2.53228,2.40418
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,23,0.232768,0.381906,1.31189,0.482304,2.53698,2.40887
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,24,0.225728,0.379218,1.3196,0.480256,2.53217,2.40481
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,25,0.226464,0.381843,1.31902,0.48128,2.53798,2.40861
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,26,0.22576,0.382435,1.32319,0.48128,2.542,2.41266
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,27,0.231008,0.382029,1.31961,0.48128,2.54312,2.41392
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,28,0.232768,0.381794,1.31762,0.483328,2.54248,2.41551
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",1,161,29,0.2264,0.382382,1.31405,0.480256,2.5322,2.40309
