dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,0,16.3992,12.7475,1.00486,0.678912,30.4374,30.8304
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,1,15.0892,4.18777,0.982661,0.456704,20.5194,20.7163
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,2,15.0427,4.19267,0.940301,0.45568,20.3614,20.6314
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,3,15.0809,4.19977,0.945104,0.454656,20.2418,20.6804
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,4,15.1542,4.25673,0.948169,0.4608,20.4563,20.8199
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,5,14.9326,4.19267,0.943885,0.458752,20.4488,20.528
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,6,15.1987,4.19048,0.950198,0.456704,20.4521,20.796
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,7,15.1768,4.19348,0.946654,0.457728,20.4002,20.7747
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,8,15.0325,4.17837,0.947381,0.456704,20.2806,20.615
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,9,15.0973,4.18154,0.944709,0.454656,20.3234,20.6783
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,10,15.0599,4.17495,0.946772,0.456704,20.3934,20.6384
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,11,15.1057,4.18891,0.946409,0.4608,20.2903,20.7018
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,12,15.0674,4.18703,0.944935,0.459776,20.451,20.6592
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,13,14.9562,4.18477,0.949914,0.457728,20.3042,20.5486
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,14,15.0863,4.19426,0.940634,0.454656,20.2746,20.6758
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,15,15.2346,4.18038,0.936986,0.45568,20.3929,20.8076
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,16,14.9419,4.22935,0.941969,0.456704,20.4178,20.5699
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,17,15.0973,4.16228,0.940785,0.458752,20.3752,20.6592
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,18,15.1238,4.28255,0.944549,0.454656,20.6457,20.8056
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,19,15.0242,4.17773,0.941279,0.45568,20.2783,20.5989
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,20,15.0703,4.17899,0.935278,0.456704,20.3141,20.6412
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,21,14.9018,4.1795,0.94044,0.45568,20.1999,20.4774
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,22,15.3146,4.18152,0.937598,0.456704,20.3494,20.8904
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,23,15.1019,4.18513,0.938863,0.458752,20.3377,20.6846
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,24,15.0543,4.17326,0.94434,0.456704,20.2976,20.6286
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,25,15.218,4.18498,0.935809,0.458752,20.3201,20.7976
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,26,15.0452,4.2127,0.9453,0.45872,20.2879,20.6619
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,27,15.2271,4.20832,0.948809,0.457728,20.2908,20.8419
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,28,15.0852,4.17423,0.934609,0.45568,20.2947,20.6497
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,256,29,14.9978,4.16837,0.940134,0.456704,20.2254,20.563
