dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,0,0.804928,789.936,4.53231,1.89542,800.831,797.169
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,1,0.759392,800.586,4.44169,1.55437,810.681,807.341
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,2,0.757664,778.037,4.42293,1.54515,788.093,784.763
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,3,0.76032,758.153,4.45709,1.54522,768.254,764.916
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,4,0.758624,760.776,4.47223,1.54109,770.877,767.548
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,5,0.761536,760.086,4.41051,1.54723,770.109,766.806
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,6,0.75872,741.337,4.42129,1.54416,751.347,748.062
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,7,0.7576,735.022,4.41432,1.53904,745.024,741.733
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,8,0.769344,772.888,4.45893,1.5288,783.041,779.645
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,9,0.75792,773.476,4.3832,1.54317,783.539,780.161
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,10,0.7584,764.427,4.46198,1.52979,774.534,771.177
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,11,0.75888,749.164,4.41664,1.55853,759.308,755.898
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,12,0.75808,728.271,4.47059,1.54106,738.401,735.04
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,13,0.758368,754.871,4.49176,1.54413,765.032,761.665
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,14,0.76032,754.724,4.4279,1.52986,764.763,761.442
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,15,0.759296,789.539,4.35735,1.56877,799.603,796.224
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,16,0.75936,742.32,4.37004,1.54931,752.337,748.999
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,17,0.758304,734.099,4.52368,1.54832,744.255,740.929
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,18,0.7568,757.26,4.42755,1.54621,767.351,763.991
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,19,0.757216,752.286,4.51698,1.53091,762.447,759.091
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,20,0.759776,755.128,4.4346,1.53802,765.224,761.86
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,21,0.758304,794.239,4.47516,1.5984,804.396,801.071
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,22,0.7592,757.128,4.37451,1.53805,767.142,763.8
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,23,0.757216,764.307,4.49801,1.55136,774.441,771.114
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,24,0.757184,739.744,4.35259,1.55542,749.753,746.409
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,25,0.759232,776.009,4.43191,1.5472,786.089,782.747
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,26,0.758688,754.874,4.41721,1.53498,764.896,761.585
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,27,0.757024,787.261,4.46379,1.55341,797.376,794.035
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,28,0.758816,767.295,4.4296,1.54826,777.375,774.032
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",4,406,29,0.761728,734.719,4.36089,1.54832,744.706,741.39
