dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,161,0,0.520608,0.225372,0.826094,0.490496,2.18061,2.06257
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,161,1,0.138176,0.214104,0.817597,0.288768,1.59308,1.45864
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,161,2,0.143104,0.212499,0.79558,0.290816,1.57621,1.442
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,161,3,0.139744,0.213426,0.807255,0.284672,1.61121,1.4451
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,161,4,0.138816,0.215852,0.803951,0.28672,1.5863,1.44534
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,161,5,0.137792,0.215581,0.807429,0.29184,1.58931,1.45264
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,161,6,0.139296,0.212502,0.804113,0.28672,1.58135,1.44263
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,161,7,0.144416,0.213488,0.802081,0.287744,1.5837,1.44773
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,161,8,0.139616,0.213062,0.811721,0.289792,1.58703,1.45419
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,161,9,0.140384,0.212446,0.802254,0.288768,1.57753,1.44385
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,161,10,0.143392,0.215547,0.803982,0.28672,1.58483,1.44964
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,161,11,0.143456,0.215031,0.803534,0.287744,1.58503,1.44976
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,161,12,0.138144,0.213739,0.804707,0.284672,1.57377,1.44126
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,161,13,0.144,0.215809,0.799981,0.285696,1.60367,1.44549
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,161,14,0.147072,0.212156,0.801396,0.284672,1.5929,1.4453
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,161,15,0.138784,0.21245,0.802766,0.287744,1.57566,1.44174
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,161,16,0.143424,0.215106,0.802118,0.287744,1.5838,1.44839
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,161,17,0.140416,0.213348,0.807425,0.28672,1.5839,1.44791
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,161,18,0.139936,0.214461,0.855929,0.283648,1.62949,1.49397
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,161,19,0.143392,0.215336,0.806854,0.288768,1.58877,1.45435
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,161,20,0.139456,0.214906,0.80605,0.288768,1.58646,1.44918
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,161,21,0.140864,0.215712,0.81664,0.287744,1.5957,1.46096
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,161,22,0.1424,0.212479,0.802077,0.289792,1.58251,1.44675
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,161,23,0.13984,0.214764,0.804005,0.287744,1.58,1.44635
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,161,24,0.138816,0.213432,0.801353,0.28672,1.57517,1.44032
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,161,25,0.14352,0.21509,0.801285,0.290816,1.58521,1.45071
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,161,26,0.1424,0.212685,0.804946,0.287744,1.58121,1.44778
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,161,27,0.141376,0.215286,0.799582,0.28672,1.57867,1.44296
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,161,28,0.139936,0.213274,0.805494,0.288768,1.57859,1.44747
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",1,161,29,0.142432,0.212616,0.803542,0.287744,1.58047,1.44633
