dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,0,7.76989,0.229485,0.717164,0.292864,9.11745,9.0094
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,1,6.89139,0.21529,0.700691,0.140288,8.0191,7.94766
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,2,6.86608,0.216866,0.677992,0.140288,7.97342,7.90123
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,3,6.90669,0.216715,0.687286,0.156672,8.03924,7.96736
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,4,6.91645,0.215964,0.686206,0.140288,8.02821,7.95891
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,5,6.87958,0.214318,0.682956,0.141312,7.98774,7.91817
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,6,6.86195,0.21547,0.688455,0.141312,7.9734,7.90719
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,7,6.8497,0.220298,0.688556,0.145408,7.98822,7.90396
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,8,6.90954,0.213237,0.68618,0.142336,8.02361,7.95129
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,9,6.93997,0.213835,0.685053,0.141312,8.0483,7.98017
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,10,6.88586,0.216209,0.684147,0.14336,8.00001,7.92957
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,11,7.0168,0.218225,0.691267,0.14336,8.15373,8.06965
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,12,6.9032,0.215018,0.686968,0.141312,8.01465,7.9465
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,13,6.89734,0.21373,0.683379,0.144384,8.05791,7.93884
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,14,7.03539,0.217556,0.692099,0.146432,8.16734,8.09148
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,15,6.85693,0.211503,0.687742,0.140288,7.96855,7.89646
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,16,6.86592,0.214643,0.684843,0.140288,7.97541,7.90569
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,17,6.95514,0.21876,0.690157,0.161792,8.10033,8.02585
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,18,6.94835,0.228681,0.69208,0.141312,8.08748,8.01042
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,19,6.96941,0.218262,0.68881,0.142336,8.09213,8.01882
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,20,6.93488,0.217342,0.685782,0.139264,8.04877,7.97727
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,21,6.88781,0.219721,0.692712,0.14336,8.01949,7.9436
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,22,6.9384,0.213507,0.685807,0.140288,8.0496,7.978
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,23,6.97469,0.220453,0.686873,0.140288,8.09816,8.0223
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,24,6.95622,0.214493,0.686023,0.139264,8.06288,7.996
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,25,7.04941,0.214319,0.682006,0.13824,8.15304,8.08397
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,26,6.86957,0.22094,0.685002,0.139264,7.98413,7.91477
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,27,6.95606,0.223211,0.686505,0.14336,8.07882,8.00914
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,28,6.95414,0.218614,0.689485,0.14336,8.08147,8.0056
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,29,6.87242,0.213861,0.684503,0.139264,7.98026,7.91004
