dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,0,14.8879,0.392568,1.17582,0.36864,16.9368,16.825
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,1,14.1022,0.382619,1.14493,0.22528,15.9343,15.855
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,2,13.8374,0.382185,1.13102,0.223232,15.6508,15.5739
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,3,14.2171,0.380338,1.13889,0.221184,16.0364,15.9575
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,4,14.0326,0.426149,1.14752,0.22528,15.9073,15.8316
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,5,13.9244,0.385945,1.14436,0.226304,15.7627,15.6811
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,6,13.8731,0.384438,1.14406,0.22528,15.7113,15.6268
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,7,14.0008,0.381237,1.14369,0.223232,15.8292,15.7489
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,8,14.0896,0.384832,1.14203,0.223232,15.9165,15.8397
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,9,14.1666,0.381749,1.14339,0.224256,15.9967,15.916
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,10,14.1017,0.3837,1.13998,0.224256,15.9259,15.8496
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,11,14.1603,0.382277,1.14469,0.221184,15.9885,15.9084
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,12,14.0021,0.381718,1.14623,0.221184,15.8285,15.7512
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,13,14.0119,0.380718,1.14317,0.224256,15.8395,15.7601
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,14,14.0451,0.38564,1.21098,0.224256,15.9458,15.866
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,15,14.1557,0.382733,1.14177,0.224256,15.9873,15.9045
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,16,14.0297,0.388381,1.14194,0.223232,15.8635,15.7833
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,17,14.0636,0.381007,1.13839,0.219136,15.8902,15.8021
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,18,14.1309,0.380094,1.14659,0.223232,15.9594,15.8808
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,19,14.0149,0.384284,1.1419,0.224256,15.8449,15.7654
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,20,14.0464,0.380794,1.13738,0.221184,15.8635,15.7857
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,21,14.1548,0.380416,1.14365,0.221184,15.9956,15.9
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,22,13.9305,0.381005,1.14118,0.222208,15.7578,15.6749
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,23,13.9249,0.387273,1.14394,0.226304,15.7638,15.6824
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,24,14.2104,0.380596,1.14168,0.224256,16.0362,15.9569
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,25,13.9643,0.378571,1.14546,0.226304,15.795,15.7147
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,26,13.9696,0.384577,1.16341,0.222208,15.8203,15.7398
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,27,14.128,0.383265,1.15115,0.221184,15.9726,15.8836
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,28,14.1349,0.381765,1.1415,0.223232,15.9574,15.8814
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,29,14.05,0.382908,1.14879,0.219136,15.8881,15.8009
