dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,0,64.2948,503.481,6.06996,1.40077,575.142,575.246
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,1,64.0074,485.708,5.96254,0.765952,556.568,556.444
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,2,63.5795,468.415,6.05415,0.767936,538.939,538.817
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,3,63.7286,489.938,5.98669,0.763872,560.537,560.417
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,4,64.5559,491.517,5.99979,0.763904,562.961,562.837
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,5,63.6626,477.269,6.03552,0.775104,547.871,547.743
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,6,64.0327,498.363,6.01836,0.766944,569.316,569.181
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,7,64.3241,492.161,6.0321,0.763872,563.174,563.281
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,8,63.8099,469.98,6.01371,0.766944,540.692,540.571
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,9,64.3657,467.468,6.01893,0.766976,538.522,538.62
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,10,65.2402,467.076,6.01971,0.765952,538.391,539.101
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,11,64.431,463.331,6.06195,0.762848,534.713,534.587
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,12,63.5168,498.639,6.01059,0.767968,569.064,568.935
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,13,64.2352,465.314,6.00235,0.763872,536.209,536.316
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,14,64.1337,484.055,6.02093,0.766944,555.103,554.977
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,15,64.4449,488.605,6.04548,0.76592,559.991,559.861
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,16,63.9359,475.734,6.02763,0.766944,546.591,546.465
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,17,63.7032,484.047,6.05344,0.763904,554.69,554.567
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,18,64.1572,488.821,5.9824,0.764864,559.845,559.725
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,19,63.6776,488.139,6.04076,0.766912,558.743,558.624
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,20,63.77,474.457,5.93852,0.76592,544.995,544.931
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,21,63.9646,459.914,6.026,0.76592,530.789,530.67
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,22,63.7826,453.158,5.9886,0.76592,523.81,523.695
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,23,64.0587,482.824,6.01829,0.766944,553.788,553.668
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,24,63.9087,473.358,6.00736,0.764864,544.156,544.039
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,25,63.9259,468.51,6.02621,0.765952,539.35,539.228
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,26,64.3955,474.551,6.02597,0.762816,545.855,545.736
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,27,64.0244,475.034,6.0181,0.764896,545.962,545.841
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,28,63.6784,474.668,6.01675,0.762848,545.246,545.126
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ds",4,406,29,63.7115,469.527,6.02039,0.767936,540.146,540.026
