dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,0,0.481376,287.082,1.53637,0.52224,291.076,289.622
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,1,0.428576,283.693,1.53197,0.293856,287.049,285.948
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,2,0.42832,287.387,1.53689,0.300032,290.766,289.653
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,3,0.430592,262.888,1.53525,0.299008,266.252,265.153
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,4,0.42944,279.474,1.54351,0.299008,282.861,281.746
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,5,0.429088,261.849,1.53598,0.300032,265.207,264.114
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,6,0.428928,259.956,1.52821,0.293856,263.317,262.207
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,7,0.430432,265.011,1.53796,0.294944,268.371,267.274
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,8,0.430048,259.598,1.52807,0.295904,262.945,261.852
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,9,0.428192,273.578,1.52852,0.295904,276.925,275.831
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,10,0.428096,269.275,1.52893,0.29696,272.624,271.529
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,11,0.428384,270.069,1.52655,0.294944,273.432,272.319
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,12,0.429344,267.284,1.52821,0.30208,270.64,269.543
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,13,0.43056,263.455,1.53833,0.301056,266.82,265.725
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,14,0.428672,275.398,1.5338,0.302048,278.771,277.662
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,15,0.431232,265.461,1.53841,0.306176,268.844,267.737
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,16,0.427936,263.384,1.53322,0.308192,266.773,265.653
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,17,0.430848,267.308,1.53622,0.301056,270.679,269.576
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,18,0.427584,279.527,1.53103,0.292832,282.89,281.779
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,19,0.42992,264.078,1.53047,0.29904,267.445,266.337
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,20,0.429248,283.61,1.53259,0.293888,286.959,285.866
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,21,0.427616,264.968,1.5278,0.29696,268.31,267.221
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,22,0.428992,259.211,1.53049,0.298976,262.561,261.47
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,23,0.429216,265.651,1.53609,0.295936,269.016,267.913
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,24,0.429696,274.512,1.53795,0.29696,277.886,276.776
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,25,0.428768,269.27,1.52894,0.294944,272.625,271.523
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,26,0.427072,256.297,1.53129,0.296928,259.647,258.553
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,27,0.42752,442.106,1.52325,0.293888,445.446,444.351
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,28,0.434944,266.186,1.53948,0.299008,269.547,268.459
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,29,0.42976,267.341,1.53886,0.299008,270.714,269.608
