dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,0,0.909536,921.507,4.4158,2.39408,932.822,929.227
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,1,0.8632,862.831,4.32986,2.0695,873.381,870.093
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,2,0.880928,860.438,4.36383,2.00704,870.889,867.69
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,3,0.86736,874.658,4.3714,2.08589,885.174,881.982
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,4,0.862208,925.814,4.3432,2.00496,936.332,933.024
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,5,0.862336,871.942,4.35092,2.02854,882.411,879.184
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,6,0.859392,853.008,4.34305,2.03568,863.53,860.246
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,7,0.865632,959.162,4.33419,1.99782,969.632,966.36
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,8,0.860416,863.678,4.32622,2.02138,874.176,870.886
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,9,0.859392,1018.94,4.34401,2.05309,1029.44,1026.2
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,10,0.863296,951.074,4.3337,1.9999,961.533,958.271
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,11,0.861056,864.915,4.3138,2.01619,875.276,872.106
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,12,0.879552,867.427,4.37385,2.06848,877.973,874.749
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,13,0.859968,842.463,4.31648,2.0521,852.824,849.692
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,14,0.860672,852.433,4.3362,2.0449,862.892,859.674
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,15,0.86,867.583,4.34818,2.0183,878.001,874.809
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,16,0.861568,868.525,4.31983,2.03875,878.96,875.745
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,17,0.8672,872.461,4.3257,2.05418,882.887,879.708
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,18,0.8608,906.477,4.33124,2.03155,916.95,913.7
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,19,0.863776,900.523,4.34261,2.02547,910.961,907.755
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,20,0.859776,1002.32,4.32742,1.99168,1012.78,1009.5
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,21,0.862848,891.707,4.32519,2.02035,902.213,898.915
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,22,0.861856,877.212,4.33079,2.00496,887.616,884.41
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,23,0.860544,845.099,4.31944,1.99267,855.451,852.272
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,24,0.861152,869.79,4.35928,2.02954,880.287,877.04
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,25,0.860128,890.016,4.33279,2.05514,900.474,897.264
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,26,0.859264,933.447,4.3267,1.97117,943.85,940.604
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,27,0.859296,882.179,4.31103,1.99776,892.6,889.347
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,28,0.860768,860.867,4.32614,2.048,871.384,868.102
3,double,nonuniform_z,GPU,"P | P | P | P | Ns | Ns",6,465,29,0.860928,842.897,4.33013,2.03165,853.319,850.12
