dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | N | D",2,203,0,15.4402,9.93944,1.41727,0.700416,27.6143,27.4973
3,double,uniform,CPU,"P | P | P | P | N | D",2,203,1,14.998,2.39782,1.42632,0.4864,19.407,19.3085
3,double,uniform,CPU,"P | P | P | P | N | D",2,203,2,14.816,2.40718,1.39977,0.482304,19.1181,19.1052
3,double,uniform,CPU,"P | P | P | P | N | D",2,203,3,14.7975,2.3856,1.4242,0.487424,19.2032,19.0947
3,double,uniform,CPU,"P | P | P | P | N | D",2,203,4,14.8503,2.41905,1.41853,0.493568,19.2863,19.1814
3,double,uniform,CPU,"P | P | P | P | N | D",2,203,5,14.6023,2.54402,1.38973,0.48128,19.0419,19.0173
3,double,uniform,CPU,"P | P | P | P | N | D",2,203,6,14.6361,2.42243,1.40244,0.483328,19.0013,18.9443
3,double,uniform,CPU,"P | P | P | P | N | D",2,203,7,14.7884,2.41994,1.40732,0.489472,19.2208,19.1051
3,double,uniform,CPU,"P | P | P | P | N | D",2,203,8,14.6975,2.37705,1.41606,0.487424,19.0876,18.978
3,double,uniform,CPU,"P | P | P | P | N | D",2,203,9,14.6405,2.38593,1.42338,0.4864,19.0482,18.9362
3,double,uniform,CPU,"P | P | P | P | N | D",2,203,10,14.7042,2.38474,1.4087,0.487424,19.0862,18.985
3,double,uniform,CPU,"P | P | P | P | N | D",2,203,11,14.5862,2.39863,1.39466,0.484352,18.9286,18.8638
3,double,uniform,CPU,"P | P | P | P | N | D",2,203,12,14.7141,2.40073,1.4175,0.490496,19.1271,19.0228
3,double,uniform,CPU,"P | P | P | P | N | D",2,203,13,14.8084,2.38398,1.41547,0.487424,19.2063,19.0953
3,double,uniform,CPU,"P | P | P | P | N | D",2,203,14,14.6561,2.38808,1.39865,0.484352,19.0764,18.9272
3,double,uniform,CPU,"P | P | P | P | N | D",2,203,15,14.641,2.45537,1.39102,0.48128,19.0034,18.9686
3,double,uniform,CPU,"P | P | P | P | N | D",2,203,16,14.6646,2.43562,1.39955,0.484352,19.099,18.9841
3,double,uniform,CPU,"P | P | P | P | N | D",2,203,17,14.7143,2.3942,1.41814,0.489472,19.1251,19.0161
3,double,uniform,CPU,"P | P | P | P | N | D",2,203,18,14.5864,2.42106,1.40765,0.4864,19.0085,18.9015
3,double,uniform,CPU,"P | P | P | P | N | D",2,203,19,14.6273,2.42568,1.39474,0.482304,19.0319,18.93
3,double,uniform,CPU,"P | P | P | P | N | D",2,203,20,14.7557,2.52853,1.39517,0.48128,19.2123,19.1607
3,double,uniform,CPU,"P | P | P | P | N | D",2,203,21,14.5489,2.39521,1.41216,0.487424,18.9464,18.8437
3,double,uniform,CPU,"P | P | P | P | N | D",2,203,22,14.9205,2.37966,1.41916,0.490496,19.31,19.2098
3,double,uniform,CPU,"P | P | P | P | N | D",2,203,23,14.6942,2.37776,1.4128,0.489472,19.0778,18.9743
3,double,uniform,CPU,"P | P | P | P | N | D",2,203,24,14.8103,2.41724,1.40871,0.487424,19.228,19.1237
3,double,uniform,CPU,"P | P | P | P | N | D",2,203,25,14.6736,2.38282,1.46066,0.49152,19.1141,19.0086
3,double,uniform,CPU,"P | P | P | P | N | D",2,203,26,14.7474,2.37302,1.4314,0.487424,19.1402,19.0393
3,double,uniform,CPU,"P | P | P | P | N | D",2,203,27,14.775,2.55116,1.39446,0.483328,19.2038,19.204
3,double,uniform,CPU,"P | P | P | P | N | D",2,203,28,14.7542,2.38501,1.40817,0.485376,19.1389,19.0327
3,double,uniform,CPU,"P | P | P | P | N | D",2,203,29,14.7419,2.36768,1.42233,0.488448,19.1216,19.0203
