dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | N | D",8,369,0,0.900544,480.553,2.8147,1.10893,442.475,485.377
3,double,uniform,GPU,"P | P | P | P | N | D",8,369,1,0.355712,365.096,2.83722,0.710624,361.038,368.999
3,double,uniform,GPU,"P | P | P | P | N | D",8,369,2,0.35024,358.222,2.80091,0.731136,352.116,362.104
3,double,uniform,GPU,"P | P | P | P | N | D",8,369,3,0.349024,363.151,2.7998,0.739328,358.096,367.04
3,double,uniform,GPU,"P | P | P | P | N | D",8,369,4,0.349248,392.504,2.78477,0.730112,391.084,396.369
3,double,uniform,GPU,"P | P | P | P | N | D",8,369,5,0.360032,391.777,2.77563,0.708544,387.998,395.621
3,double,uniform,GPU,"P | P | P | P | N | D",8,369,6,0.368224,368.342,2.78607,0.7096,361.484,372.206
3,double,uniform,GPU,"P | P | P | P | N | D",8,369,7,0.358624,362.196,2.89051,0.737184,359.522,366.182
3,double,uniform,GPU,"P | P | P | P | N | D",8,369,8,0.366112,366.715,2.82755,0.73728,370.674,370.645
3,double,uniform,GPU,"P | P | P | P | N | D",8,369,9,0.349824,371.009,2.78052,0.735232,371.08,374.874
3,double,uniform,GPU,"P | P | P | P | N | D",8,369,10,0.346592,368.949,2.77793,0.731136,369.911,372.804
3,double,uniform,GPU,"P | P | P | P | N | D",8,369,11,0.347776,383.28,2.78941,0.743424,380.262,387.161
3,double,uniform,GPU,"P | P | P | P | N | D",8,369,12,0.352864,369.439,2.82166,0.734208,372.269,373.347
3,double,uniform,GPU,"P | P | P | P | N | D",8,369,13,0.359008,383.063,2.75934,0.708576,384.816,386.89
3,double,uniform,GPU,"P | P | P | P | N | D",8,369,14,0.360192,360.441,2.77114,0.70448,360.222,364.277
3,double,uniform,GPU,"P | P | P | P | N | D",8,369,15,0.34944,374.983,2.77009,0.735232,371.106,378.838
3,double,uniform,GPU,"P | P | P | P | N | D",8,369,16,0.350656,360.229,2.8151,0.733184,364.181,364.128
3,double,uniform,GPU,"P | P | P | P | N | D",8,369,17,0.359488,365.996,2.76867,0.704448,363.575,369.828
3,double,uniform,GPU,"P | P | P | P | N | D",8,369,18,0.350208,368.08,2.78345,0.738304,370.938,371.952
3,double,uniform,GPU,"P | P | P | P | N | D",8,369,19,0.357504,377.471,2.798,0.711616,368.507,381.338
3,double,uniform,GPU,"P | P | P | P | N | D",8,369,20,0.353536,369.457,2.81817,0.7424,373.429,373.372
3,double,uniform,GPU,"P | P | P | P | N | D",8,369,21,0.348864,376.453,2.82015,0.735232,380.412,380.357
3,double,uniform,GPU,"P | P | P | P | N | D",8,369,22,0.363232,383.431,2.77155,0.70544,384.6,387.271
3,double,uniform,GPU,"P | P | P | P | N | D",8,369,23,0.350432,381.906,2.80807,0.734208,381.208,385.798
3,double,uniform,GPU,"P | P | P | P | N | D",8,369,24,0.348832,376.484,2.75579,0.73216,380.222,380.32
3,double,uniform,GPU,"P | P | P | P | N | D",8,369,25,0.351264,365.662,2.75114,0.731136,357.435,369.495
3,double,uniform,GPU,"P | P | P | P | N | D",8,369,26,0.348672,373.647,2.79899,0.729088,370.92,377.523
3,double,uniform,GPU,"P | P | P | P | N | D",8,369,27,0.3464,360.016,2.77994,0.73216,363.935,363.875
3,double,uniform,GPU,"P | P | P | P | N | D",8,369,28,0.356608,360.446,2.74518,0.703488,361.94,364.252
3,double,uniform,GPU,"P | P | P | P | N | D",8,369,29,0.356608,358.613,2.83607,0.713728,354.365,362.52
