dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",8,369,0,0.919424,480.772,2.87031,1.02499,477.322,485.586
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",8,369,1,0.355264,379.676,2.88641,0.734208,368.776,383.652
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",8,369,2,0.353472,392.394,2.93147,0.713728,388.283,396.393
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",8,369,3,0.348032,398.222,2.8644,0.73728,388.79,402.172
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",8,369,4,0.350048,377.51,2.87382,0.730112,371.428,381.464
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",8,369,5,0.347392,379.865,2.88883,0.735232,372.242,383.837
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",8,369,6,0.350016,384.045,2.88614,0.733184,387.653,388.015
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",8,369,7,0.348704,368.238,2.88119,0.733184,360.975,372.201
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",8,369,8,0.366272,403.249,2.87167,0.734208,407.253,407.221
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",8,369,9,0.350528,393.766,2.88204,0.734208,397.801,397.732
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",8,369,10,0.355072,374.703,2.96286,0.740352,374.056,378.761
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",8,369,11,0.363584,358.771,2.89276,0.717792,358.3,362.745
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",8,369,12,0.346144,380.138,2.85094,0.733184,378.945,384.068
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",8,369,13,0.349888,382.358,2.89133,0.730112,375.277,386.33
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",8,369,14,0.349888,380.302,2.86637,0.734208,373.83,384.252
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",8,369,15,0.365056,373.761,2.93598,0.733184,377.841,377.795
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",8,369,16,0.351168,361.329,2.89732,0.707488,363.165,365.285
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",8,369,17,0.358272,359.404,2.93677,0.705536,357.734,363.405
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",8,369,18,0.366304,352.541,2.93274,0.72192,354.907,356.562
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",8,369,19,0.365088,361.76,2.86053,0.73216,365.752,365.718
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",8,369,20,0.354496,358.987,2.88329,0.735232,360.646,362.96
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",8,369,21,0.35344,359.078,2.89681,0.710624,357.644,363.039
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",8,369,22,0.355712,355.603,2.94948,0.726976,359.743,359.636
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",8,369,23,0.352992,362.281,2.85533,0.705472,364.481,366.195
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",8,369,24,0.35584,355.214,2.8598,0.703456,355.902,359.133
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",8,369,25,0.34912,378.45,2.86478,0.736256,379.44,382.4
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",8,369,26,0.345024,357.3,2.86251,0.734208,352.755,361.241
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",8,369,27,0.361952,349.223,2.86085,0.708608,338.722,353.154
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",8,369,28,0.357536,352.612,2.94479,0.734176,356.762,356.648
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",8,369,29,0.346496,347.739,2.89728,0.708576,348.964,351.692
