dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,256,0,0.62048,12.7869,0.576976,0.4608,14.5086,14.4451
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,256,1,0.132032,2.17396,0.547174,0.264192,3.19761,3.11736
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,256,2,0.13232,2.17792,0.512467,0.263168,3.17335,3.08587
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,256,3,0.135168,2.18445,0.513975,0.262144,3.16452,3.09574
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,256,4,0.133984,2.18391,0.583404,0.264192,3.22372,3.16549
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,256,5,0.134496,2.18125,0.517504,0.262144,3.16261,3.09539
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,256,6,0.134144,2.29024,0.51878,0.264192,3.2564,3.20736
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,256,7,0.135264,2.29934,0.516943,0.26112,3.3036,3.21267
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,256,8,0.138176,2.17483,0.517317,0.262144,3.16898,3.09246
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,256,9,0.133344,2.17014,0.517343,0.263168,3.16751,3.084
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,256,10,0.19824,2.16796,0.518067,0.265216,3.23864,3.14949
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,256,11,0.13584,2.17793,0.511612,0.26112,3.16602,3.0865
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,256,12,0.12992,2.28273,0.5138,0.263168,3.19173,3.18961
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,256,13,0.133824,2.19284,0.510455,0.260096,3.17773,3.09721
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,256,14,0.133088,2.18191,0.513008,0.265216,3.15637,3.09323
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,256,15,0.133024,2.17733,0.516356,0.264192,3.16344,3.0909
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,256,16,0.133472,2.17954,0.513169,0.263168,3.16237,3.08935
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,256,17,0.131808,2.18166,0.510362,0.263168,3.16771,3.087
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,256,18,0.136576,2.1728,0.514602,0.258048,3.16621,3.08202
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,256,19,0.132096,2.16964,0.513835,0.263168,3.15883,3.07874
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,256,20,0.13616,2.16829,0.509677,0.263168,3.15777,3.0773
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,256,21,0.132992,2.17671,0.516163,0.268288,3.16603,3.09415
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,256,22,0.134144,2.17323,0.515747,0.259072,3.15509,3.08219
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,256,23,0.132992,2.17825,0.526689,0.263168,3.16106,3.10109
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,256,24,0.131808,2.16506,0.52369,0.259072,3.17262,3.07963
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,256,25,0.136352,2.16851,0.513795,0.260096,3.16008,3.07876
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,256,26,0.134368,2.31392,0.509232,0.262144,3.16768,3.21966
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,256,27,0.133056,2.24219,0.517048,0.262144,3.17237,3.15444
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,256,28,0.134208,2.20567,0.511419,0.262144,3.16787,3.11344
3,float,uniform,GPU,"P | P | P | P | Ns | Ns",4,256,29,0.132192,2.19753,0.512109,0.260096,3.1504,3.10193
