dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,0,68.3794,0,2915.74,1.32096,2978.46,2985.44
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,1,68.2585,0,2372.36,0.795648,2441.52,2441.41
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,2,68.0303,0,2354.74,0.804864,2423.7,2423.57
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,3,68.1425,0,2346.45,0.789504,2415.49,2415.38
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,4,68.0815,0,2342.94,0.797696,2411.95,2411.82
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,5,68.3913,0,2347.8,0.801792,2417.1,2416.99
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,6,67.2923,0,2364.89,0.790528,2430.95,2432.98
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,7,68.026,0,2349.51,0.795552,2418.44,2418.33
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,8,67.8032,0,2346.34,0.78848,2415.04,2414.93
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,9,68.3734,0,2381.38,0.77824,2448.15,2450.54
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,10,67.3199,0,2368.2,0.787456,2434.77,2436.31
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,11,68.0769,0,2346.62,0.79872,2415.61,2415.49
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,12,67.5107,0,2339.13,0.77824,2406.51,2407.42
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,13,68.2123,0,2348.01,0.789504,2417.12,2417.01
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,14,68.1309,0,2341.42,0.79872,2410.47,2410.35
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,15,67.8718,0,2341.5,0.79872,2410.27,2410.17
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,16,67.6287,0,2497.4,0.792544,2565.92,2565.82
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,17,68.5043,0,2351.04,0.791552,2420.45,2420.34
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,18,68.1203,0,2359.15,0.791552,2428.17,2428.06
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,19,67.8534,0,2343.48,0.790528,2412.24,2412.13
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,20,67.6729,0,2341.66,0.791552,2410.22,2410.12
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,21,67.392,0,2360.08,0.801792,2427.5,2428.27
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,22,68.1522,0,2335.36,0.78848,2404.41,2404.3
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,23,68.3046,0,2346.25,0.786432,2415.44,2415.34
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,24,67.3681,0,2374.74,0.777216,2440.04,2442.88
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,25,68.4003,0,2364.93,0.77824,2432.8,2434.11
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,26,67.4407,0,2390.32,0.78336,2454.71,2458.54
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,27,67.8279,0,2352.4,0.78848,2421.12,2421.01
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,28,68.6447,0,2354.06,0.790432,2423.61,2423.5
3,double,uniform,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",6,465,29,67.8118,0,2342.05,0.788448,2410.75,2410.65
