dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | N | D",4,256,0,8.73424,11.8593,0.588475,0.44544,21.4387,21.6274
3,float,uniform,CPU,"P | P | P | P | N | D",4,256,1,7.7512,2.17501,0.551277,0.26112,10.525,10.7386
3,float,uniform,CPU,"P | P | P | P | N | D",4,256,2,7.59776,2.26771,0.513551,0.262144,10.563,10.6412
3,float,uniform,CPU,"P | P | P | P | N | D",4,256,3,7.73814,2.19362,0.512194,0.264192,10.5565,10.7081
3,float,uniform,CPU,"P | P | P | P | N | D",4,256,4,7.79594,2.16999,0.514024,0.260096,10.654,10.74
3,float,uniform,CPU,"P | P | P | P | N | D",4,256,5,7.71277,2.22782,0.512456,0.259072,10.5762,10.7121
3,float,uniform,CPU,"P | P | P | P | N | D",4,256,6,7.68464,2.26237,0.515403,0.259072,10.5365,10.7215
3,float,uniform,CPU,"P | P | P | P | N | D",4,256,7,7.60838,2.18698,0.512413,0.262144,10.4447,10.5699
3,float,uniform,CPU,"P | P | P | P | N | D",4,256,8,7.83062,2.18055,0.515614,0.26112,10.6384,10.7879
3,float,uniform,CPU,"P | P | P | P | N | D",4,256,9,7.7617,2.17121,0.513816,0.264192,10.6461,10.7109
3,float,uniform,CPU,"P | P | P | P | N | D",4,256,10,7.72397,2.20279,0.512429,0.259072,10.575,10.6983
3,float,uniform,CPU,"P | P | P | P | N | D",4,256,11,7.62845,2.18177,0.512408,0.262144,10.4713,10.5848
3,float,uniform,CPU,"P | P | P | P | N | D",4,256,12,7.60621,2.18287,0.512619,0.263168,10.5013,10.5649
3,float,uniform,CPU,"P | P | P | P | N | D",4,256,13,7.66752,2.18711,0.514971,0.262144,10.4936,10.6317
3,float,uniform,CPU,"P | P | P | P | N | D",4,256,14,7.75686,2.1711,0.517515,0.258048,10.4956,10.7035
3,float,uniform,CPU,"P | P | P | P | N | D",4,256,15,7.68387,2.17546,0.512944,0.257024,10.5262,10.6293
3,float,uniform,CPU,"P | P | P | P | N | D",4,256,16,7.72522,2.21685,0.516264,0.260096,10.5515,10.7184
3,float,uniform,CPU,"P | P | P | P | N | D",4,256,17,7.79798,2.19021,0.514528,0.262144,10.5561,10.7649
3,float,uniform,CPU,"P | P | P | P | N | D",4,256,18,7.73312,2.17354,0.51565,0.260096,10.5548,10.6824
3,float,uniform,CPU,"P | P | P | P | N | D",4,256,19,7.86016,2.17859,0.513109,0.259072,10.6871,10.8109
3,float,uniform,CPU,"P | P | P | P | N | D",4,256,20,7.71824,2.17593,0.514822,0.260096,10.6262,10.6691
3,float,uniform,CPU,"P | P | P | P | N | D",4,256,21,7.82032,2.18139,0.509567,0.26112,10.6271,10.7724
3,float,uniform,CPU,"P | P | P | P | N | D",4,256,22,7.70419,2.20343,0.514797,0.262144,10.5333,10.6846
3,float,uniform,CPU,"P | P | P | P | N | D",4,256,23,7.88512,2.21882,0.516901,0.26112,10.8373,10.882
3,float,uniform,CPU,"P | P | P | P | N | D",4,256,24,7.83782,2.18175,0.51658,0.258048,10.6281,10.7942
3,float,uniform,CPU,"P | P | P | P | N | D",4,256,25,7.64118,2.17602,0.516066,0.263168,10.5729,10.5964
3,float,uniform,CPU,"P | P | P | P | N | D",4,256,26,7.73226,2.1724,0.514846,0.263168,10.5993,10.6827
3,float,uniform,CPU,"P | P | P | P | N | D",4,256,27,7.69734,2.17359,0.512424,0.262144,10.5852,10.6455
3,float,uniform,CPU,"P | P | P | P | N | D",4,256,28,7.61651,2.26203,0.519338,0.259072,10.554,10.657
3,float,uniform,CPU,"P | P | P | P | N | D",4,256,29,7.76573,2.19529,0.512106,0.254976,10.4821,10.7281
