dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | N | D",4,406,0,63.3488,1057.1,6.65661,2.53642,1128.07,1129.64
3,double,uniform,CPU,"P | P | P | P | N | D",4,406,1,63.5849,1024.97,6.66446,1.85034,1097.22,1097.07
3,double,uniform,CPU,"P | P | P | P | N | D",4,406,2,63.7109,997.603,6.74832,1.85338,1067.67,1069.92
3,double,uniform,CPU,"P | P | P | P | N | D",4,406,3,63.7823,1014.68,6.67283,1.85648,1087.14,1086.99
3,double,uniform,CPU,"P | P | P | P | N | D",4,406,4,64.5612,1007.95,6.77323,1.84826,1081.28,1081.13
3,double,uniform,CPU,"P | P | P | P | N | D",4,406,5,63.4174,1040.6,6.79738,1.85235,1112.43,1112.67
3,double,uniform,CPU,"P | P | P | P | N | D",4,406,6,63.5691,1032.4,6.74436,1.85645,1102.43,1104.57
3,double,uniform,CPU,"P | P | P | P | N | D",4,406,7,63.7402,1024.21,6.71812,1.84525,1096.39,1096.52
3,double,uniform,CPU,"P | P | P | P | N | D",4,406,8,64.7344,1023.17,6.74771,1.8473,1095.39,1096.5
3,double,uniform,CPU,"P | P | P | P | N | D",4,406,9,63.3511,1164.57,6.68303,1.84314,1226.67,1236.45
3,double,uniform,CPU,"P | P | P | P | N | D",4,406,10,63.7459,1154.25,6.65367,1.84621,1212.85,1226.49
3,double,uniform,CPU,"P | P | P | P | N | D",4,406,11,63.6665,1079.23,6.8094,1.87389,1140.82,1151.58
3,double,uniform,CPU,"P | P | P | P | N | D",4,406,12,63.5273,1026.19,6.6425,1.84522,1090.68,1098.21
3,double,uniform,CPU,"P | P | P | P | N | D",4,406,13,63.8133,1027.54,6.77295,1.84624,1098.95,1099.97
3,double,uniform,CPU,"P | P | P | P | N | D",4,406,14,63.8013,1033.59,6.72352,1.84515,1106.1,1105.96
3,double,uniform,CPU,"P | P | P | P | N | D",4,406,15,63.3394,1010.12,6.67819,1.84522,1081.17,1081.99
3,double,uniform,CPU,"P | P | P | P | N | D",4,406,16,63.965,1048.29,6.73381,1.84934,1120.99,1120.84
3,double,uniform,CPU,"P | P | P | P | N | D",4,406,17,63.835,1052.61,6.69681,1.84726,1125.14,1124.99
3,double,uniform,CPU,"P | P | P | P | N | D",4,406,18,64.3235,1020.87,6.74393,1.84829,1092.27,1093.78
3,double,uniform,CPU,"P | P | P | P | N | D",4,406,19,63.7813,1005.48,6.65627,1.84931,1077.91,1077.77
3,double,uniform,CPU,"P | P | P | P | N | D",4,406,20,63.8104,1032.36,6.71882,1.84419,1103.33,1104.73
3,double,uniform,CPU,"P | P | P | P | N | D",4,406,21,65.5181,1020.85,6.6197,1.85136,1094.99,1094.84
3,double,uniform,CPU,"P | P | P | P | N | D",4,406,22,63.6034,1029.5,6.78299,1.85034,1099.02,1101.74
3,double,uniform,CPU,"P | P | P | P | N | D",4,406,23,63.536,1002.34,6.70673,1.84419,1074.52,1074.43
3,double,uniform,CPU,"P | P | P | P | N | D",4,406,24,63.932,1040.12,6.7436,1.85242,1112.8,1112.65
3,double,uniform,CPU,"P | P | P | P | N | D",4,406,25,63.7242,1014.84,6.70602,1.84931,1087.29,1087.12
3,double,uniform,CPU,"P | P | P | P | N | D",4,406,26,64.4005,1001.73,6.7557,1.85344,1073.54,1074.74
3,double,uniform,CPU,"P | P | P | P | N | D",4,406,27,63.6691,1017.41,6.67761,1.85034,1089.77,1089.61
3,double,uniform,CPU,"P | P | P | P | N | D",4,406,28,64.333,1018.22,6.61907,1.84829,1090.55,1091.02
3,double,uniform,CPU,"P | P | P | P | N | D",4,406,29,63.7994,1042.91,6.68938,1.84723,1113.9,1115.24
