dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | N | D",6,465,0,0.947136,1325.38,6.59297,2.55174,1323.15,1335.47
3,double,uniform,GPU,"P | P | P | P | N | D",6,465,1,0.867648,1219.52,6.5673,1.85245,1208.38,1228.8
3,double,uniform,GPU,"P | P | P | P | N | D",6,465,2,0.883392,1233.23,6.57999,1.8575,1225.02,1242.55
3,double,uniform,GPU,"P | P | P | P | N | D",6,465,3,0.86576,1198.15,6.64734,1.87693,1202.18,1207.54
3,double,uniform,GPU,"P | P | P | P | N | D",6,465,4,0.881888,1268.78,6.62816,1.8688,1278.33,1278.16
3,double,uniform,GPU,"P | P | P | P | N | D",6,465,5,0.864768,1217.16,6.58859,1.85242,1210.48,1226.46
3,double,uniform,GPU,"P | P | P | P | N | D",6,465,6,0.867744,1181.04,6.62305,1.85546,1190.53,1190.39
3,double,uniform,GPU,"P | P | P | P | N | D",6,465,7,0.868032,1157.24,6.60617,1.85952,1166.71,1166.58
3,double,uniform,GPU,"P | P | P | P | N | D",6,465,8,0.86736,1179.09,6.62527,1.86256,1188.6,1188.45
3,double,uniform,GPU,"P | P | P | P | N | D",6,465,9,0.87168,1151.76,6.49711,1.84112,1160.61,1160.97
3,double,uniform,GPU,"P | P | P | P | N | D",6,465,10,0.885184,1156.86,6.66609,1.89334,1166.47,1166.3
3,double,uniform,GPU,"P | P | P | P | N | D",6,465,11,0.870496,1164.39,6.57599,1.85341,1147.18,1173.69
3,double,uniform,GPU,"P | P | P | P | N | D",6,465,12,0.865056,1160.06,6.51726,1.8503,1162.67,1169.29
3,double,uniform,GPU,"P | P | P | P | N | D",6,465,13,0.867392,1170.06,6.61969,1.86054,1179.55,1179.41
3,double,uniform,GPU,"P | P | P | P | N | D",6,465,14,0.866464,1173.4,6.6105,1.85747,1182.89,1182.74
3,double,uniform,GPU,"P | P | P | P | N | D",6,465,15,0.863104,1146.26,6.57199,1.85027,1151.76,1155.55
3,double,uniform,GPU,"P | P | P | P | N | D",6,465,16,0.88992,1143.77,6.55234,1.89645,1152.94,1153.11
3,double,uniform,GPU,"P | P | P | P | N | D",6,465,17,0.881856,1130.77,6.54428,1.89133,1137.5,1140.09
3,double,uniform,GPU,"P | P | P | P | N | D",6,465,18,0.880288,1121.64,6.50294,1.88621,1130.62,1130.91
3,double,uniform,GPU,"P | P | P | P | N | D",6,465,19,0.880768,1144.78,6.61963,1.86982,1154.32,1154.15
3,double,uniform,GPU,"P | P | P | P | N | D",6,465,20,0.865152,1147.89,6.59855,1.8503,1153.53,1157.2
3,double,uniform,GPU,"P | P | P | P | N | D",6,465,21,0.87872,1131.01,6.52796,1.89133,1138.11,1140.31
3,double,uniform,GPU,"P | P | P | P | N | D",6,465,22,0.86912,1153.6,6.61047,1.86259,1163.08,1162.94
3,double,uniform,GPU,"P | P | P | P | N | D",6,465,23,0.877408,1268.44,6.59692,1.86163,1277.91,1277.77
3,double,uniform,GPU,"P | P | P | P | N | D",6,465,24,0.869408,1168.52,6.59599,1.85546,1168.01,1177.84
3,double,uniform,GPU,"P | P | P | P | N | D",6,465,25,0.876416,1157.64,6.63102,1.87386,1155.44,1167.02
3,double,uniform,GPU,"P | P | P | P | N | D",6,465,26,0.86768,1125.36,6.61081,1.85955,1134.84,1134.7
3,double,uniform,GPU,"P | P | P | P | N | D",6,465,27,0.864448,1121.11,6.58841,1.85034,1129.92,1130.41
3,double,uniform,GPU,"P | P | P | P | N | D",6,465,28,0.881952,1142.51,6.54002,1.89133,1151.87,1151.83
3,double,uniform,GPU,"P | P | P | P | N | D",6,465,29,0.863328,1136.39,6.54743,1.84826,1137.73,1145.65
