dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | N | D",1,161,0,7.82262,0.287504,0.826718,0.477184,9.53099,9.41403
3,float,uniform,CPU,"P | P | P | P | N | D",1,161,1,6.9815,0.215697,0.811722,0.288768,8.37672,8.29769
3,float,uniform,CPU,"P | P | P | P | N | D",1,161,2,7.00374,0.24468,0.784599,0.287744,8.40545,8.32077
3,float,uniform,CPU,"P | P | P | P | N | D",1,161,3,6.96419,0.213026,0.790321,0.285696,8.33581,8.25323
3,float,uniform,CPU,"P | P | P | P | N | D",1,161,4,6.86045,0.213194,0.800838,0.284672,8.24088,8.15915
3,float,uniform,CPU,"P | P | P | P | N | D",1,161,5,6.87347,0.213632,0.792288,0.283648,8.24071,8.16304
3,float,uniform,CPU,"P | P | P | P | N | D",1,161,6,6.94563,0.215289,0.791726,0.28672,8.32119,8.23937
3,float,uniform,CPU,"P | P | P | P | N | D",1,161,7,7.02122,0.215036,0.794791,0.284672,8.39853,8.31571
3,float,uniform,CPU,"P | P | P | P | N | D",1,161,8,6.91709,0.214242,0.79626,0.287744,8.29755,8.21533
3,float,uniform,CPU,"P | P | P | P | N | D",1,161,9,6.84288,0.214917,0.799534,0.32768,8.27043,8.18501
3,float,uniform,CPU,"P | P | P | P | N | D",1,161,10,7.02166,0.212428,0.800663,0.289792,8.40924,8.32455
3,float,uniform,CPU,"P | P | P | P | N | D",1,161,11,6.97043,0.218416,0.794056,0.28672,8.35206,8.26962
3,float,uniform,CPU,"P | P | P | P | N | D",1,161,12,6.95981,0.213425,0.792335,0.285696,8.33393,8.25126
3,float,uniform,CPU,"P | P | P | P | N | D",1,161,13,6.90944,0.215442,0.793491,0.285696,8.29387,8.20407
3,float,uniform,CPU,"P | P | P | P | N | D",1,161,14,7.01523,0.212181,0.794143,0.283648,8.3859,8.3052
3,float,uniform,CPU,"P | P | P | P | N | D",1,161,15,7.07456,0.216814,0.79599,0.284672,8.45253,8.37204
3,float,uniform,CPU,"P | P | P | P | N | D",1,161,16,7.14227,0.212637,0.79132,0.288768,8.51689,8.435
3,float,uniform,CPU,"P | P | P | P | N | D",1,161,17,7.04269,0.218508,0.791277,0.289792,8.42794,8.34227
3,float,uniform,CPU,"P | P | P | P | N | D",1,161,18,7.06451,0.21164,0.795362,0.284672,8.43727,8.35619
3,float,uniform,CPU,"P | P | P | P | N | D",1,161,19,6.89149,0.213156,0.80097,0.289792,8.27597,8.19541
3,float,uniform,CPU,"P | P | P | P | N | D",1,161,20,6.92954,0.211537,0.793933,0.287744,8.30769,8.22275
3,float,uniform,CPU,"P | P | P | P | N | D",1,161,21,7.01104,0.212953,0.795846,0.284672,8.38434,8.30451
3,float,uniform,CPU,"P | P | P | P | N | D",1,161,22,6.92595,0.212425,0.798038,0.283648,8.30127,8.22006
3,float,uniform,CPU,"P | P | P | P | N | D",1,161,23,6.87325,0.212845,0.792413,0.287744,8.24694,8.16625
3,float,uniform,CPU,"P | P | P | P | N | D",1,161,24,6.84026,0.213965,0.801674,0.283648,8.2202,8.13954
3,float,uniform,CPU,"P | P | P | P | N | D",1,161,25,6.86502,0.21251,0.799972,0.285696,8.24339,8.1632
3,float,uniform,CPU,"P | P | P | P | N | D",1,161,26,6.90835,0.212223,0.792494,0.288768,8.28139,8.20184
3,float,uniform,CPU,"P | P | P | P | N | D",1,161,27,6.95363,0.214115,0.795139,0.288768,8.33129,8.25165
3,float,uniform,CPU,"P | P | P | P | N | D",1,161,28,6.84877,0.214706,0.821517,0.28672,8.25173,8.17171
3,float,uniform,CPU,"P | P | P | P | N | D",1,161,29,6.99878,0.214113,0.792929,0.285696,8.37222,8.29152
