dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"D | D | D | D | N | D",6,465,0,0.908544,582.314,16.8255,1.40595,601.621,601.454
3,double,uniform,GPU,"D | D | D | D | N | D",6,465,1,0.864736,581.079,16.7949,0.787456,599.638,599.526
3,double,uniform,GPU,"D | D | D | D | N | D",6,465,2,0.863808,544.553,16.8073,0.790496,563.12,563.015
3,double,uniform,GPU,"D | D | D | D | N | D",6,465,3,0.865632,530.901,16.7575,0.791488,549.423,549.315
3,double,uniform,GPU,"D | D | D | D | N | D",6,465,4,0.862112,515.266,16.7719,0.789504,533.798,533.69
3,double,uniform,GPU,"D | D | D | D | N | D",6,465,5,0.862272,521.626,16.7992,0.78848,540.19,540.076
3,double,uniform,GPU,"D | D | D | D | N | D",6,465,6,0.8648,535.424,16.8131,0.806848,554.019,553.908
3,double,uniform,GPU,"D | D | D | D | N | D",6,465,7,0.865568,523.375,16.7733,0.788448,541.908,541.802
3,double,uniform,GPU,"D | D | D | D | N | D",6,465,8,0.861312,547.939,16.7566,0.784384,566.448,566.341
3,double,uniform,GPU,"D | D | D | D | N | D",6,465,9,0.865472,512.192,16.8211,0.793568,530.78,530.672
3,double,uniform,GPU,"D | D | D | D | N | D",6,465,10,0.86432,522.581,16.8052,0.791488,541.154,541.042
3,double,uniform,GPU,"D | D | D | D | N | D",6,465,11,0.860448,549.708,16.7936,0.785344,568.275,568.148
3,double,uniform,GPU,"D | D | D | D | N | D",6,465,12,0.860736,512.93,16.7517,0.797664,531.447,531.34
3,double,uniform,GPU,"D | D | D | D | N | D",6,465,13,0.863744,543.886,16.7962,0.79152,562.45,562.338
3,double,uniform,GPU,"D | D | D | D | N | D",6,465,14,0.86416,532.858,16.8054,0.791552,551.432,551.319
3,double,uniform,GPU,"D | D | D | D | N | D",6,465,15,0.863232,546.288,16.8077,0.792512,564.857,564.751
3,double,uniform,GPU,"D | D | D | D | N | D",6,465,16,0.86416,533.071,16.8323,0.79152,551.67,551.559
3,double,uniform,GPU,"D | D | D | D | N | D",6,465,17,0.863168,519.283,16.8,0.789472,537.849,537.735
3,double,uniform,GPU,"D | D | D | D | N | D",6,465,18,0.861312,540.215,16.8089,0.790464,558.782,558.675
3,double,uniform,GPU,"D | D | D | D | N | D",6,465,19,0.864288,517.367,16.803,0.793568,535.936,535.828
3,double,uniform,GPU,"D | D | D | D | N | D",6,465,20,0.864928,522.537,16.7902,0.792544,541.091,540.984
3,double,uniform,GPU,"D | D | D | D | N | D",6,465,21,0.86016,518.751,16.7684,0.7864,537.266,537.166
3,double,uniform,GPU,"D | D | D | D | N | D",6,465,22,0.866144,531.892,16.8161,0.78944,550.47,550.364
3,double,uniform,GPU,"D | D | D | D | N | D",6,465,23,0.86448,546.797,16.791,0.791552,565.351,565.244
3,double,uniform,GPU,"D | D | D | D | N | D",6,465,24,0.864544,518.7,16.7898,0.788416,537.246,537.142
3,double,uniform,GPU,"D | D | D | D | N | D",6,465,25,0.864192,554.404,16.7839,0.792512,572.955,572.845
3,double,uniform,GPU,"D | D | D | D | N | D",6,465,26,0.864288,554.917,16.8098,0.795616,573.493,573.387
3,double,uniform,GPU,"D | D | D | D | N | D",6,465,27,0.86192,517.675,16.8094,0.79152,536.244,536.138
3,double,uniform,GPU,"D | D | D | D | N | D",6,465,28,0.863904,514.128,16.7561,0.786432,532.645,532.535
3,double,uniform,GPU,"D | D | D | D | N | D",6,465,29,0.864512,521.484,16.8131,0.79664,540.065,539.958
