dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,256,0,0.607936,12.5827,0.606272,0.461824,14.2748,14.2587
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,256,1,0.129216,2.171,0.594803,0.263168,3.25308,3.15819
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,256,2,0.131744,2.17007,0.56539,0.26112,3.21685,3.12832
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,256,3,0.135648,2.17378,0.592712,0.264192,3.2275,3.16633
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,256,4,0.135392,2.18146,0.563855,0.257024,3.22215,3.13773
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,256,5,0.13488,2.18392,0.566282,0.257024,3.22425,3.14211
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,256,6,0.134048,2.21197,0.569334,0.262144,3.23377,3.17749
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,256,7,0.134144,2.17062,0.562127,0.259072,3.2171,3.12596
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,256,8,0.138944,2.17743,0.559661,0.258048,3.22107,3.13409
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,256,9,0.132224,2.18689,0.572444,0.260096,3.22843,3.15166
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,256,10,0.135616,2.17894,0.57143,0.263168,3.24064,3.14915
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,256,11,0.134976,2.27922,0.564288,0.259072,3.22508,3.23756
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,256,12,0.132288,2.17499,0.560516,0.256,3.201,3.1238
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,256,13,0.135424,2.18326,0.573928,0.260096,3.22653,3.15271
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,256,14,0.136256,2.38173,0.557754,0.256,3.40015,3.33174
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,256,15,0.135168,2.18396,0.567803,0.264192,3.22556,3.15112
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,256,16,0.1368,2.1767,0.573791,0.257024,3.21799,3.14431
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,256,17,0.136736,2.18934,0.571654,0.263168,3.22345,3.1609
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,256,18,0.131744,2.17261,0.572339,0.260096,3.20704,3.13679
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,256,19,0.134304,2.18075,0.572417,0.263168,3.21552,3.15064
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,256,20,0.134528,2.18333,0.566613,0.258048,3.21528,3.14252
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,256,21,0.134848,2.19558,0.567008,0.260096,3.22662,3.15754
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,256,22,0.13344,2.16998,0.564081,0.259072,3.21938,3.12657
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,256,23,0.132224,2.17557,0.574822,0.258048,3.20808,3.14066
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,256,24,0.133024,2.17369,0.562394,0.263168,3.20662,3.13228
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,256,25,0.142112,2.23269,0.573116,0.259072,3.27558,3.207
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,256,26,0.132768,2.16854,0.571626,0.263168,3.21252,3.1361
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,256,27,0.135264,2.17936,0.564974,0.262144,3.24925,3.14174
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,256,28,0.137248,2.17688,0.571085,0.259072,3.22795,3.14429
3,float,uniform,GPU,"P | P | P | P | Ds | Ns",4,256,29,0.13712,2.18223,0.563819,0.260096,3.20143,3.14326
