dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,0,0.593984,12.5531,0.578703,0.436224,14.2844,14.162
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,1,0.127456,2.1646,0.559209,0.26112,3.19299,3.11239
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,2,0.134464,2.17595,0.523394,0.258048,3.17829,3.09186
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,3,0.133888,2.24599,0.530692,0.259072,3.19453,3.16965
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,4,0.136,2.18216,0.526624,0.259072,3.19166,3.10386
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,5,0.136096,2.18419,0.531329,0.260096,3.17429,3.11171
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,6,0.136096,2.18819,0.53692,0.263168,3.19199,3.12438
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,7,0.134816,2.17104,0.564587,0.262144,3.21995,3.13259
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,8,0.135904,2.24954,0.532341,0.257024,3.20444,3.17481
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,9,0.133952,2.18488,0.530356,0.259072,3.18111,3.10826
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,10,0.136096,2.17787,0.5271,0.26112,3.19054,3.10219
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,11,0.139104,2.18232,0.525381,0.264192,3.18779,3.111
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,12,0.133728,2.17719,0.526664,0.260096,3.18087,3.09768
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,13,0.134144,2.1859,0.52587,0.263136,3.19553,3.10905
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,14,0.134592,2.18264,0.525878,0.26112,3.18368,3.10423
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,15,0.134464,2.16976,0.527351,0.262144,3.17396,3.09372
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,16,0.132416,2.1749,0.526692,0.262144,3.17,3.09616
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,17,0.134784,2.18682,0.534026,0.263168,3.18475,3.1188
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,18,0.131008,2.18341,0.527532,0.260096,3.19014,3.10205
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,19,0.13424,2.1711,0.524983,0.260096,3.17338,3.09042
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,20,0.135104,2.22905,0.528111,0.26112,3.18986,3.15339
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,21,0.134208,2.17628,0.538488,0.264192,3.16878,3.11317
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,22,0.134048,2.17217,0.528474,0.258048,3.16932,3.09274
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,23,0.13488,2.18515,0.527915,0.262144,3.1738,3.11009
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,24,0.133632,2.1722,0.526627,0.259072,3.18137,3.09153
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,25,0.131328,2.26074,0.525019,0.26112,3.18146,3.17821
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,26,0.1352,2.17975,0.527356,0.264192,3.19282,3.1065
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,27,0.135904,2.1711,0.528307,0.256,3.18079,3.09131
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,28,0.135136,2.17151,0.525208,0.257024,3.16788,3.08888
3,float,uniform,GPU,"P | P | P | P | Ds | Ds",4,256,29,0.133728,2.18197,0.52643,0.260096,3.17653,3.10222
