dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,0,23.7578,494.338,2.47182,0.980928,518.814,521.548
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,1,24.4792,365.758,2.58992,0.736224,393.686,393.564
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,2,24.4674,356.568,2.59529,0.729088,384.489,384.36
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,3,24.3407,379.516,2.59381,0.73008,407.296,407.18
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,4,22.6222,372.998,2.4736,0.672768,394.382,398.766
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,5,24.4689,348.913,2.57544,0.737248,376.834,376.695
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,6,22.3736,368.938,2.45274,0.67072,391.343,394.435
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,7,24.0196,357.818,2.45075,0.6656,381.54,384.954
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,8,22.8694,363.083,2.45256,0.677888,388.315,389.082
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,9,24.4175,352.376,2.61058,0.724032,380.244,380.128
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,10,22.7573,349.193,2.44416,0.677888,372.907,375.072
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,11,22.5994,359.355,2.45499,0.670656,383.397,385.08
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,12,23.7161,354.819,2.4611,0.684032,380.155,381.68
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,13,24.67,357.81,2.52192,0.679872,384.4,385.682
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,14,22.3663,350.655,2.44587,0.662528,371.566,376.13
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,15,24.0697,366.315,2.4403,0.665568,385.926,393.491
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,16,24.2587,361.617,2.45354,0.665504,387.361,388.995
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,17,22.4071,387.625,2.44262,0.663552,409.871,413.138
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,18,24.0127,352.723,2.46742,0.673728,375.26,379.877
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,19,22.7613,358.465,2.46096,0.66656,383.187,384.354
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,20,24.5294,361.41,2.57175,0.724928,389.365,389.236
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,21,22.4442,360.058,2.44985,0.68096,379.467,385.633
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,22,24.4106,353.963,2.60172,0.726016,381.834,381.701
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,23,24.5936,358.681,2.55192,0.723904,386.658,386.551
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,24,23.8823,360.278,2.45126,0.665504,387.007,387.277
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,25,22.3631,361.544,2.44873,0.662528,384.697,387.018
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,26,24.47,349.921,2.5843,0.725984,377.812,377.701
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,27,22.5793,359.037,2.44843,0.668608,379.99,384.733
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,28,22.6112,356.56,2.44503,0.677888,380.752,382.294
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",8,369,29,23.177,364.461,2.44676,0.688128,386.248,390.773
