dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,256,0,0.725632,13.016,1.02687,0.627712,15.5251,15.3962
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,256,1,0.212032,2.66388,1.01309,0.45568,4.42555,4.34467
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,256,2,0.21488,2.70467,0.973721,0.452608,4.43708,4.34588
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,256,3,0.217312,2.84121,0.980847,0.453632,4.58713,4.493
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,256,4,0.215008,2.67632,0.985701,0.452608,4.41532,4.32964
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,256,5,0.212928,2.68344,0.965334,0.456704,4.40713,4.3184
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,256,6,0.216928,2.68675,0.97907,0.453632,4.42381,4.33638
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,256,7,0.215808,2.68586,0.973961,0.453632,4.41819,4.32926
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,256,8,0.216288,2.6742,0.976326,0.454656,4.41165,4.32147
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,256,9,0.215808,2.68693,0.969447,0.45568,4.41692,4.32787
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,256,10,0.222592,2.69792,0.969766,0.45568,4.43766,4.34595
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,256,11,0.215168,2.67077,0.976156,0.45568,4.40289,4.31778
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,256,12,0.215936,2.67409,0.977438,0.454656,4.41208,4.32212
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,256,13,0.217696,2.66528,0.974025,0.453632,4.39733,4.31063
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,256,14,0.215808,2.72369,0.980037,0.453632,4.46296,4.37317
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,256,15,0.218336,2.70598,0.978406,0.47104,4.42356,4.37376
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,256,16,0.218208,2.7061,0.978934,0.45568,4.40574,4.35892
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,256,17,0.216032,2.78646,0.972907,0.45568,4.51424,4.43108
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,256,18,0.21744,2.6829,0.969691,0.452608,4.41214,4.32263
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,256,19,0.219232,2.67535,0.973103,0.453632,4.39188,4.32132
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,256,20,0.216736,2.69885,0.973384,0.45568,4.40399,4.34465
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,256,21,0.21632,2.72821,0.970554,0.451584,4.45716,4.36667
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,256,22,0.219424,2.68555,0.978983,0.459776,4.40735,4.34374
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,256,23,0.214976,2.74796,0.965241,0.453632,4.44669,4.38181
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,256,24,0.21712,2.66948,0.976616,0.454656,4.40482,4.31788
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,256,25,0.217504,2.68912,0.975854,0.457728,4.41422,4.34021
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,256,26,0.215104,2.68054,0.968988,0.454656,4.40634,4.31929
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,256,27,0.21584,2.67255,0.968453,0.453632,4.3941,4.31047
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,256,28,0.215424,2.74732,0.974596,0.456704,4.47803,4.39405
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",4,256,29,0.218624,2.70339,0.976284,0.453632,4.53177,4.35193
