dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,406,0,0.803296,1046.69,6.79931,2.49958,1056.97,1056.8
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,406,1,0.763648,1047.15,6.76695,1.85338,1056.67,1056.53
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,406,2,0.768928,1003.95,6.59448,1.89235,1012.65,1013.21
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,406,3,0.76528,1005.86,6.80665,1.85952,1015.43,1015.29
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,406,4,0.76128,1032.9,6.81324,1.85235,1042.47,1042.33
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,406,5,0.778304,1031.85,6.70399,1.86166,1041.35,1041.19
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,406,6,0.762976,1030.78,6.89438,1.86464,1039.88,1040.3
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,406,7,0.763328,1010.99,6.81985,1.8504,1020.56,1020.42
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,406,8,0.770272,1017.81,6.74374,1.85136,1026.69,1027.18
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,406,9,0.766528,1016.95,6.80426,1.85238,1026.51,1026.37
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,406,10,0.762432,1031.77,6.76634,1.85347,1041.3,1041.16
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,406,11,0.768032,1039.29,6.61874,1.89133,1048.58,1048.56
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,406,12,0.762432,1043.5,6.88694,1.87491,1053.16,1053.02
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,406,13,0.76272,1042.05,6.80235,1.84826,1051.16,1051.46
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,406,14,0.762912,1021.43,6.78432,1.84928,1029.5,1030.83
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,406,15,0.762432,1020.74,6.68621,1.85136,1030.18,1030.04
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,406,16,0.771168,1001.58,6.67573,1.88826,1011.05,1010.92
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,406,17,0.764288,1020.8,6.80083,1.84931,1030.23,1030.21
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,406,18,0.76528,1055.47,6.79694,1.85232,1065.03,1064.89
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,406,19,0.761696,1023.17,6.79812,1.85034,1032.72,1032.58
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,406,20,0.76304,1049.61,6.80276,1.84829,1059.03,1059.03
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,406,21,0.762432,1030.87,6.83226,1.85235,1040.46,1040.32
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,406,22,0.77632,991.06,6.81332,1.87491,999.769,1000.52
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,406,23,0.768992,1055.8,6.7875,1.85338,1065.06,1065.21
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,406,24,0.769664,1056.95,6.6631,1.88621,1066.4,1066.27
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,406,25,0.763104,1021.95,6.79483,1.8575,1030.24,1031.36
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,406,26,0.762816,1030.97,6.77465,1.85648,1040.5,1040.36
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,406,27,0.763328,1020.42,6.81666,1.84934,1028.42,1029.85
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,406,28,0.762656,997.338,6.74772,1.85136,1006.84,1006.7
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",4,406,29,0.76752,1029.25,6.7662,1.85648,1038.18,1038.64
