dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,406,0,0.797184,1121.61,6.12198,2.51392,1101.22,1131.05
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,406,1,0.767936,1101.13,6.10513,1.88928,1093.36,1109.9
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,406,2,0.766688,1032.57,6.09695,1.88723,1034.49,1041.32
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,406,3,0.770688,1030.49,6.06947,1.88416,1037.77,1039.22
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,406,4,0.76032,1029.7,6.08984,1.84931,1037.1,1038.4
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,406,5,0.772832,1024.18,6.29339,1.86051,1031.98,1033.11
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,406,6,0.762656,1013.19,6.22833,1.85539,1019.19,1022.04
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,406,7,0.760704,990.733,6.13363,1.84518,997.09,999.472
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,406,8,0.760512,992.789,6.15882,1.84621,999.467,1001.55
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,406,9,0.76336,996.076,6.25129,1.84826,1002.04,1004.94
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,406,10,0.760736,1037.86,6.20582,1.84419,1044.12,1046.67
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,406,11,0.77424,1001.53,6.17459,1.8544,1008,1010.34
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,406,12,0.76464,1026.78,6.2704,1.85642,1034.43,1035.67
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,406,13,0.761984,1018.83,6.20709,1.84826,1025.52,1027.65
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,406,14,0.759968,1023.3,6.23476,1.84621,1029.56,1032.14
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,406,15,0.761664,1089.06,6.14695,1.84624,1080.16,1097.81
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,406,16,0.761696,1032.38,6.1714,1.84726,1028.06,1041.16
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,406,17,0.761472,1060.31,6.24386,1.85034,1065.45,1069.16
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,406,18,0.760928,1006.76,6.21435,1.84522,1013.38,1015.58
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,406,19,0.76064,1014.67,6.21395,1.84832,1021.94,1023.49
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,406,20,0.763008,1025.46,6.17198,1.84214,1031.27,1034.24
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,406,21,0.760736,1005.84,6.22087,1.84522,1011.81,1014.67
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,406,22,0.763904,1008.9,6.20147,1.84621,1015.55,1017.71
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,406,23,0.761376,992.598,6.10146,1.84624,999.303,1001.31
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,406,24,0.762688,994.644,6.15891,1.85341,1000.97,1003.42
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,406,25,0.76048,1032.94,6.18931,1.84726,1039.94,1041.74
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,406,26,0.761888,1019.34,6.20154,1.84419,1026.19,1028.15
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,406,27,0.769088,1038.8,6.22182,1.85344,1046.39,1047.65
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,406,28,0.762208,1032.71,6.22444,1.84419,1039.43,1041.54
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",4,406,29,0.763936,1022.24,6.23005,1.85334,1029.29,1031.08
