dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,0,15.1479,0.394769,1.4041,0.697344,17.7682,17.6441
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,1,14.3574,0.379926,1.38798,0.482304,16.7109,16.6076
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,2,14.1074,0.380736,1.37334,0.484352,16.4405,16.3458
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,3,14.3243,0.380914,1.37554,0.487424,16.659,16.5682
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,4,14.4656,0.379994,1.37759,0.483328,16.7972,16.7065
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,5,14.3032,0.395621,1.38133,0.48128,16.652,16.5615
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,6,14.4043,0.379927,1.38453,0.484352,16.757,16.6531
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,7,14.3473,0.382174,1.3776,0.480256,16.6767,16.5873
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,8,14.2976,0.380872,1.37859,0.484352,16.633,16.5414
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,9,14.298,0.382491,1.38835,0.482304,16.6438,16.5511
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,10,13.9852,0.380548,1.37961,0.48128,16.3177,16.2266
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,11,14.1821,0.378449,1.37568,0.480256,16.506,16.4165
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,12,14.0038,0.385715,1.38335,0.480256,16.3887,16.2531
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,13,14.4315,0.38171,1.37409,0.484352,16.7626,16.6716
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,14,14.2322,0.38099,1.38117,0.479232,16.5652,16.4736
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,15,14.1438,0.38045,1.37793,0.480256,16.4813,16.3824
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,16,14.0332,0.463373,1.37441,0.481248,16.4406,16.3522
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,17,14.1655,0.384357,1.38136,0.480256,16.5031,16.4114
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,18,14.2012,0.385168,1.3752,0.482304,16.5371,16.4439
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,19,13.8912,0.381083,1.39091,0.480256,16.2343,16.1434
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,20,14.0904,0.38468,1.38016,0.48128,16.4448,16.3365
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,21,13.9956,0.388755,1.37987,0.479232,16.3334,16.2434
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,22,14.0524,0.378444,1.3712,0.483328,16.3799,16.2854
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,23,14.159,0.380573,1.38584,0.484352,16.5012,16.4098
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,24,14.0745,0.378863,1.37929,0.483328,16.4114,16.316
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,25,14.112,0.380947,1.38102,0.482304,16.4438,16.3562
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,26,14.1165,0.378687,1.37685,0.479232,16.4403,16.3513
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,27,14.2701,0.381601,1.41968,0.480256,16.6611,16.5516
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,28,14.0531,0.412129,1.38156,0.477184,16.416,16.324
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",1,161,29,14.0937,0.381922,1.37608,0.48128,16.4223,16.3329
