dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,0,0.64432,0.395428,1.16607,0.374784,2.67212,2.5806
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,1,0.231584,0.383514,1.15844,0.222208,2.11466,1.99574
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,2,0.227488,0.401709,1.13651,0.223232,2.10978,1.98894
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,3,0.226272,0.383538,1.14036,0.224256,2.09068,1.97443
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,4,0.228288,0.427429,1.14492,0.22528,2.14386,2.02591
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,5,0.22832,0.441612,1.14275,0.224256,2.1557,2.03693
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,6,0.22688,0.380173,1.14432,0.224256,2.09147,1.97563
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,7,0.226624,0.382807,1.15059,0.223232,2.10103,1.98325
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,8,0.23296,0.382046,1.141,0.223232,2.09895,1.97924
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,9,0.23072,0.381453,1.14217,0.222208,2.09339,1.97655
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,10,0.23392,0.383716,1.14664,0.224256,2.11045,1.98853
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,11,0.23488,0.381378,1.13974,0.224256,2.098,1.98025
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,12,0.232608,0.380739,1.14344,0.226304,2.09997,1.98309
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,13,0.232288,0.382337,1.15389,0.223232,2.10991,1.99174
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,14,0.232,0.381224,1.14181,0.226304,2.13597,1.98134
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,15,0.227104,0.3826,1.14712,0.224256,2.09665,1.98108
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,16,0.228128,0.383497,1.14101,0.222208,2.09272,1.97484
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,17,0.225888,0.380701,1.14584,0.224256,2.09307,1.97668
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,18,0.232032,0.380254,1.14208,0.22016,2.09875,1.97453
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,19,0.22688,0.381372,1.15119,0.224224,2.10121,1.98367
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,20,0.232416,0.382703,1.14543,0.222208,2.10106,1.98276
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,21,0.227392,0.3843,1.14274,0.22016,2.09293,1.97459
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,22,0.237312,0.382875,1.16543,0.228352,2.13116,2.01397
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,23,0.2352,0.383786,1.15056,0.223232,2.16458,1.99278
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,24,0.234528,0.384734,1.15059,0.226304,2.11716,1.99615
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,25,0.231328,0.381928,1.14159,0.224256,2.09773,1.97911
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,26,0.233856,0.381367,1.14029,0.22528,2.09808,1.98079
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,27,0.235296,0.380281,1.14353,0.22528,2.10162,1.98439
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,28,0.227968,0.380512,1.14366,0.22016,2.09009,1.9723
3,double,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,29,0.226496,0.381088,1.14119,0.224256,2.09219,1.97303
