dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,465,0,0.471136,498.333,3.98054,1.7408,504.708,504.526
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,465,1,0.425152,452.268,2.66183,1.02909,447.246,456.384
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,465,2,0.432352,466.572,4.02349,1.03933,472.191,472.067
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,465,3,0.426464,455.952,4.01005,1.0383,459.699,461.427
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,465,4,0.42592,450.811,2.66053,1.02496,452.541,454.923
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,465,5,0.432544,444.56,4.01085,1.04243,450.174,450.046
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,465,6,0.4472,451.205,3.88337,1.03933,456.7,456.575
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,465,7,0.433312,451.012,4.01864,1.04144,456.628,456.505
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,465,8,0.432096,448.661,4.00095,1.04237,454.264,454.136
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,465,9,0.429344,453.235,4.01268,1.03939,458.845,458.716
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,465,10,0.43248,467.703,3.99878,1.0424,473.299,473.176
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,465,11,0.43312,442.411,4.00476,1.04141,448.018,447.89
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,465,12,0.429664,440.489,4.00988,1.04035,446.09,445.968
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,465,13,0.443392,439.938,4.081,1.06694,445.671,445.529
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,465,14,0.431808,455.828,4.0157,1.04643,461.446,461.322
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,465,15,0.42864,445.26,3.96691,1.04339,450.822,450.699
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,465,16,0.428416,429.739,3.95863,1.03834,435.291,435.165
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,465,17,0.433696,433.079,4.00694,1.04342,438.686,438.563
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,465,18,0.433056,425.678,3.98462,1.04448,431.275,431.141
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,465,19,0.430304,437.266,3.97308,1.03824,442.856,442.708
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,465,20,0.431584,432.979,4.01339,1.04646,438.596,438.471
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,465,21,0.430464,431.689,4.00444,1.04134,437.287,437.166
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,465,22,0.431488,433.25,4.02514,1.05155,438.885,438.759
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,465,23,0.429056,455.714,4.00205,1.04032,461.312,461.185
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,465,24,0.430208,442.561,3.98502,1.03622,448.134,448.012
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,465,25,0.429792,436.661,3.93279,1.04032,442.185,442.064
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,465,26,0.432288,432.828,4.0231,1.04749,438.452,438.33
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,465,27,0.429664,487.95,4.03507,1.04032,493.598,493.455
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,465,28,0.44192,479.52,3.97935,1.03933,485.104,484.98
3,float,uniform,GPU,"Ds | Ds | Ds | Ds | P | P",6,465,29,0.432032,472.551,3.99788,1.04138,478.144,478.022
