dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,0,0.575808,8.40412,0.384819,0.293888,10.2798,9.65863
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,1,0.136224,0.929061,0.393171,0.12288,2.01749,1.58134
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,2,0.136224,0.929095,0.35461,0.123904,1.97596,1.54383
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,3,0.138816,0.939687,0.356012,0.123904,1.9912,1.55842
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,4,0.134208,0.933058,0.356578,0.123904,1.98597,1.54775
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,5,0.13776,0.945461,0.356145,0.123904,2.0027,1.56327
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,6,0.13744,0.932213,0.35538,0.12288,1.9873,1.54791
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,7,0.135456,0.945185,0.353657,0.123904,2.00266,1.5582
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,8,0.136,0.927836,0.355992,0.131072,1.98339,1.5509
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,9,0.13616,0.938334,0.356258,0.124928,1.9916,1.55568
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,10,0.138016,0.936358,0.355505,0.124928,1.99196,1.55481
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,11,0.13968,0.932797,0.354866,0.121856,1.98561,1.5492
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,12,0.137536,0.983558,0.353889,0.125952,2.03524,1.60093
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,13,0.137824,0.931809,0.356706,0.125952,1.98551,1.55229
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,14,0.138016,0.970048,0.355219,0.124928,2.02574,1.58821
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,15,0.135744,0.974555,0.35652,0.123904,2.02368,1.59072
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,16,0.137056,0.927075,0.362549,0.12288,1.98861,1.54956
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,17,0.135776,0.947794,0.356372,0.12288,1.99385,1.56282
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,18,0.13776,0.931677,0.357888,0.124928,1.9898,1.55225
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,19,0.13744,0.938903,0.353441,0.12288,1.98959,1.55266
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,20,0.137344,0.935793,0.355195,0.121856,1.99806,1.55019
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,21,0.137408,0.938903,0.364021,0.123904,2.0004,1.56424
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,22,0.13552,0.93205,0.35457,0.125952,1.98446,1.54809
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,23,0.136768,0.938202,0.354153,0.125952,1.98718,1.55508
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,24,0.1384,0.935589,0.356454,0.123904,1.98705,1.55435
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,25,0.138592,0.935403,0.35432,0.124928,1.98972,1.55324
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,26,0.13568,0.940459,0.355343,0.123904,1.99427,1.55539
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,27,0.132512,0.983197,0.35598,0.123904,2.02241,1.59559
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,28,0.13536,0.930653,0.356508,0.123904,1.9828,1.54643
3,float,nonuniform_z,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",2,203,29,0.137312,0.933405,0.356069,0.123904,1.98743,1.55069
