dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,0,0.747072,14.2619,1.0076,0.646144,16.5588,16.6627
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,1,0.21456,4.2038,1.0426,0.458752,5.922,5.91971
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,2,0.217856,4.21858,0.942887,0.45568,5.88614,5.83501
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,3,0.216384,4.21277,0.945707,0.458752,5.90176,5.83361
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,4,0.220512,4.20741,1.02697,0.456704,5.91096,5.91159
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,5,0.217888,4.21542,0.94104,0.45568,5.98789,5.83003
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,6,0.216864,4.19182,0.951297,0.456704,5.89873,5.81669
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,7,0.225472,4.30351,0.94507,0.4608,5.96307,5.93485
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,8,0.217408,4.19845,0.953727,0.456704,5.88404,5.82629
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,9,0.215904,4.19307,0.946759,0.45568,5.89251,5.81141
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,10,0.217504,4.23485,0.949193,0.459776,5.94728,5.86132
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,11,0.217568,4.18518,0.938021,0.457728,5.8871,5.7985
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,12,0.216096,4.1818,0.937681,0.456704,5.8745,5.79228
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,13,0.217184,4.18533,0.945387,0.464896,5.89403,5.8128
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,14,0.217088,4.29169,0.949353,0.463872,5.8737,5.922
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,15,0.21568,4.17354,0.941001,0.458752,5.87933,5.78898
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,16,0.215136,4.17893,0.943994,0.458752,5.88443,5.79681
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,17,0.217248,4.19008,0.945307,0.457728,5.8741,5.81037
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,18,0.213728,4.19242,0.943082,0.45568,5.89779,5.80491
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,19,0.2288,4.18655,0.942843,0.454656,5.87831,5.81285
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,20,0.219008,4.17658,0.938546,0.459776,5.88284,5.79391
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,21,0.218752,4.17846,0.939801,0.45568,5.88089,5.79269
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,22,0.218048,4.18598,0.943052,0.454656,5.89652,5.80174
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,23,0.221248,4.19504,0.944206,0.458752,5.88596,5.81925
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,24,0.214368,4.21167,0.94169,0.457728,5.87652,5.82546
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,25,0.220576,4.18305,0.940479,0.4608,5.89618,5.80491
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,26,0.223136,4.2311,0.939998,0.4608,5.91366,5.85503
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,27,0.218624,4.17675,0.944274,0.45568,5.88579,5.79533
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,28,0.2168,4.17233,0.950911,0.45568,5.91761,5.79572
3,double,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",4,256,29,0.218144,4.17631,0.944038,0.461824,5.86857,5.80032
