dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,0,36.565,485.877,3.00248,1.73354,527.378,527.178
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,1,36.6021,458.674,2.95544,0.980928,499.363,499.212
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,2,36.5875,463.777,2.94803,0.98192,504.438,504.295
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,3,36.6677,464.738,2.95526,0.984032,505.491,505.345
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,4,36.0739,447.164,2.93691,0.985024,487.288,487.159
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,5,36.2315,452.539,2.93629,0.984,492.79,492.691
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,6,36.2527,462.426,2.93908,0.983968,502.662,502.601
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,7,36.3593,481.98,2.94824,0.983968,522.417,522.272
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,8,36.5939,444.365,2.93943,0.98704,485.029,484.886
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,9,36.5909,453.86,2.9518,0.982976,494.533,494.385
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,10,36.5951,447.989,2.94735,0.985088,488.668,488.516
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,11,36.3295,456.532,2.95394,0.984032,496.947,496.799
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,12,36.2033,440.725,2.97907,0.991136,481.075,480.898
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,13,36.2426,459.298,2.98297,0.995264,499.588,499.519
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,14,36.2136,451.829,2.93127,0.979904,492.045,491.954
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,15,36.1469,440.497,2.95148,0.986112,480.73,480.581
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,16,36.1213,449.126,2.95241,0.986112,489.345,489.186
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,17,36.3076,463.01,2.94688,0.981984,503.394,503.247
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,18,37.1892,444.508,3.0084,0.99632,485.869,485.702
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,19,36.2808,470.166,2.96815,0.987072,510.548,510.402
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,20,36.4565,456.585,2.95558,0.984,497.127,496.981
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,21,36.6888,455.719,2.95546,0.983008,496.502,496.346
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,22,36.6981,466.784,2.94876,0.985024,507.573,507.416
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,23,36.2689,442.615,2.95329,0.985056,482.974,482.822
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,24,36.2277,454.926,2.94976,0.981952,495.234,495.086
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,25,36.2781,448.46,2.95757,0.985088,488.835,488.681
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,26,36.399,469.166,2.94613,0.98304,509.64,509.495
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,27,36.6642,454.231,2.94204,0.98608,494.95,494.823
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,28,36.3076,445.114,2.93207,0.980992,485.451,485.335
3,float,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,29,36.2384,456.792,2.93916,0.98192,497.103,496.951
