dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,0,0.71584,12.8015,0.908614,0.362496,14.8762,14.7885
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,1,0.212928,2.4535,0.888502,0.205824,3.81277,3.76075
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,2,0.216288,2.51537,0.858004,0.203776,3.8429,3.79344
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,3,0.216384,2.44604,0.870411,0.2048,3.8046,3.73763
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,4,0.217216,2.48457,0.874034,0.200704,3.84901,3.77652
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,5,0.215424,2.5722,0.874925,0.203776,3.94485,3.86632
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,6,0.215968,2.46586,0.879112,0.202752,3.84941,3.76369
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,7,0.216192,2.47268,0.882784,0.205824,3.85303,3.77748
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,8,0.215296,2.44421,0.890754,0.202752,3.82564,3.75301
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,9,0.2184,2.46262,0.886607,0.203776,3.85197,3.7714
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,10,0.223872,2.46486,0.87888,0.203776,3.84417,3.77139
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,11,0.216672,2.53958,0.874399,0.202752,3.88018,3.8334
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,12,0.211904,2.46093,0.879028,0.203776,3.82939,3.75564
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,13,0.2168,2.50675,0.883003,0.203776,3.87703,3.81033
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,14,0.217824,2.44716,0.876533,0.2048,3.82564,3.74632
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,15,0.217504,2.57533,0.88351,0.202752,3.96218,3.8791
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,16,0.217248,2.45126,0.873364,0.202752,3.82867,3.74462
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,17,0.215744,2.4682,0.878633,0.205824,3.85111,3.7684
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,18,0.222496,2.43756,0.886339,0.202752,3.81747,3.74915
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,19,0.217856,2.47353,0.875131,0.201728,3.84865,3.76825
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,20,0.216608,2.46047,0.870098,0.202752,3.8261,3.74993
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,21,0.21776,2.43169,0.879164,0.203776,3.79879,3.73239
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,22,0.215488,2.47696,0.880323,0.202752,3.81397,3.77552
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,23,0.2152,2.47158,0.881002,0.203776,3.83585,3.77156
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,24,0.217344,2.48425,0.870794,0.202752,3.84734,3.77514
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,25,0.21824,2.44492,0.880153,0.2048,3.81501,3.74811
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,26,0.216736,2.43367,0.873715,0.201728,3.80401,3.72585
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,27,0.220416,2.45859,0.87775,0.205824,3.84402,3.76258
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,28,0.217696,2.49209,0.88204,0.202752,3.86434,3.79458
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ds | Ds",4,256,29,0.214368,2.4648,0.874859,0.205824,3.83453,3.75985
