dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | P | P",6,465,0,0.507936,0,1345.7,2.2609,1348.63,1348.47
3,float,uniform,GPU,"P | P | P | P | P | P",6,465,1,0.442624,0,1264.21,1.06698,1265.84,1265.72
3,float,uniform,GPU,"P | P | P | P | P | P",6,465,2,0.432096,0,1269.54,1.03824,1271.13,1271.01
3,float,uniform,GPU,"P | P | P | P | P | P",6,465,3,0.43648,0,1262.23,1.06179,1263.85,1263.73
3,float,uniform,GPU,"P | P | P | P | P | P",6,465,4,0.428192,0,1240.87,1.05264,1242.46,1242.35
3,float,uniform,GPU,"P | P | P | P | P | P",6,465,5,0.437984,0,1242.38,1.05565,1244,1243.88
3,float,uniform,GPU,"P | P | P | P | P | P",6,465,6,0.426048,0,1234.11,1.06083,1235.7,1235.6
3,float,uniform,GPU,"P | P | P | P | P | P",6,465,7,0.428512,0,1222.23,1.0424,1223.81,1223.7
3,float,uniform,GPU,"P | P | P | P | P | P",6,465,8,0.428736,0,1228.85,1.04138,1230.42,1230.32
3,float,uniform,GPU,"P | P | P | P | P | P",6,465,9,0.42752,0,1228.19,1.0393,1229.76,1229.66
3,float,uniform,GPU,"P | P | P | P | P | P",6,465,10,0.436096,0,1235.71,1.06288,1237.32,1237.21
3,float,uniform,GPU,"P | P | P | P | P | P",6,465,11,0.42784,0,1226.61,1.04957,1228.19,1228.08
3,float,uniform,GPU,"P | P | P | P | P | P",6,465,12,0.429536,0,1236.92,1.0536,1238.51,1238.4
3,float,uniform,GPU,"P | P | P | P | P | P",6,465,13,0.43984,0,1231.56,1.05466,1233.18,1233.06
3,float,uniform,GPU,"P | P | P | P | P | P",6,465,14,0.428928,0,1236.53,1.06694,1238.13,1238.03
3,float,uniform,GPU,"P | P | P | P | P | P",6,465,15,0.427808,0,1223.27,1.04646,1224.85,1224.75
3,float,uniform,GPU,"P | P | P | P | P | P",6,465,16,0.428192,0,1235.75,1.04032,1237.32,1237.22
3,float,uniform,GPU,"P | P | P | P | P | P",6,465,17,0.428768,0,1227.9,1.0393,1229.47,1229.37
3,float,uniform,GPU,"P | P | P | P | P | P",6,465,18,0.437632,0,1235.58,1.05677,1237.18,1237.07
3,float,uniform,GPU,"P | P | P | P | P | P",6,465,19,0.426112,0,1225.91,1.05981,1227.5,1227.4
3,float,uniform,GPU,"P | P | P | P | P | P",6,465,20,0.42784,0,1226.21,1.04237,1227.79,1227.68
3,float,uniform,GPU,"P | P | P | P | P | P",6,465,21,0.4304,0,1224.49,1.04339,1226.06,1225.96
3,float,uniform,GPU,"P | P | P | P | P | P",6,465,22,0.436352,0,1231.82,1.04339,1233.34,1233.3
3,float,uniform,GPU,"P | P | P | P | P | P",6,465,23,0.42848,0,1231.5,1.03827,1233.07,1232.97
3,float,uniform,GPU,"P | P | P | P | P | P",6,465,24,0.425568,0,1221.3,1.03837,1222.87,1222.77
3,float,uniform,GPU,"P | P | P | P | P | P",6,465,25,0.429408,0,1230.63,1.04035,1232.2,1232.1
3,float,uniform,GPU,"P | P | P | P | P | P",6,465,26,0.426464,0,1226.07,1.04544,1227.64,1227.54
3,float,uniform,GPU,"P | P | P | P | P | P",6,465,27,0.441472,0,1224.47,1.05158,1226.08,1225.96
3,float,uniform,GPU,"P | P | P | P | P | P",6,465,28,0.4384,0,1231.88,1.04134,1233.44,1233.36
3,float,uniform,GPU,"P | P | P | P | P | P",6,465,29,0.427552,0,1236.85,1.03523,1238.41,1238.31
