dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,369,0,25.8694,474.461,2.96556,1.14067,492.205,504.436
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,369,1,24.5157,383.029,3.01333,0.721856,411.397,411.28
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,369,2,24.0219,370.749,2.97869,0.716704,385.058,398.466
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,369,3,22.7066,381.743,2.94636,0.71168,403.075,408.107
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,369,4,24.6081,378.213,3.03132,0.728992,406.706,406.581
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,369,5,24.2518,373.876,3.03432,0.726976,402.001,401.889
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,369,6,22.6377,373.33,2.93995,0.708608,395.46,399.617
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,369,7,22.7816,384.952,2.92905,0.705504,409.555,411.368
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,369,8,24.3438,368.226,3.01259,0.723872,396.419,396.307
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,369,9,22.5863,375.53,2.96867,0.710624,396.198,401.796
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,369,10,22.7779,382.875,2.96501,0.722912,407.907,409.34
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,369,11,22.9754,378.143,2.91199,0.70656,397.411,404.737
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,369,12,22.7011,363.634,2.9283,0.708576,388.988,389.972
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,369,13,23.9879,357.447,2.94347,0.706496,383.906,385.085
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,369,14,24.2555,348.467,3.00523,0.723936,376.566,376.452
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,369,15,22.9306,352.798,2.96399,0.704512,374.323,379.397
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,369,16,24.3008,371.489,2.99869,0.732064,399.651,399.52
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,369,17,22.7501,352.897,2.95807,0.711616,378.239,379.317
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,369,18,22.5019,359.976,2.94471,0.707584,377.774,386.13
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,369,19,22.5891,372.959,2.94711,0.711648,397.477,399.207
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,369,20,24.1616,357.105,2.99575,0.726976,385.115,384.99
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,369,21,24.2526,357.896,3.01214,0.72288,386.001,385.883
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,369,22,24.0616,362.588,2.94916,0.717728,387.985,390.317
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,369,23,22.701,364.077,2.94678,0.715776,377.688,390.44
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,369,24,22.5459,381.591,2.96788,0.712704,386.002,407.818
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,369,25,22.7649,375.511,2.95929,0.7096,378.293,401.945
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,369,26,23.9795,362.096,2.95733,0.715712,382.406,389.749
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,369,27,24.2536,353.565,2.94919,0.708512,380.708,381.477
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,369,28,22.6633,376.894,2.96846,0.70656,400.375,403.233
3,double,uniform,CPU,"P | P | P | P | Ds | Ns",8,369,29,23.9767,378.983,2.94772,0.70752,398.034,406.615
