dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,0,0.729824,0.397293,1.20876,0.361472,2.79933,2.69735
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,1,0.232512,0.386943,1.18451,0.221184,2.14417,2.02515
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,2,0.229888,0.391527,1.16887,0.227328,2.13932,2.01761
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,3,0.229728,0.387139,1.17543,0.221184,2.13176,2.01348
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,4,0.229824,0.381813,1.16969,0.222208,2.12522,2.00353
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,5,0.2296,0.382227,1.17229,0.217088,2.12802,2.0012
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,6,0.226944,0.382991,1.17711,0.223232,2.129,2.01028
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,7,0.229792,0.386302,1.17832,0.219136,2.14604,2.01355
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,8,0.226368,0.383858,1.17475,0.216064,2.11969,2.00104
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,9,0.225376,0.381655,1.16853,0.218112,2.11044,1.99368
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,10,0.227424,0.380173,1.17316,0.214016,2.14728,1.99478
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,11,0.228448,0.38269,1.17384,0.221184,2.12376,2.00616
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,12,0.2304,0.386821,1.17648,0.219136,2.13154,2.01283
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,13,0.23024,0.383253,1.17011,0.228352,2.13043,2.01195
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,14,0.227904,0.380261,1.16863,0.218112,2.12871,1.99491
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,15,0.22784,0.386829,1.17457,0.221184,2.12916,2.01042
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,16,0.227584,0.379569,1.17749,0.219136,2.12099,2.00377
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,17,0.22752,0.381162,1.17243,0.219136,2.11719,2.00025
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,18,0.226816,0.380206,1.17236,0.219136,2.11586,1.99852
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,19,0.235232,0.392375,1.21223,0.222208,2.18375,2.06205
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,20,0.22688,0.380919,1.17479,0.22016,2.12194,2.00275
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,21,0.231264,0.383088,1.17281,0.219136,2.12407,2.0063
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,22,0.227136,0.381187,1.17214,0.219136,2.11702,1.9996
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,23,0.226016,0.381484,1.17279,0.222208,2.11859,2.0025
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,24,0.227904,0.3804,1.17244,0.217088,2.11386,1.99783
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,25,0.229632,0.386017,1.1735,0.221184,2.13147,2.01033
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,26,0.229152,0.379503,1.17499,0.216064,2.11795,1.99971
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,27,0.232064,0.471557,1.17953,0.224256,2.22751,2.1074
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,28,0.229504,0.387232,1.17716,0.219136,2.13261,2.01303
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,29,0.227712,0.382573,1.16896,0.219136,2.11564,1.99838
