dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"D | D | D | D | N | D",6,465,0,63.4142,548.508,16.7825,1.38442,620.975,630.09
3,double,uniform,CPU,"D | D | D | D | N | D",6,465,1,68.0057,553.144,16.8104,0.789536,638.886,638.75
3,double,uniform,CPU,"D | D | D | D | N | D",6,465,2,68.2242,552.38,16.79,0.787456,638.308,638.182
3,double,uniform,CPU,"D | D | D | D | N | D",6,465,3,68.004,536.114,16.7915,0.789504,621.822,621.699
3,double,uniform,CPU,"D | D | D | D | N | D",6,465,4,68.1658,546.762,16.7562,0.789504,632.404,632.474
3,double,uniform,CPU,"D | D | D | D | N | D",6,465,5,68.8296,518.224,16.8185,0.791552,604.786,604.664
3,double,uniform,CPU,"D | D | D | D | N | D",6,465,6,68.1806,530.633,16.7671,0.790528,616.33,616.371
3,double,uniform,CPU,"D | D | D | D | N | D",6,465,7,68.1609,538.38,16.8004,0.791552,624.253,624.133
3,double,uniform,CPU,"D | D | D | D | N | D",6,465,8,68.7076,512.365,16.7807,0.786432,598.761,598.64
3,double,uniform,CPU,"D | D | D | D | N | D",6,465,9,67.9837,532.364,16.7954,0.786464,618.056,617.929
3,double,uniform,CPU,"D | D | D | D | N | D",6,465,10,68.0224,514.946,16.8648,0.818144,600.805,600.651
3,double,uniform,CPU,"D | D | D | D | N | D",6,465,11,67.9133,514.451,16.805,0.78848,600.087,599.958
3,double,uniform,CPU,"D | D | D | D | N | D",6,465,12,68.1587,539.567,16.768,0.788416,625.197,625.282
3,double,uniform,CPU,"D | D | D | D | N | D",6,465,13,68.0686,515.16,16.7925,0.789472,600.929,600.811
3,double,uniform,CPU,"D | D | D | D | N | D",6,465,14,68.7209,518.2,16.7989,0.787456,604.629,604.507
3,double,uniform,CPU,"D | D | D | D | N | D",6,465,15,67.6539,530.404,16.7919,0.789472,615.759,615.639
3,double,uniform,CPU,"D | D | D | D | N | D",6,465,16,68.0725,535.345,16.8009,0.789536,620.808,621.008
3,double,uniform,CPU,"D | D | D | D | N | D",6,465,17,69.2893,541.431,16.8001,0.785408,627.086,628.306
3,double,uniform,CPU,"D | D | D | D | N | D",6,465,18,67.964,531.554,16.8088,0.788448,617.24,617.116
3,double,uniform,CPU,"D | D | D | D | N | D",6,465,19,68.2714,523.026,16.7593,0.78848,608.707,608.845
3,double,uniform,CPU,"D | D | D | D | N | D",6,465,20,67.7461,523.825,16.7969,0.79456,609.279,609.162
3,double,uniform,CPU,"D | D | D | D | N | D",6,465,21,68.2214,526.861,16.7738,0.79152,612.582,612.648
3,double,uniform,CPU,"D | D | D | D | N | D",6,465,22,67.8711,532.699,16.8013,0.790528,618.277,618.162
3,double,uniform,CPU,"D | D | D | D | N | D",6,465,23,68.2872,532.977,16.7924,0.791552,618.967,618.848
3,double,uniform,CPU,"D | D | D | D | N | D",6,465,24,67.9502,529.99,16.7736,0.789536,615.631,615.503
3,double,uniform,CPU,"D | D | D | D | N | D",6,465,25,67.7207,522.218,16.7895,0.790496,607.639,607.519
3,double,uniform,CPU,"D | D | D | D | N | D",6,465,26,68.0043,523.609,16.7955,0.78848,609.314,609.197
3,double,uniform,CPU,"D | D | D | D | N | D",6,465,27,67.8258,510.846,16.7732,0.788448,596.348,596.234
3,double,uniform,CPU,"D | D | D | D | N | D",6,465,28,67.9097,520.169,16.8232,0.78848,605.808,605.69
3,double,uniform,CPU,"D | D | D | D | N | D",6,465,29,68.0571,538.495,16.7838,0.787424,624.243,624.124
