dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,256,0,16.066,11.8714,0.967197,0.627712,29.525,29.5322
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,256,1,15.2514,3.08713,0.946202,0.452608,19.2867,19.7374
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,256,2,15.0808,3.16745,0.914154,0.452608,19.2379,19.615
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,256,3,15.195,3.17468,0.920106,0.454656,19.4031,19.7444
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,256,4,15.1911,3.11145,0.922451,0.453632,19.3154,19.6787
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,256,5,15.142,3.10629,0.926842,0.453632,19.2483,19.6288
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,256,6,15.1852,3.09316,0.92303,0.456704,19.4436,19.6581
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,256,7,15.215,3.10625,0.918355,0.451584,19.4504,19.6912
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,256,8,15.078,3.08566,0.921055,0.452608,19.3906,19.5373
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,256,9,15.2699,3.08706,0.970102,0.453632,19.4869,19.7807
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,256,10,15.2772,3.08372,0.919425,0.45056,19.4357,19.7309
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,256,11,15.1326,3.08392,0.926465,0.45568,19.1127,19.5987
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,256,12,15.2997,3.08161,0.926832,0.454656,19.4526,19.7628
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,256,13,15.1234,3.07425,0.916573,0.452608,19.3738,19.5669
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,256,14,15.0961,3.09745,0.927603,0.4608,19.2095,19.582
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,256,15,15.1051,3.07232,0.922084,0.45568,19.0517,19.5552
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,256,16,15.063,3.1153,0.924763,0.457728,19.26,19.5608
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,256,17,15.0931,3.0643,0.922605,0.45568,19.2964,19.5357
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,256,18,15.2557,3.12085,0.919228,0.452608,19.3519,19.7484
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,256,19,15.1012,3.08169,0.928638,0.458752,19.3203,19.5703
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,256,20,15.2536,3.0712,0.918136,0.453632,19.2735,19.6966
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,256,21,15.3027,3.07996,0.917238,0.45568,19.2473,19.7555
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,256,22,15.0442,3.09885,0.92907,0.454656,19.1558,19.5267
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,256,23,15.2318,3.07579,0.942717,0.457728,19.3497,19.7081
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,256,24,15.1882,3.06876,0.920036,0.452608,19.4282,19.6296
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,256,25,15.0745,3.07693,0.91985,0.454656,19.2077,19.5259
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,256,26,15.1801,3.08149,0.927569,0.454656,19.0973,19.6438
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,256,27,15.1243,3.17119,0.926257,0.453632,19.2126,19.6753
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,256,28,15.119,3.15355,0.919848,0.451584,19.472,19.644
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | P | P",4,256,29,15.0573,3.05968,0.922054,0.45568,19.2201,19.4947
