dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | P | P",4,406,0,0.538272,0,1209.06,2.23638,1211.96,1211.84
3,float,uniform,GPU,"P | P | P | P | P | P",4,406,1,0.466432,0,1213.66,1.01475,1215.25,1215.14
3,float,uniform,GPU,"P | P | P | P | P | P",4,406,2,0.458816,0,1190.46,0.9912,1192.01,1191.91
3,float,uniform,GPU,"P | P | P | P | P | P",4,406,3,0.466432,0,1195.02,1.00141,1196.61,1196.49
3,float,uniform,GPU,"P | P | P | P | P | P",4,406,4,0.457344,0,1191.99,0.9912,1193.54,1193.44
3,float,uniform,GPU,"P | P | P | P | P | P",4,406,5,0.461088,0,1187.29,0.984992,1188.83,1188.73
3,float,uniform,GPU,"P | P | P | P | P | P",4,406,6,0.4664,0,1233.1,1.00352,1234.67,1234.57
3,float,uniform,GPU,"P | P | P | P | P | P",4,406,7,0.457216,0,1243.06,0.990112,1244.61,1244.51
3,float,uniform,GPU,"P | P | P | P | P | P",4,406,8,0.457216,0,1229.06,0.982016,1230.6,1230.5
3,float,uniform,GPU,"P | P | P | P | P | P",4,406,9,0.458368,0,1203.92,0.983968,1205.46,1205.36
3,float,uniform,GPU,"P | P | P | P | P | P",4,406,10,0.468192,0,1203,0.993184,1204.57,1204.46
3,float,uniform,GPU,"P | P | P | P | P | P",4,406,11,0.456576,0,1193.84,1.00349,1195.4,1195.3
3,float,uniform,GPU,"P | P | P | P | P | P",4,406,12,0.458272,0,1187.93,0.985024,1189.47,1189.38
3,float,uniform,GPU,"P | P | P | P | P | P",4,406,13,0.459104,0,1187.09,0.984,1188.65,1188.54
3,float,uniform,GPU,"P | P | P | P | P | P",4,406,14,0.459008,0,1233.42,0.987104,1234.97,1234.87
3,float,uniform,GPU,"P | P | P | P | P | P",4,406,15,0.458464,0,1242.57,0.98704,1244.12,1244.01
3,float,uniform,GPU,"P | P | P | P | P | P",4,406,16,0.467296,0,1225.26,0.992224,1226.83,1226.72
3,float,uniform,GPU,"P | P | P | P | P | P",4,406,17,0.457216,0,1207.27,1.00144,1208.83,1208.73
3,float,uniform,GPU,"P | P | P | P | P | P",4,406,18,0.45824,0,1205.39,0.980928,1206.93,1206.83
3,float,uniform,GPU,"P | P | P | P | P | P",4,406,19,0.460192,0,1208.01,0.987104,1209.55,1209.46
3,float,uniform,GPU,"P | P | P | P | P | P",4,406,20,0.456864,0,1187.61,0.984,1189.15,1189.05
3,float,uniform,GPU,"P | P | P | P | P | P",4,406,21,0.45792,0,1184.88,0.983968,1186.42,1186.32
3,float,uniform,GPU,"P | P | P | P | P | P",4,406,22,0.4568,0,1182.54,0.982976,1184.07,1183.98
3,float,uniform,GPU,"P | P | P | P | P | P",4,406,23,0.464736,0,1187.47,0.993216,1189.03,1188.93
3,float,uniform,GPU,"P | P | P | P | P | P",4,406,24,0.457216,0,1185.84,1.00547,1187.39,1187.3
3,float,uniform,GPU,"P | P | P | P | P | P",4,406,25,0.457344,0,1183.9,0.984032,1185.44,1185.35
3,float,uniform,GPU,"P | P | P | P | P | P",4,406,26,0.45888,0,1186.55,0.98912,1188.1,1187.99
3,float,uniform,GPU,"P | P | P | P | P | P",4,406,27,0.456288,0,1183.64,0.981952,1185.18,1185.08
3,float,uniform,GPU,"P | P | P | P | P | P",4,406,28,0.454624,0,1201.07,0.988064,1202.61,1202.51
3,float,uniform,GPU,"P | P | P | P | P | P",4,406,29,0.466464,0,1212.82,0.993184,1214.39,1214.28
