dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,0,0.572128,8.82148,0.815581,0.478208,10.8158,10.6874
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,1,0.155104,1.64502,0.765021,0.329728,2.99421,2.89488
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,2,0.158112,1.61411,0.760157,0.289792,2.90557,2.82217
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,3,0.151488,1.61333,0.748149,0.292864,2.90076,2.80583
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,4,0.161216,1.58844,0.755909,0.292864,2.8878,2.79843
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,5,0.157216,1.58844,0.757746,0.294912,2.89556,2.79831
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,6,0.1544,1.58939,0.758474,0.292864,2.88109,2.79513
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,7,0.157984,1.58557,0.755234,0.290816,2.87378,2.78961
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,8,0.158976,1.58756,0.756516,0.295936,2.8836,2.79899
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,9,0.167424,1.57991,0.753221,0.290816,2.87449,2.79137
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,10,0.155744,1.58713,0.754238,0.300032,2.88457,2.79714
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,11,0.158336,1.58194,0.753973,0.294912,2.87268,2.78916
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,12,0.15472,1.57994,0.756007,0.292864,2.86996,2.78353
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,13,0.157696,1.58431,0.754424,0.290816,2.87457,2.78724
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,14,0.158368,1.58646,0.75401,0.294912,2.87897,2.79375
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,15,0.15632,1.59852,0.756242,0.294912,2.89133,2.80599
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,16,0.155392,1.60654,0.756729,0.289792,2.89202,2.80845
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,17,0.155744,1.63448,0.756251,0.29184,2.92719,2.83831
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,18,0.156288,1.59517,0.755785,0.29184,2.8903,2.79909
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,19,0.155392,1.60723,0.751167,0.289792,2.88768,2.80358
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,20,0.157024,1.58625,0.753623,0.292864,2.88246,2.78976
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,21,0.155008,1.58453,0.749901,0.289792,2.86496,2.77923
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,22,0.157504,1.58744,0.751855,0.289792,2.87164,2.78659
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,23,0.157984,1.58624,0.758501,0.289792,2.87866,2.79252
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,24,0.15568,1.5954,0.754778,0.293888,2.88522,2.79975
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,25,0.155936,1.58237,0.752582,0.29696,2.87377,2.78785
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,26,0.155808,1.58809,0.756232,0.29184,2.87901,2.79197
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,27,0.168704,1.58417,0.749982,0.292864,2.8838,2.79572
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,28,0.155584,1.58331,0.751751,0.292864,2.86803,2.7835
3,float,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,29,0.155552,1.57179,0.764902,0.290816,2.8658,2.78307
