dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | D | N",8,369,0,0.8992,487.101,2.82666,1.09968,491.555,491.927
3,double,uniform,GPU,"P | P | P | P | D | N",8,369,1,0.364864,363.59,2.80452,0.734208,367.597,367.493
3,double,uniform,GPU,"P | P | P | P | D | N",8,369,2,0.34864,381.936,2.79894,0.733184,358.954,385.817
3,double,uniform,GPU,"P | P | P | P | D | N",8,369,3,0.352736,365.771,2.85824,0.711648,368.638,369.693
3,double,uniform,GPU,"P | P | P | P | D | N",8,369,4,0.354112,375.937,2.84098,0.713664,379.181,379.846
3,double,uniform,GPU,"P | P | P | P | D | N",8,369,5,0.366464,364.036,2.80982,0.740352,368.017,367.953
3,double,uniform,GPU,"P | P | P | P | D | N",8,369,6,0.358432,358.417,2.9293,0.743424,360.718,362.449
3,double,uniform,GPU,"P | P | P | P | D | N",8,369,7,0.35248,377.308,2.80276,0.740352,381.292,381.204
3,double,uniform,GPU,"P | P | P | P | D | N",8,369,8,0.34976,355.923,2.8358,0.736256,359.9,359.845
3,double,uniform,GPU,"P | P | P | P | D | N",8,369,9,0.349568,360.23,2.78887,0.733184,364.15,364.102
3,double,uniform,GPU,"P | P | P | P | D | N",8,369,10,0.345696,364.939,2.79259,0.734208,368.542,368.812
3,double,uniform,GPU,"P | P | P | P | D | N",8,369,11,0.35776,355.449,2.86606,0.71264,354.181,359.385
3,double,uniform,GPU,"P | P | P | P | D | N",8,369,12,0.365344,355.669,2.7886,0.735232,359.563,359.558
3,double,uniform,GPU,"P | P | P | P | D | N",8,369,13,0.36496,378.851,2.81318,0.73216,382.851,382.762
3,double,uniform,GPU,"P | P | P | P | D | N",8,369,14,0.346176,363.564,2.805,0.734208,366.807,367.45
3,double,uniform,GPU,"P | P | P | P | D | N",8,369,15,0.349248,356.604,2.80373,0.733184,360.21,360.49
3,double,uniform,GPU,"P | P | P | P | D | N",8,369,16,0.356096,356.783,2.86597,0.71472,359.158,360.72
3,double,uniform,GPU,"P | P | P | P | D | N",8,369,17,0.35104,357.695,2.78508,0.73216,361.653,361.563
3,double,uniform,GPU,"P | P | P | P | D | N",8,369,18,0.347104,362.456,2.8147,0.72704,362.962,366.345
3,double,uniform,GPU,"P | P | P | P | D | N",8,369,19,0.346208,358.962,2.81646,0.730112,359.042,362.855
3,double,uniform,GPU,"P | P | P | P | D | N",8,369,20,0.363008,356.516,2.85279,0.707584,356.651,360.439
3,double,uniform,GPU,"P | P | P | P | D | N",8,369,21,0.355328,368.12,2.82774,0.758784,358.025,372.062
3,double,uniform,GPU,"P | P | P | P | D | N",8,369,22,0.348096,366.34,2.80292,0.735232,359.172,370.227
3,double,uniform,GPU,"P | P | P | P | D | N",8,369,23,0.350848,354.923,2.88267,0.734208,353.814,358.891
3,double,uniform,GPU,"P | P | P | P | D | N",8,369,24,0.354976,357.897,2.79643,0.704448,356.07,361.753
3,double,uniform,GPU,"P | P | P | P | D | N",8,369,25,0.352416,351.635,2.79721,0.735232,355.609,355.52
3,double,uniform,GPU,"P | P | P | P | D | N",8,369,26,0.3488,375.906,2.87597,0.733184,379.922,379.864
3,double,uniform,GPU,"P | P | P | P | D | N",8,369,27,0.345056,360.837,2.80133,0.731136,360.16,364.714
3,double,uniform,GPU,"P | P | P | P | D | N",8,369,28,0.350336,354.163,2.81651,0.73216,356.594,358.062
3,double,uniform,GPU,"P | P | P | P | D | N",8,369,29,0.348256,351.648,2.82486,0.738304,354.393,355.559
