dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,0,64.0874,904.575,6.36816,2.49955,977.725,977.53
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,1,63.5287,904.755,6.32861,1.74586,976.518,976.358
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,2,63.7647,890.136,6.34408,1.74586,962.141,961.991
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,3,64.7073,883.676,6.31689,1.75302,956.232,956.453
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,4,63.5691,878.884,6.33754,1.74176,950.685,950.532
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,5,63.6298,884.122,6.31891,1.74685,955.965,955.818
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,6,64.9095,868.485,6.40557,1.76432,941.6,941.565
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,7,63.6816,900.375,6.31968,1.7561,972.279,972.132
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,8,64.0384,901.202,6.35144,1.75002,973.106,973.342
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,9,65.1141,883.808,6.33216,1.74586,957.148,957
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,10,63.8271,933.289,6.33804,1.74694,1005.35,1005.2
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,11,64.277,908.675,6.33461,1.74378,980.857,981.03
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,12,63.6593,903.419,6.3136,1.74694,975.313,975.138
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,13,63.8666,897.417,6.39184,1.7551,969.543,969.43
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,14,63.8639,899.853,6.34196,1.74586,971.952,971.805
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,15,63.6843,908.185,6.32468,1.74381,980.1,979.938
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,16,64.389,930.556,6.33601,1.74486,1002.93,1003.03
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,17,63.7982,865.719,6.31863,1.74586,937.735,937.582
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,18,63.9974,911.309,6.33288,1.74685,983.537,983.386
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,19,63.6316,878.87,6.3322,1.74486,950.708,950.579
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,20,63.6958,904.769,6.32709,1.74176,976.686,976.534
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,21,63.4741,886.899,6.33487,1.74486,958.602,958.453
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,22,63.6727,888.637,6.31595,1.74586,960.522,960.371
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,23,63.7195,906.346,6.33961,1.74691,978.304,978.152
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,24,64.6803,907.866,6.31707,1.74381,980.75,980.608
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,25,64.3256,890.891,6.34455,1.74483,963.255,963.305
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,26,63.7691,878.476,6.34966,1.74173,950.43,950.337
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,27,63.8795,871.912,6.31355,1.74381,943.972,943.849
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,28,63.8775,903.163,6.33073,1.74378,975.265,975.115
3,double,uniform,CPU,"P | P | Ns | Ns | Ns | Ns",4,406,29,63.8438,880.694,6.33634,1.74586,952.779,952.62
