dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,0,14.7676,295.133,1.46209,0.560064,312.162,311.923
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,1,12.4297,177.562,1.40453,0.2048,191.717,191.601
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,2,12.4601,181.416,1.38231,0.20784,195.584,195.467
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,3,12.2908,193.589,1.37576,0.199616,207.567,207.456
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,4,12.299,181.123,1.36734,0.205792,195.106,194.995
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,5,12.2951,175.637,1.37071,0.208864,189.625,189.511
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,6,12.2904,193.374,1.36659,0.205792,207.347,207.237
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,7,12.318,183.616,1.37835,0.206816,197.634,197.519
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,8,12.6286,176.676,1.36404,0.203776,190.98,190.872
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,9,12.3492,181.462,1.36542,0.203744,195.495,195.381
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,10,12.2716,185.187,1.36554,0.206784,199.139,199.031
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,11,12.2672,181.743,1.2797,0.1976,194.69,195.487
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,12,12.3318,183.103,1.38128,0.211936,197.162,197.028
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,13,11.2771,369.014,1.27518,0.19248,381.27,381.759
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,14,11.4243,193.833,1.28271,0.193504,199.13,206.734
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,15,12.0654,182.243,1.28062,0.196608,194.331,195.786
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,16,12.0519,180.203,1.28249,0.197568,193.749,193.735
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,17,12.0933,186.166,1.28547,0.19552,199.59,199.741
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,18,12.2249,184.882,1.28162,0.195584,197.094,198.584
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,19,12.4309,174.755,1.36953,0.199648,188.863,188.755
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,20,12.2514,173.521,1.27764,0.19552,186.64,187.246
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,21,12.4665,177.052,1.36074,0.205824,191.196,191.086
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,22,12.5653,174.537,1.2995,0.203776,188.247,188.605
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,23,12.4027,181.053,1.44262,0.205792,195.211,195.104
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,24,12.3079,173.858,1.36809,0.201728,187.842,187.735
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,25,12.3271,176.157,1.35895,0.1976,190.147,190.04
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,26,12.3188,175.826,1.3638,0.199648,189.819,189.708
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,27,12.3217,184.639,1.36373,0.198656,198.628,198.523
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,28,12.2777,179.044,1.37702,0.207808,193.017,192.906
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",8,369,29,12.1785,176.486,1.28916,0.19968,189.173,190.154
