dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | N | D",2,203,0,8.28128,9.14345,0.734254,0.507904,18.7882,18.6669
3,float,uniform,CPU,"P | P | P | P | N | D",2,203,1,7.67091,1.6478,0.725179,0.290816,10.4102,10.3347
3,float,uniform,CPU,"P | P | P | P | N | D",2,203,2,7.58739,1.59677,0.697385,0.289792,10.2683,10.1713
3,float,uniform,CPU,"P | P | P | P | N | D",2,203,3,7.69075,1.5907,0.711062,0.289792,10.3814,10.2823
3,float,uniform,CPU,"P | P | P | P | N | D",2,203,4,7.57478,1.60288,0.692821,0.287744,10.2405,10.1582
3,float,uniform,CPU,"P | P | P | P | N | D",2,203,5,7.61459,1.65188,0.697541,0.290816,10.3457,10.2548
3,float,uniform,CPU,"P | P | P | P | N | D",2,203,6,7.63101,1.59716,0.712166,0.293888,10.3357,10.2342
3,float,uniform,CPU,"P | P | P | P | N | D",2,203,7,7.59264,1.59677,0.704934,0.289792,10.2823,10.1841
3,float,uniform,CPU,"P | P | P | P | N | D",2,203,8,7.56486,1.59361,0.704719,0.29184,10.2542,10.155
3,float,uniform,CPU,"P | P | P | P | N | D",2,203,9,7.58899,1.60393,0.708453,0.289792,10.2996,10.1912
3,float,uniform,CPU,"P | P | P | P | N | D",2,203,10,7.59082,1.58508,0.70679,0.289792,10.2769,10.1725
3,float,uniform,CPU,"P | P | P | P | N | D",2,203,11,7.47821,1.68742,0.689714,0.290816,10.1906,10.1462
3,float,uniform,CPU,"P | P | P | P | N | D",2,203,12,7.54685,1.62726,0.696963,0.29184,10.2444,10.1629
3,float,uniform,CPU,"P | P | P | P | N | D",2,203,13,7.59546,1.6501,0.709204,0.287744,10.346,10.2425
3,float,uniform,CPU,"P | P | P | P | N | D",2,203,14,7.52746,1.6188,0.695593,0.288768,10.1461,10.1306
3,float,uniform,CPU,"P | P | P | P | N | D",2,203,15,7.49885,1.67059,0.704011,0.290816,10.2626,10.1643
3,float,uniform,CPU,"P | P | P | P | N | D",2,203,16,7.54714,1.59354,0.703981,0.293888,10.2375,10.1385
3,float,uniform,CPU,"P | P | P | P | N | D",2,203,17,7.48899,1.70886,0.691552,0.28672,10.274,10.1761
3,float,uniform,CPU,"P | P | P | P | N | D",2,203,18,7.56669,1.60635,0.713586,0.29184,10.2794,10.1785
3,float,uniform,CPU,"P | P | P | P | N | D",2,203,19,7.64038,1.59336,0.705156,0.288768,10.3387,10.2277
3,float,uniform,CPU,"P | P | P | P | N | D",2,203,20,7.47021,1.63895,0.706863,0.290816,10.2039,10.1068
3,float,uniform,CPU,"P | P | P | P | N | D",2,203,21,7.50003,1.6132,0.744711,0.287744,10.2412,10.1457
3,float,uniform,CPU,"P | P | P | P | N | D",2,203,22,7.64688,1.59422,0.705386,0.290816,10.338,10.2373
3,float,uniform,CPU,"P | P | P | P | N | D",2,203,23,7.52256,1.59936,0.691031,0.289792,10.1698,10.1027
3,float,uniform,CPU,"P | P | P | P | N | D",2,203,24,7.55504,1.62729,0.691419,0.289792,10.2245,10.1635
3,float,uniform,CPU,"P | P | P | P | N | D",2,203,25,7.59949,1.59029,0.693628,0.294912,10.2681,10.1783
3,float,uniform,CPU,"P | P | P | P | N | D",2,203,26,7.51056,1.62115,0.695908,0.289792,10.2144,10.1174
3,float,uniform,CPU,"P | P | P | P | N | D",2,203,27,7.6327,1.58355,0.719602,0.290816,10.3254,10.2267
3,float,uniform,CPU,"P | P | P | P | N | D",2,203,28,7.62061,1.63191,0.694634,0.29184,10.2913,10.239
3,float,uniform,CPU,"P | P | P | P | N | D",2,203,29,7.58912,1.58154,0.706161,0.292864,10.2696,10.1697
