dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,0,1.34995,488.604,2.95003,1.06701,494.151,493.971
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,1,0.366304,394.23,2.91466,0.743424,398.304,398.254
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,2,0.35728,375.936,2.91864,0.712672,378.643,379.924
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,3,0.365216,359.654,2.94624,0.740352,363.742,363.706
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,4,0.36464,357.479,2.93615,0.731136,361.607,361.511
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,5,0.351552,354.229,2.90635,0.733184,357.838,358.22
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,6,0.359744,374.432,3.02354,0.730048,378.655,378.545
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,7,0.352704,357.175,2.9368,0.708576,357.706,361.173
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,8,0.350656,352.658,2.96371,0.733184,356.765,356.705
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,9,0.348864,356.949,2.92245,0.731136,361.028,360.951
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,10,0.343936,360.972,2.90761,0.733184,363.915,364.957
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,11,0.367232,365.892,2.9236,0.70752,365.544,369.89
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,12,0.36576,354.704,2.91748,0.735232,358.794,358.722
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,13,0.365216,359.728,2.94184,0.735232,357.207,363.77
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,14,0.353824,360.13,2.93872,0.707616,357.926,364.13
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,15,0.34752,349.199,2.94772,0.738304,352.867,353.233
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,16,0.369248,364.768,2.92515,0.738304,368.854,368.8
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,17,0.358464,366.36,2.91442,0.73216,359.828,370.365
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,18,0.3688,352.938,3.0106,0.746496,357.169,357.064
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,19,0.34816,362.484,2.95029,0.708576,366.341,366.491
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,20,0.354752,364.655,2.94256,0.710592,361.609,368.663
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,21,0.345568,352.796,2.90966,0.735232,355.908,356.787
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,22,0.354016,354.069,2.91141,0.733184,358.098,358.068
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,23,0.347648,348.575,2.93585,0.705472,351.891,352.564
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,24,0.35248,359.676,2.934,0.70656,357.146,363.669
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,25,0.347776,359.354,2.8977,0.731136,353.858,363.331
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,26,0.3592,356.662,2.97031,0.708608,357.207,360.701
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,27,0.349152,350.571,2.92118,0.735232,354.595,354.577
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,28,0.346016,348.035,2.91436,0.735232,350.497,352.03
3,double,uniform,GPU,"P | P | P | P | Ds | Ns",8,369,29,0.348416,362.238,2.90454,0.734208,366.204,366.225
