dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,369,0,12.7112,279.181,1.42876,0.721856,277.514,294.043
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,369,1,12.1641,180.051,1.45319,0.417728,194.136,194.086
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,369,2,11.6168,194.624,1.40865,0.406432,206.038,208.056
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,369,3,11.4489,183.969,1.43237,0.410592,195.414,197.261
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,369,4,11.5602,182.498,1.41489,0.4136,182.175,195.887
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,369,5,12.1601,184.523,1.43644,0.418752,193.14,198.538
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,369,6,12.184,178.765,1.43387,0.413632,192.606,192.796
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,369,7,11.5269,189.108,1.4047,0.408512,193.044,202.448
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,369,8,11.3468,186.225,1.4093,0.417792,191.158,199.399
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,369,9,11.4838,188.367,1.4069,0.412576,200.378,201.671
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,369,10,12.1949,175.209,1.43437,0.412608,186.764,189.251
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,369,11,12.1523,173.868,1.4383,0.413664,187.83,187.872
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,369,12,12.2659,178.226,1.54234,0.42896,192.583,192.463
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,369,13,11.6024,188.984,1.43806,0.425984,192.268,202.451
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,369,14,12.1854,186.909,1.43877,0.4136,200.546,200.947
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,369,15,12.1779,180.991,1.4399,0.413664,194.211,195.023
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,369,16,12.2024,183.253,1.44366,0.417728,193.532,197.317
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,369,17,12.1612,186.336,1.43604,0.411552,192.257,200.345
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,369,18,11.5438,189.421,1.40813,0.409568,200.633,202.783
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,369,19,12.1456,178.284,1.43037,0.411616,191.336,192.272
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,369,20,11.5909,181.159,1.4084,0.410656,194.635,194.569
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,369,21,12.2737,176.31,1.57682,0.423872,190.697,190.585
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,369,22,12.3075,174.607,1.53733,0.417696,188.989,188.87
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,369,23,12.1666,177.991,1.44066,0.411552,188.106,192.01
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,369,24,12.2899,174.274,1.5406,0.455648,188.687,188.56
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,369,25,11.6261,179.317,1.4022,0.411552,188.852,192.757
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,369,26,12.3093,188.296,1.53732,0.419776,202.687,202.562
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,369,27,12.2833,182.116,1.53387,0.417728,196.466,196.35
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,369,28,11.6509,177.485,1.40404,0.409504,190.088,190.949
3,float,uniform,CPU,"P | P | P | P | Ds | Ds",8,369,29,12.2413,177.486,1.54586,0.4208,191.811,191.694
