dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,0,8.22173,9.52002,0.634591,0.273408,18.8147,18.6497
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,1,7.38118,2.18834,0.618998,0.142336,10.2299,10.3309
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,2,7.49853,2.13754,0.606385,0.144384,10.4795,10.3868
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,3,7.38928,2.17099,0.602333,0.142336,10.3873,10.3049
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,4,7.34115,2.21924,0.603003,0.14336,10.3892,10.3068
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,5,7.52819,2.14407,0.614275,0.141312,10.5292,10.4278
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,6,7.33155,2.13315,0.611009,0.141312,10.3057,10.217
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,7,7.36534,2.1446,0.603685,0.141312,10.3394,10.2549
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,8,7.27872,2.11979,0.603137,0.142336,10.2302,10.144
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,9,7.38765,2.11835,0.60708,0.14336,10.2845,10.2564
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,10,7.42582,2.1125,0.604056,0.141312,10.2956,10.2837
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,11,7.23674,2.11342,0.600974,0.142336,10.1758,10.0935
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,12,7.34189,2.11424,0.604603,0.142336,10.2483,10.2031
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,13,7.31827,2.13242,0.605773,0.14336,10.2901,10.1998
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,14,7.36416,2.12271,0.605089,0.145408,10.3223,10.2374
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,15,7.4247,2.12203,0.607922,0.140288,10.3808,10.2949
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,16,7.34928,2.14538,0.611137,0.144384,10.3467,10.2502
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,17,7.34131,2.15251,0.605862,0.140288,10.3213,10.24
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,18,7.37485,2.14425,0.604733,0.142336,10.3643,10.2662
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,19,7.41283,2.11893,0.606248,0.140288,10.3072,10.2783
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,20,7.3768,2.17611,0.600717,0.14336,10.367,10.297
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,21,7.40157,2.13747,0.608069,0.144384,10.3835,10.2915
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,22,7.48224,2.13102,0.606306,0.141312,10.4517,10.3609
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,23,7.46406,2.13591,0.606179,0.14336,10.4384,10.3495
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,24,7.32451,2.11652,0.603964,0.141312,10.269,10.1863
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,25,7.30208,2.16575,0.6052,0.142336,10.1967,10.2154
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,26,7.33302,2.10702,0.603873,0.145408,10.2735,10.1893
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,27,7.33146,2.11836,0.603888,0.142336,10.2229,10.196
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,28,7.3879,2.11741,0.603909,0.144384,10.3281,10.2536
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",2,203,29,7.38208,2.1316,0.605196,0.140288,10.2811,10.2592
