dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,0,14.8062,0.394538,1.19931,0.357376,16.8727,16.7574
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,1,13.8942,0.38148,1.1838,0.219136,15.7542,15.6786
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,2,13.8553,0.380428,1.17196,0.22016,15.7031,15.6279
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,3,13.818,0.378684,1.1754,0.218112,15.6655,15.5902
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,4,14.1056,0.384513,1.18406,0.219136,15.9759,15.8933
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,5,13.8568,0.379552,1.17642,0.22016,15.7092,15.6329
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,6,13.8267,0.38654,1.17212,0.221184,15.6817,15.6066
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,7,13.9063,0.385003,1.17397,0.221184,15.7651,15.6865
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,8,14.0956,0.385833,1.18933,0.221184,15.9775,15.8919
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,9,14.0994,0.402314,1.18387,0.221184,15.9903,15.9068
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,10,13.892,0.380022,1.1739,0.221184,15.7473,15.6671
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,11,14.0292,0.394542,1.17789,0.22528,15.9208,15.8269
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,12,14.0352,0.382642,1.17473,0.22016,15.8879,15.8127
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,13,14.0533,0.379188,1.17602,0.222208,15.9068,15.8307
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,14,14.1296,0.384682,1.1856,0.22016,16.0026,15.92
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,15,13.849,0.381309,1.17453,0.218112,15.6983,15.623
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,16,13.8501,0.380572,1.18001,0.222208,15.7101,15.6329
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,17,14.038,0.380097,1.17402,0.219136,15.8865,15.8112
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,18,14.1032,0.384149,1.18204,0.222208,15.9736,15.8916
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,19,14.1372,0.386657,1.18774,0.221184,16.0168,15.9328
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,20,13.9045,0.387645,1.17438,0.216064,15.7577,15.6826
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,21,14.1111,0.387018,1.19277,0.227328,15.9987,15.9182
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,22,13.7248,0.385013,1.17343,0.217088,15.5758,15.5003
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,23,14.0144,0.384006,1.18458,0.221184,15.885,15.8041
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,24,13.9439,0.37831,1.17274,0.218112,15.788,15.713
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,25,13.9712,0.380101,1.17368,0.22016,15.8226,15.7451
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,26,13.8245,0.380287,1.17407,0.219136,15.6755,15.598
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,27,14.092,0.385872,1.18271,0.224256,15.965,15.8848
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,28,13.9741,0.38368,1.18091,0.222208,15.844,15.7609
3,double,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",1,161,29,13.9909,0.383904,1.17636,0.222208,15.8679,15.7734
