dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,0,0.592672,12.1511,0.440462,0.295936,13.5593,13.4802
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,1,0.129472,1.87324,0.424514,0.132096,2.63316,2.55932
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,2,0.136,1.85888,0.39099,0.131072,2.58971,2.51695
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,3,0.132224,1.97609,0.391088,0.13312,2.61515,2.63252
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,4,0.137248,1.87081,0.391018,0.130048,2.60012,2.52912
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,5,0.135808,1.88254,0.390898,0.129024,2.59883,2.53827
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,6,0.140672,1.87673,0.397219,0.130048,2.60919,2.54467
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,7,0.13632,1.88935,0.398782,0.134144,2.63137,2.55859
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,8,0.134976,1.88251,0.395212,0.13312,2.6056,2.54582
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,9,0.131584,1.8792,0.460414,0.132096,2.66797,2.6033
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,10,0.1368,1.87128,0.393188,0.131072,2.60074,2.53234
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,11,0.131904,1.94509,0.38912,0.131072,2.67342,2.59719
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,12,0.132192,1.86955,0.393872,0.130048,2.58878,2.52566
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,13,0.133696,1.88229,0.397449,0.134144,2.62017,2.54758
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,14,0.131808,1.88148,0.391942,0.131072,2.60806,2.5363
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,15,0.135136,1.88363,0.390784,0.131072,2.58587,2.54063
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,16,0.1344,1.88372,0.393134,0.131072,2.61224,2.54232
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,17,0.135552,1.9399,0.394842,0.128,2.59539,2.59829
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,18,0.130176,1.86624,0.448805,0.130048,2.6534,2.57527
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,19,0.139168,1.88404,0.391353,0.129024,2.59074,2.54359
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,20,0.135392,1.88969,0.404745,0.130048,2.61555,2.55988
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,21,0.13344,1.86371,0.393354,0.130048,2.57841,2.52055
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,22,0.132,1.87861,0.390289,0.130048,2.58692,2.53095
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,23,0.13184,1.86884,0.390261,0.129024,2.57694,2.51997
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,24,0.131392,1.90208,0.388077,0.128,2.62728,2.54955
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,25,0.13728,1.88974,0.391191,0.130048,2.62696,2.54826
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,26,0.133568,1.85959,0.391579,0.131072,2.58596,2.51581
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,27,0.134144,1.86241,0.396005,0.130048,2.58358,2.52261
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,28,0.135808,1.86256,0.392187,0.131072,2.60056,2.52163
3,float,uniform,GPU,"Ns | Ns | Ns | Ns | Ns | Ns",4,256,29,0.132032,1.86339,0.391176,0.13312,2.59637,2.51972
