dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,465,0,0.9072,1253.45,6.64554,2.52922,1263.72,1263.53
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,465,1,0.895744,1159.66,6.54157,1.8985,1168.69,1169
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,465,2,0.865056,1174.67,6.60056,1.86262,1184.15,1184
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,465,3,0.868192,1157.17,6.61236,1.85955,1166.65,1166.51
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,465,4,0.88336,1157.86,6.51659,1.89133,1164.13,1167.16
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,465,5,0.865536,1149.59,6.69002,1.88413,1159.17,1159.03
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,465,6,0.865152,1138.01,6.56904,1.85437,1137.37,1147.3
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,465,7,0.866208,1176.07,6.60837,1.86266,1185.55,1185.41
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,465,8,0.86288,1156.55,6.60317,1.85958,1165.26,1165.88
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,465,9,0.86736,1154.51,6.5971,1.86163,1163.97,1163.83
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,465,10,0.865568,1148.06,6.5798,1.8504,1155.21,1157.36
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,465,11,0.863296,1206.22,6.53627,1.85443,1200.35,1215.47
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,465,12,0.865856,1152.1,6.57812,1.85238,1152.8,1161.39
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,465,13,0.865952,1196.77,6.62048,1.86461,1206.28,1206.12
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,465,14,0.863264,1159.64,6.58737,1.85443,1169.05,1168.95
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,465,15,0.863392,1181.48,6.56146,1.85232,1190.02,1190.76
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,465,16,0.896448,1165.17,6.62953,1.8985,1174.69,1174.59
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,465,17,0.866368,1143.24,6.61696,1.85955,1152.72,1152.58
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,465,18,0.885184,1139.77,6.54509,1.89747,1148.43,1149.1
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,465,19,0.865856,1134.56,6.53517,1.85546,1129.1,1143.82
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,465,20,0.867744,1147.08,6.6891,1.8872,1156.66,1156.52
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,465,21,0.865728,1160.81,6.548,1.85242,1157.98,1170.08
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,465,22,0.867232,1174.96,6.5934,1.86054,1184.42,1184.29
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,465,23,0.871488,1182.18,6.57703,1.8545,1175.31,1191.49
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,465,24,0.876896,1206.76,6.59054,1.86061,1216.23,1216.09
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,465,25,0.877792,1154.76,6.59455,1.86061,1160.31,1164.1
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,465,26,0.864768,1154.01,6.61728,1.86259,1163.5,1163.36
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,465,27,0.8648,1159.96,6.54454,1.85344,1165.29,1169.23
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,465,28,0.878144,1222.34,6.69184,1.88106,1231.94,1231.79
3,double,uniform,GPU,"P | P | P | P | Ns | Ns",6,465,29,0.865728,1154.44,6.60906,1.86573,1163.93,1163.78
