dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,0,0.641696,0.396383,1.24479,0.365568,2.75194,2.64843
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,1,0.231872,0.382273,1.22873,0.222208,2.18228,2.06508
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,2,0.229664,0.401363,1.22206,0.219136,2.19307,2.07222
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,3,0.231808,0.38123,1.21929,0.219136,2.17014,2.05146
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,4,0.231904,0.391987,1.22737,0.216064,2.18421,2.06732
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,5,0.2296,0.38308,1.22627,0.217088,2.19198,2.05604
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,6,0.226528,0.38171,1.22346,0.219136,2.17039,2.05084
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,7,0.228192,0.386634,1.23008,0.221184,2.18552,2.06609
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,8,0.229152,0.386492,1.22934,0.221184,2.18671,2.06617
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,9,0.230144,0.381083,1.22379,0.217088,2.16738,2.05211
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,10,0.228032,0.381439,1.22579,0.219136,2.1773,2.0544
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,11,0.231488,0.380656,1.2299,0.22016,2.17745,2.0622
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,12,0.227232,0.385365,1.2314,0.218112,2.18374,2.06211
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,13,0.231456,0.390378,1.2312,0.218112,2.18974,2.07115
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,14,0.228672,0.381533,1.22603,0.219136,2.174,2.05537
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,15,0.228512,0.383146,1.22309,0.217088,2.16954,2.05184
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,16,0.227328,0.385966,1.22934,0.221184,2.19587,2.06382
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,17,0.2264,0.385778,1.22493,0.239616,2.1966,2.07672
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,18,0.22976,0.381044,1.22318,0.22016,2.18835,2.05414
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,19,0.22752,0.382254,1.22876,0.223232,2.25858,2.06176
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,20,0.22752,0.384734,1.23689,0.223232,2.19448,2.07238
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,21,0.229632,0.385998,1.23071,0.222208,2.1871,2.06855
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,22,0.23264,0.381403,1.22518,0.217088,2.17377,2.05631
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,23,0.228352,0.386053,1.22611,0.22016,2.18122,2.06068
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,24,0.231008,0.382341,1.22244,0.217088,2.1707,2.05288
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,25,0.233536,0.383046,1.21774,0.223232,2.17468,2.05755
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,26,0.229152,0.380645,1.22266,0.217088,2.17844,2.04955
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,27,0.228288,0.380781,1.2196,0.218112,2.16492,2.04678
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,28,0.23136,0.3826,1.22046,0.219136,2.17081,2.05356
3,double,uniform,GPU,"Ds | Ds | Ds | Ds | Ns | Ds",1,161,29,0.226528,0.385423,1.23073,0.218112,2.25561,2.0608
