dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,0,1.03738,278.202,1.43668,0.728064,281.493,281.404
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,1,0.213312,181.053,1.37322,0.420864,183.123,183.061
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,2,0.208032,182.481,1.37348,0.426976,184.499,184.489
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,3,0.210432,184.088,1.37503,0.429056,186.061,186.103
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,4,0.211136,181.439,1.37006,0.429056,183.498,183.449
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,5,0.217696,179.402,1.39203,0.427008,181.433,181.439
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,6,0.208736,179.606,1.37472,0.425984,181.613,181.616
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,7,0.201344,178.092,1.4193,0.416672,179.419,180.13
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,8,0.214464,177.094,1.37308,0.42496,179.101,179.106
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,9,0.210112,200.966,1.39328,0.428032,202.97,202.997
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,10,0.210976,184.422,1.37679,0.42496,186.349,186.434
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,11,0.211168,183.535,1.39,0.434176,185.509,185.571
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,12,0.213824,187.425,1.39279,0.427008,186.25,189.458
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,13,0.209056,195.721,1.37017,0.425984,193.343,197.726
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,14,0.214624,182.634,1.37911,0.423936,184.586,184.651
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,15,0.212192,180.937,1.37655,0.422912,182.594,182.948
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,16,0.217888,177.926,1.39437,0.427008,179.931,179.965
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,17,0.21008,181.819,1.38204,0.429056,183.797,183.84
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,18,0.21104,183.236,1.37338,0.423936,184.831,185.244
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,19,0.213408,180.424,1.39246,0.431104,182.037,182.461
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,20,0.203264,177.425,1.42974,0.429024,179.3,179.487
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,21,0.212928,183.971,1.38793,0.425984,185.965,185.997
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,22,0.213632,181.379,1.37297,0.43008,183.391,183.396
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,23,0.213504,181.952,1.3949,0.43008,183.974,183.99
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,24,0.21248,184.76,1.37614,0.422912,186.79,186.771
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,25,0.21312,191.741,1.3916,0.43008,192.544,193.775
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,26,0.209952,183.393,1.37009,0.43008,185.041,185.403
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,27,0.20304,178.618,1.42361,0.413664,179.407,180.658
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,28,0.211456,183.009,1.37421,0.41984,184.982,185.014
3,float,uniform,GPU,"P | P | Ns | Ns | Ns | Ns",8,369,29,0.212544,188.259,1.36979,0.427008,187.821,190.269
