dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,0,0.66912,9.73597,1.45119,0.694272,12.6806,12.5506
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,1,0.243744,2.41191,1.45677,0.49152,4.69224,4.60394
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,2,0.246144,2.51339,1.41728,0.483328,4.71576,4.66014
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,3,0.248608,2.40005,1.44234,0.484352,4.66774,4.57536
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,4,0.251104,2.41454,1.42823,0.484352,4.66827,4.57822
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,5,0.2488,2.45992,1.4475,0.49152,4.75987,4.64774
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,6,0.248352,2.41053,1.45492,0.488448,4.69295,4.60224
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,7,0.2488,2.40782,1.45694,0.488448,4.69061,4.60201
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,8,0.245216,2.38643,1.44962,0.4864,4.65396,4.56766
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,9,0.246752,2.38606,1.45834,0.49152,4.68819,4.58267
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,10,0.24688,2.39044,1.43401,0.487424,4.65346,4.55876
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,11,0.249376,2.45997,1.44525,0.4864,4.73493,4.641
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,12,0.245376,2.3726,1.44025,0.489472,4.63609,4.5477
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,13,0.24912,2.3809,1.44674,0.487424,4.65368,4.56419
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,14,0.244992,2.40267,1.43121,0.484352,4.64798,4.56322
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,15,0.246528,2.37606,1.44781,0.4864,4.67367,4.5568
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,16,0.246496,2.3977,1.42729,0.482304,4.63732,4.55379
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,17,0.2456,2.39428,1.46015,0.488448,4.68062,4.58848
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,18,0.245728,2.40692,1.44643,0.49152,4.68333,4.5906
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,19,0.244352,2.53364,1.42153,0.483328,4.75139,4.68285
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,20,0.245248,2.3907,1.44037,0.488448,4.65586,4.56477
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,21,0.245216,2.39389,1.44085,0.494592,4.66479,4.57455
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,22,0.245792,2.38434,1.44717,0.489472,4.65114,4.56677
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,23,0.24688,2.37489,1.44415,0.4864,4.63862,4.55232
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,24,0.250656,2.39678,1.45505,0.490496,4.68133,4.59298
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,25,0.250944,2.3761,1.44343,0.489472,4.64906,4.55995
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,26,0.24608,2.37617,1.45079,0.4864,4.64682,4.55944
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,27,0.247136,2.36714,1.43679,0.488448,4.62585,4.53952
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,28,0.248832,2.52891,1.44345,0.488448,4.79964,4.70964
3,double,uniform,GPU,"P | P | P | P | Ns | Ds",2,203,29,0.244064,2.40807,1.4594,0.487424,4.69343,4.59896
