dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,0,15.1913,0.390237,0.732916,0.311296,17.3201,16.6257
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,1,14.1968,0.385915,0.788602,0.192512,16.0867,15.5639
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,2,14.2604,0.382048,0.698462,0.193536,16.045,15.5345
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,3,14.1256,0.378942,0.698836,0.192512,15.9005,15.3959
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,4,13.99,0.380534,0.700567,0.191488,15.7737,15.2626
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,5,14.0791,0.38086,0.699356,0.19456,15.926,15.3539
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,6,14.1942,0.377739,0.696759,0.192512,15.9728,15.4612
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,7,13.8419,0.377131,0.701128,0.193536,15.727,15.1137
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,8,13.9397,0.377272,0.70116,0.192512,15.7179,15.2106
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,9,13.886,0.377587,0.699032,0.19456,15.6608,15.1572
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,10,13.9677,0.378319,0.700982,0.192512,15.7483,15.2396
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,11,14.0303,0.378785,0.700493,0.193536,15.8093,15.3032
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,12,14.2591,0.376936,0.700857,0.193536,16.0387,15.5305
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,13,13.971,0.37821,0.701851,0.19456,15.7542,15.2456
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,14,14.0475,0.378063,0.697553,0.193536,15.8349,15.3167
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,15,14.0891,0.378181,0.698108,0.192512,15.8677,15.3579
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,16,13.8481,0.39185,0.721722,0.193536,15.6616,15.1552
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,17,13.9752,0.376086,0.718919,0.195584,15.7739,15.2658
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,18,13.9989,0.378396,0.700269,0.191488,15.7842,15.269
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,19,14.0636,0.382483,0.699121,0.193536,15.8626,15.3388
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,20,13.9168,0.378649,0.699579,0.18944,15.7031,15.1845
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,21,14.0801,0.379296,0.705418,0.193536,15.872,15.3584
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,22,14.2838,0.378671,0.702098,0.193536,16.0718,15.5581
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,23,14.0939,0.379712,0.700772,0.193536,15.8801,15.3679
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,24,14.2399,0.377675,0.7021,0.193536,16.0173,15.5132
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,25,14.0065,0.378325,0.700218,0.197632,15.8351,15.2826
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,26,14,0.379484,0.698646,0.193536,15.776,15.2717
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,27,14.2061,0.376195,0.699485,0.193536,15.9884,15.4754
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,28,13.9883,0.38205,0.696755,0.192512,15.7715,15.2596
3,double,nonuniform_z,CPU,"Ns | Ns | Ns | Ns | Ns | Ns",1,161,29,14.0737,0.380615,0.697819,0.193536,15.8538,15.3456
