dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"D | D | D | D | N | D",6,323,0,12.3856,154.062,0.945061,0.504832,167.961,167.897
3,float,uniform,CPU,"D | D | D | D | N | D",6,323,1,10.9492,73.1224,0.922492,0.177088,85.1858,85.1712
3,float,uniform,CPU,"D | D | D | D | N | D",6,323,2,10.9093,67.854,0.889994,0.184256,79.8724,79.8376
3,float,uniform,CPU,"D | D | D | D | N | D",6,323,3,10.8784,70.8561,0.901902,0.176096,82.8127,82.8125
3,float,uniform,CPU,"D | D | D | D | N | D",6,323,4,10.8789,73.4977,0.90057,0.175104,85.467,85.4523
3,float,uniform,CPU,"D | D | D | D | N | D",6,323,5,10.9362,72.7155,0.906118,0.17504,84.7209,84.7328
3,float,uniform,CPU,"D | D | D | D | N | D",6,323,6,11.003,71.1253,0.907243,0.175072,83.3151,83.2107
3,float,uniform,CPU,"D | D | D | D | N | D",6,323,7,10.975,69.7557,0.906235,0.175072,81.9106,81.812
3,float,uniform,CPU,"D | D | D | D | N | D",6,323,8,10.7643,74.917,0.907443,0.176064,86.8234,86.7648
3,float,uniform,CPU,"D | D | D | D | N | D",6,323,9,10.7972,68.6743,0.899592,0.176096,80.6459,80.5472
3,float,uniform,CPU,"D | D | D | D | N | D",6,323,10,10.9083,62.1784,0.906407,0.175104,74.244,74.1682
3,float,uniform,CPU,"D | D | D | D | N | D",6,323,11,10.9079,74.2555,0.900152,0.176064,86.2239,86.2397
3,float,uniform,CPU,"D | D | D | D | N | D",6,323,12,10.8085,60.5708,0.905777,0.179168,72.5448,72.4642
3,float,uniform,CPU,"D | D | D | D | N | D",6,323,13,10.8118,69.678,0.908293,0.17712,81.6655,81.5752
3,float,uniform,CPU,"D | D | D | D | N | D",6,323,14,10.802,65.288,0.920853,0.180224,77.2557,77.1911
3,float,uniform,CPU,"D | D | D | D | N | D",6,323,15,10.7921,64.9761,0.90222,0.175104,76.9268,76.8455
3,float,uniform,CPU,"D | D | D | D | N | D",6,323,16,10.8642,64.1292,0.901223,0.176096,76.1692,76.0707
3,float,uniform,CPU,"D | D | D | D | N | D",6,323,17,10.8086,69.5359,0.897672,0.176064,81.4587,81.4182
3,float,uniform,CPU,"D | D | D | D | N | D",6,323,18,10.8286,62.9286,0.896778,0.17504,74.9289,74.8291
3,float,uniform,CPU,"D | D | D | D | N | D",6,323,19,10.9873,74.1849,0.913407,0.17712,86.3653,86.2627
3,float,uniform,CPU,"D | D | D | D | N | D",6,323,20,10.8328,64.0331,0.901819,0.177088,76.0542,75.9449
3,float,uniform,CPU,"D | D | D | D | N | D",6,323,21,11.0119,69.8425,0.910078,0.176128,82.0451,81.9407
3,float,uniform,CPU,"D | D | D | D | N | D",6,323,22,11.0039,73.548,0.933825,0.184288,85.7887,85.67
3,float,uniform,CPU,"D | D | D | D | N | D",6,323,23,11.0201,70.5452,0.922079,0.179136,82.7957,82.6665
3,float,uniform,CPU,"D | D | D | D | N | D",6,323,24,10.8401,64.9484,0.909656,0.1792,76.9615,76.8774
3,float,uniform,CPU,"D | D | D | D | N | D",6,323,25,10.765,70.7992,0.908788,0.178112,82.7493,82.6511
3,float,uniform,CPU,"D | D | D | D | N | D",6,323,26,10.7907,69.3756,0.907145,0.178144,81.3284,81.2516
3,float,uniform,CPU,"D | D | D | D | N | D",6,323,27,10.8775,70.6163,0.912993,0.176096,82.6829,82.5828
3,float,uniform,CPU,"D | D | D | D | N | D",6,323,28,10.9057,71.3728,0.907052,0.175072,83.4575,83.3606
3,float,uniform,CPU,"D | D | D | D | N | D",6,323,29,10.9617,65.4013,0.901184,0.175104,77.448,77.4393
