dim,precision,solver_type,api,bc_name,num_procs,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,GPU,"P | P | P | P | P | P",2,203,0,0.728256,0,120.856,0.567296,122.303,122.152
3,float,uniform,GPU,"P | P | P | P | P | P",2,203,1,0.1496,0,3.82359,0.294912,4.33979,4.2681
3,float,uniform,GPU,"P | P | P | P | P | P",2,203,2,0.156928,0,3.80065,0.288768,4.31948,4.24635
3,float,uniform,GPU,"P | P | P | P | P | P",2,203,3,0.154944,0,3.80051,0.292864,4.32331,4.24832
3,float,uniform,GPU,"P | P | P | P | P | P",2,203,4,0.155712,0,3.81958,0.294912,4.34638,4.27021
3,float,uniform,GPU,"P | P | P | P | P | P",2,203,5,0.154336,0,3.81371,0.287744,4.33166,4.25579
3,float,uniform,GPU,"P | P | P | P | P | P",2,203,6,0.156064,0,3.80781,0.295936,4.33847,4.25981
3,float,uniform,GPU,"P | P | P | P | P | P",2,203,7,0.155968,0,3.82011,0.292864,4.35236,4.26894
3,float,uniform,GPU,"P | P | P | P | P | P",2,203,8,0.155456,0,3.80422,0.29184,4.32995,4.25152
3,float,uniform,GPU,"P | P | P | P | P | P",2,203,9,0.157088,0,3.9258,0.290816,4.45382,4.37371
3,float,uniform,GPU,"P | P | P | P | P | P",2,203,10,0.155392,0,3.80576,0.29184,4.33141,4.25299
3,float,uniform,GPU,"P | P | P | P | P | P",2,203,11,0.15584,0,3.80383,0.292864,4.33038,4.25253
3,float,uniform,GPU,"P | P | P | P | P | P",2,203,12,0.158944,0,3.80186,0.295936,4.33284,4.25674
3,float,uniform,GPU,"P | P | P | P | P | P",2,203,13,0.155552,0,3.8136,0.292864,4.33621,4.26201
3,float,uniform,GPU,"P | P | P | P | P | P",2,203,14,0.156128,0,3.81012,0.294912,4.33639,4.26116
3,float,uniform,GPU,"P | P | P | P | P | P",2,203,15,0.155904,0,3.80422,0.295936,4.33121,4.25606
3,float,uniform,GPU,"P | P | P | P | P | P",2,203,16,0.15568,0,3.80538,0.294912,4.33225,4.25597
3,float,uniform,GPU,"P | P | P | P | P | P",2,203,17,0.15936,0,3.79754,0.292864,4.32625,4.24976
3,float,uniform,GPU,"P | P | P | P | P | P",2,203,18,0.153504,0,3.87796,0.292864,4.39983,4.32433
3,float,uniform,GPU,"P | P | P | P | P | P",2,203,19,0.155744,0,3.8098,0.29184,4.33012,4.25739
3,float,uniform,GPU,"P | P | P | P | P | P",2,203,20,0.156576,0,3.88026,0.290816,4.40525,4.32766
3,float,uniform,GPU,"P | P | P | P | P | P",2,203,21,0.15968,0,3.81381,0.29184,4.34057,4.26533
3,float,uniform,GPU,"P | P | P | P | P | P",2,203,22,0.154528,0,3.80699,0.290816,4.32949,4.25234
3,float,uniform,GPU,"P | P | P | P | P | P",2,203,23,0.158208,0,3.82006,0.29184,4.34769,4.27011
3,float,uniform,GPU,"P | P | P | P | P | P",2,203,24,0.160256,0,3.91268,0.29696,4.49214,4.3699
3,float,uniform,GPU,"P | P | P | P | P | P",2,203,25,0.155968,0,3.7942,0.292864,4.31967,4.24304
3,float,uniform,GPU,"P | P | P | P | P | P",2,203,26,0.153952,0,3.80354,0.289792,4.34322,4.24728
3,float,uniform,GPU,"P | P | P | P | P | P",2,203,27,0.155424,0,3.80657,0.290816,4.33238,4.25281
3,float,uniform,GPU,"P | P | P | P | P | P",2,203,28,0.15632,0,3.80721,0.295904,4.33626,4.25943
3,float,uniform,GPU,"P | P | P | P | P | P",2,203,29,0.155616,0,3.78999,0.290816,4.31313,4.23642
