dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",64,0,0.197344,0.00357,0.112799,211.232,211.665,211.545
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",64,59,0.151328,0.00151,0.04517,0.014592,0.262367,0.2126
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",64,60,0.145248,0.00149,0.04626,0.01504,0.258337,0.208038
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",64,61,0.14736,0.00155,0.04629,0.012896,0.257657,0.208096
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",64,62,0.145728,0.00167,0.04536,0.014016,0.258347,0.206774
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",64,63,0.144352,0.00147,0.04814,0.014272,0.267687,0.208234
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",64,64,0.146784,0.00161,0.04721,0.015648,0.261877,0.211252
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",64,65,0.144928,0.001489,0.04739,0.013504,0.260927,0.207311
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",64,66,0.14544,0.001471,0.045369,0.014016,0.255957,0.206296
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",64,67,0.151168,0.00148,0.0468,0.013568,0.262437,0.213016
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",64,68,0.145952,0.0015,0.046938,0.014336,0.260117,0.208726
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",64,69,0.142592,0.00154,0.046769,0.013824,0.255077,0.204725
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",64,70,0.144,0.0015,0.253166,0.01488,0.462344,0.413546
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",64,71,0.143616,0.00146,0.04642,0.013568,0.254287,0.205064
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",64,72,0.142304,0.0015,0.04667,0.012992,0.254897,0.203466
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",64,73,0.142208,0.00159,0.05112,0.015104,0.259717,0.210022
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",64,74,0.142368,0.001551,0.04741,0.013376,0.255237,0.204705
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,0,0.811168,0.00192,0.091418,0.03648,1.00389,0.940986
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,1,0.816992,0.00205,0.09493,0.040864,1.03037,0.954836
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,2,0.801376,0.00162,0.076709,0.030592,0.963599,0.910297
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,3,0.791968,0.00166,0.080761,0.029856,0.954529,0.904245
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,4,0.874208,0.00149,0.07592,0.030336,1.03102,0.981954
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,5,0.797664,0.00177,0.07607,0.02768,0.957039,0.903184
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,6,0.799936,0.00159,0.076629,0.031584,0.962399,0.909739
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,7,0.855136,0.00173,0.078798,0.032096,1.02287,0.96776
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,8,0.796576,0.0016,0.075749,0.030272,0.953299,0.904197
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,9,0.793856,0.00175,0.078429,0.029888,0.996868,0.903923
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,10,0.796224,0.00154,0.07767,0.029184,0.955129,0.904618
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,11,0.799136,0.00165,0.076658,0.031104,0.959019,0.908548
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,12,0.798496,0.00164,0.076189,0.029152,0.957579,0.905477
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,13,0.790944,0.00156,0.07684,0.029152,0.94894,0.898496
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,14,0.7944,0.001621,0.07707,0.03232,0.956539,0.905411
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,15,0.798368,0.00158,0.07631,0.03168,0.958549,0.907938
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,16,0.80368,0.00167,0.07598,0.028,0.960259,0.90933
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,17,0.794624,0.00158,0.07662,0.031168,0.959709,0.903992
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,18,0.803008,0.00158,0.07665,0.029408,0.960629,0.910646
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,19,0.799008,0.00154,0.075779,0.03328,0.960009,0.909607
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,20,0.798848,0.001511,0.076259,0.029344,0.955979,0.905962
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,21,0.794144,0.00158,0.07567,0.031104,0.953608,0.902498
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,22,0.795712,0.001649,0.076429,0.030656,0.956509,0.904446
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,23,0.804832,0.00162,0.077409,0.02912,0.965849,0.912981
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,24,0.790112,0.001681,0.077949,0.030144,0.953789,0.899886
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,25,0.801792,0.001539,0.076598,0.030208,0.960769,0.910137
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,26,0.874752,0.001719,0.077549,0.032352,1.03815,0.986372
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,27,0.802784,0.00159,0.069469,0.030464,0.948029,0.904307
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,28,0.784768,0.00158,0.07684,0.030464,0.951459,0.893652
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,29,0.795936,0.00155,0.077149,0.030336,0.957249,0.904971
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,30,0.793952,0.001609,0.078009,0.039104,0.963228,0.912674
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,31,0.801056,0.00166,0.07749,0.031552,0.965179,0.911758
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,32,0.794848,0.001511,0.076959,0.028032,0.952519,0.90135
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,33,0.799872,0.001719,0.075999,0.029216,0.958339,0.906806
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,34,0.795712,0.00158,0.076799,0.02912,0.954259,0.903211
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,35,0.788192,0.00157,0.077979,0.0304,0.952959,0.898141
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,36,0.795968,0.001491,0.075468,0.030144,0.953849,0.903071
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,37,0.787648,0.001631,0.07578,0.031168,0.947129,0.896227
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,38,0.799968,0.001599,0.07631,0.030272,0.960719,0.908149
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,39,0.799424,0.00169,0.07595,0.0296,0.960119,0.906664
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,40,0.7984,0.00166,0.077619,0.028736,0.960259,0.906415
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,41,0.799776,0.00173,0.07731,0.031232,0.963649,0.910048
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,42,0.801216,0.00153,0.07614,0.030688,0.961139,0.909574
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,43,0.803104,0.00165,0.079019,0.029376,0.964828,0.913149
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,44,0.822656,0.001699,0.07695,0.030784,0.983888,0.932089
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,45,0.800448,0.00155,0.07665,0.028288,0.958749,0.906936
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,46,0.796832,0.00153,0.07663,0.030464,0.957369,0.905456
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,47,0.779456,0.001591,0.071679,0.030944,0.928169,0.88367
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,48,0.791264,0.00156,0.079929,0.027488,0.952919,0.900241
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,49,0.797536,0.00165,0.076009,0.028896,0.956569,0.904091
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,50,0.793056,0.00166,0.077319,0.02848,0.952369,0.900515
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,51,0.80848,0.001749,0.07691,0.029472,0.967669,0.916611
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,52,0.81168,0.00223,0.102418,0.038208,1.03233,0.954536
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,53,0.798624,0.00162,0.076138,0.030336,0.959418,0.906718
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,54,0.796672,0.00159,0.075909,0.030304,0.956079,0.904475
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,55,0.794976,0.00163,0.076879,0.037696,0.964759,0.911181
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,56,0.806592,0.00178,0.074719,0.0312,0.968939,0.914291
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,57,0.803232,0.001631,0.077359,0.030144,0.966649,0.912366
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,58,0.797344,0.00175,0.077748,0.031072,0.970768,0.907914
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,59,0.802464,0.00157,0.076298,0.027776,0.960329,0.908108
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,60,0.862592,0.001691,0.077239,0.031488,1.02436,0.97301
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,61,0.80448,0.001599,0.07795,0.03168,0.966839,0.915709
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,62,0.797088,0.001579,0.075678,0.030432,0.957279,0.904777
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,63,0.797088,0.00156,0.07683,0.02864,0.957479,0.904118
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,64,0.7984,0.00167,0.0774,0.03072,0.959199,0.90819
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,65,0.8344,0.00168,0.0773,0.030208,0.999528,0.943588
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,66,0.806496,0.00156,0.075989,0.028192,0.964358,0.912237
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,67,0.803488,0.00167,0.07638,0.031072,0.962949,0.91261
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,68,0.78992,0.00157,0.07186,0.030784,0.946449,0.894134
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,69,0.890656,0.00167,0.077399,0.029568,1.05123,0.999293
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,70,0.794368,0.00166,0.07588,0.027488,0.951859,0.899396
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,71,0.80192,0.00168,0.075939,0.030688,0.960789,0.910227
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,72,0.783744,0.00146,0.070419,0.033184,0.934299,0.888807
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,73,0.79872,0.00185,0.076109,0.028768,0.958829,0.905447
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",128,74,0.79504,0.001529,0.078119,0.030016,0.959299,0.904704
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,0,2.60608,0.00229,0.171628,0.082688,2.94039,2.86269
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,1,2.58086,0.001749,0.1561,0.079264,2.87375,2.81798
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,2,2.58704,0.00185,0.16298,0.079648,2.89349,2.83152
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,3,2.5641,0.00157,0.157667,0.077504,2.85763,2.80084
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,4,2.54461,0.00168,0.158307,0.076,2.83837,2.7806
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,5,2.61139,0.001961,0.156717,0.075392,2.91071,2.84546
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,6,2.59773,0.00182,0.15628,0.07568,2.88881,2.83151
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,7,2.58758,0.001621,0.156569,0.077984,2.88301,2.82376
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,8,2.564,0.00194,0.157427,0.075488,2.85639,2.79886
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,9,2.62307,0.00156,0.15817,0.076864,2.91856,2.85967
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,10,2.5743,0.00162,0.156627,0.075776,2.86643,2.80833
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,11,2.56774,0.001871,0.155877,0.076096,2.86035,2.80159
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,12,2.57254,0.001759,0.154867,0.076256,2.8599,2.80543
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,13,2.60768,0.001701,0.157287,0.076064,2.90509,2.84273
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,14,2.64291,0.0016,0.157589,0.076352,2.93975,2.87845
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,15,2.57667,0.001749,0.158048,0.077696,2.87218,2.81417
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,16,2.6073,0.001809,0.157088,0.074496,2.8995,2.84069
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,17,2.59421,0.001639,0.154388,0.074848,2.87983,2.82508
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,18,2.56362,0.00208,0.171218,0.084512,2.90214,2.82143
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,19,2.56944,0.00189,0.15935,0.07584,2.87031,2.80652
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,20,2.55299,0.00159,0.158587,0.076096,2.85114,2.78926
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,21,2.62845,0.00168,0.15995,0.076864,2.92583,2.86694
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,22,2.68909,0.001968,0.156736,0.075424,2.98181,2.92322
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,23,2.5792,0.00174,0.154967,0.07632,2.87425,2.81223
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,24,2.57936,0.001721,0.157557,0.076512,2.87884,2.81515
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,25,2.58003,0.0017,0.159658,0.07616,2.87817,2.81755
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,26,2.61677,0.00167,0.158207,0.07552,2.90691,2.85216
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,27,2.58019,0.00182,0.156317,0.076224,2.8702,2.81455
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,28,2.58886,0.00178,0.155618,0.074304,2.87522,2.82057
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,29,2.59472,0.00191,0.155768,0.078944,2.89331,2.83134
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,30,2.62346,0.00177,0.15342,0.079744,2.91213,2.85839
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,31,2.5927,0.00174,0.158977,0.077632,2.89688,2.83105
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,32,2.61565,0.00188,0.158017,0.076,2.90854,2.85154
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,33,2.61424,0.0017,0.156767,0.076352,2.90395,2.84906
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,34,2.57411,0.00164,0.154707,0.075104,2.86215,2.80556
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,35,2.59139,0.00163,0.157427,0.075776,2.88611,2.82623
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,36,2.60794,0.002061,0.174319,0.083456,2.9464,2.86777
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,37,2.57318,0.00185,0.159167,0.077376,2.87055,2.81158
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,38,2.61235,0.002091,0.154938,0.079872,2.90437,2.84925
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,39,2.59677,0.001641,0.154618,0.075392,2.88346,2.82842
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,40,2.59539,0.0017,0.164217,0.077216,2.90169,2.83852
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,41,2.58675,0.001571,0.158307,0.07552,2.87843,2.82215
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,42,2.63613,0.001719,0.157549,0.0776,2.92836,2.873
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,43,2.61584,0.001919,0.15772,0.076352,2.90504,2.85183
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,44,2.59651,0.001659,0.156167,0.07616,2.88606,2.8305
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,45,2.58154,0.001629,0.156346,0.077408,2.87706,2.81692
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,46,2.62515,0.00179,0.158837,0.07664,2.92094,2.86242
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,47,2.64621,0.00156,0.15811,0.07696,2.93904,2.88284
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,48,2.57498,0.00194,0.15776,0.075744,2.86764,2.81042
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,49,2.63174,0.00178,0.156478,0.074272,2.91978,2.86427
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,50,2.5785,0.00182,0.15677,0.074976,2.86741,2.81206
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,51,2.60259,0.00167,0.163758,0.07568,2.90642,2.8437
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,52,2.59027,0.00161,0.15847,0.075296,2.88205,2.82565
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,53,2.54384,0.0018,0.15696,0.075136,2.83318,2.77774
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,54,2.5744,0.00176,0.156838,0.075008,2.86555,2.80801
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,55,2.57142,0.00186,0.15458,0.077408,2.86032,2.80527
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,56,2.59478,0.00178,0.15709,0.076864,2.89716,2.83052
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,57,2.58429,0.00215,0.1632,0.085568,2.90844,2.83521
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,58,2.58726,0.001801,0.159016,0.075712,2.8824,2.82379
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,59,2.57594,0.001789,0.157458,0.076,2.87091,2.81118
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,60,2.57584,0.001651,0.156299,0.074304,2.86145,2.80809
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,61,2.62278,0.001771,0.156776,0.079424,2.92336,2.86075
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,62,2.59942,0.00154,0.156817,0.07776,2.89511,2.83554
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,63,2.62371,0.00161,0.159489,0.075776,2.91815,2.86059
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,64,2.56368,0.001891,0.156209,0.075104,2.8536,2.79688
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,65,2.62915,0.001729,0.156247,0.075392,2.92032,2.86252
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,66,2.63936,0.001799,0.154829,0.076256,2.92884,2.87224
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,67,2.61101,0.001689,0.159078,0.077312,2.90959,2.84909
3,float,uniform,CPU,"P | P | P | P | Ns | Ds",192,68,2.55981,0.00159,0.157587,0.07632,2.85244,2.79531
