dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,0,0.287232,0.00333,0.174449,215.449,216.032,215.914
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,24,0.23232,0.00154,0.123779,0.02288,0.430585,0.380519
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,25,0.233952,0.00158,0.118758,0.02304,0.429445,0.37733
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,26,0.22976,0.001629,0.11866,0.023136,0.430246,0.373185
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,27,0.23088,0.0017,0.120549,0.023904,0.429145,0.377033
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,28,0.236064,0.0016,0.117758,0.0224,0.428805,0.377822
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,29,0.238368,0.001591,0.1178,0.022144,0.434665,0.379903
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,30,0.2312,0.00155,0.118538,0.021504,0.426526,0.372792
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,31,0.23312,0.00159,0.117738,0.031744,0.433715,0.384192
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,32,0.232,0.00157,0.118678,0.022752,0.429055,0.375
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,33,0.23184,0.00174,0.117859,0.024384,0.436515,0.375823
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,34,0.2328,0.001708,0.117539,0.02256,0.427345,0.374607
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,35,0.234272,0.00147,0.119399,0.026688,0.433066,0.381829
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,36,0.233728,0.001629,0.11925,0.023712,0.434315,0.378319
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,37,0.2344,0.00167,0.118429,0.021824,0.427165,0.376323
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,38,0.238208,0.00194,0.119868,0.023296,0.436945,0.383312
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,39,0.233824,0.001599,0.117748,0.02352,0.429405,0.376691
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,40,0.237568,0.00157,0.118658,0.02496,0.438745,0.382756
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,41,0.233152,0.00155,0.118768,0.023072,0.426725,0.376542
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,42,0.424224,0.001559,0.117778,0.025984,0.619393,0.569545
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,43,0.234304,0.00155,0.118019,0.026368,0.429975,0.380241
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,44,0.236768,0.0016,0.117788,0.021952,0.431805,0.378108
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,45,0.23008,0.001499,0.119479,0.025632,0.426746,0.37669
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,46,0.236032,0.001629,0.118529,0.025568,0.430545,0.381758
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,47,0.238944,0.00157,0.119588,0.025504,0.437155,0.385606
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,48,0.228576,0.001531,0.111379,0.024448,0.408025,0.365934
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,49,0.403168,0.00148,0.118338,0.024832,0.599813,0.547818
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,50,0.229888,0.001599,0.11821,0.02464,0.427225,0.374337
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,51,0.23952,0.00169,0.119848,0.024736,0.437155,0.385794
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,52,0.23344,0.00159,0.119248,0.025504,0.432545,0.379782
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,53,0.235328,0.0016,0.117889,0.022048,0.428035,0.376865
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,54,0.315456,0.00157,0.118048,0.026272,0.509184,0.461346
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,55,0.232096,0.00157,0.118098,0.024256,0.427945,0.37602
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,56,0.23824,0.00157,0.118779,0.022688,0.434825,0.381277
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,57,0.234048,0.00157,0.118529,0.023296,0.429595,0.377443
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,58,0.232608,0.001809,0.124618,0.022912,0.434075,0.381947
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,59,0.232608,0.00157,0.117989,0.022208,0.428395,0.374375
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,60,0.2384,0.001629,0.119548,0.022784,0.434795,0.382361
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,61,0.326816,0.00156,0.117888,0.023008,0.521024,0.469272
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,62,0.235168,0.001809,0.119258,0.022592,0.432315,0.378827
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,63,0.233536,0.00165,0.11814,0.024736,0.428945,0.378062
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,64,0.232032,0.001652,0.118128,0.023552,0.426685,0.375364
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,65,0.232032,0.001559,0.111899,0.027168,0.415556,0.372658
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,66,0.239072,0.001622,0.118719,0.020736,0.431676,0.380149
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,67,0.230848,0.00166,0.118389,0.023168,0.426625,0.374065
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,68,0.229824,0.001611,0.11792,0.022272,0.424335,0.371627
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,69,0.234688,0.00158,0.118268,0.022656,0.430435,0.377192
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,70,0.231872,0.0016,0.119299,0.02304,0.428055,0.375811
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,71,0.233472,0.0016,0.119509,0.02368,0.427875,0.378261
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,72,0.23312,0.00154,0.119159,0.023072,0.427965,0.376891
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,73,0.23376,0.00158,0.117329,0.022912,0.427705,0.375581
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",64,74,0.234048,0.00161,0.118428,0.022944,0.430155,0.37703
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,0,1.58752,0.00211,0.536793,0.103552,2.30275,2.22997
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,1,1.55594,0.001891,0.522753,0.099136,2.23337,2.17972
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,2,1.61597,0.001561,0.523063,0.097024,2.29352,2.23762
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,3,1.50448,0.0016,0.520604,0.09616,2.17747,2.12284
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,4,1.52835,0.00207,0.538625,0.103904,2.25168,2.17295
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,5,1.52154,0.002209,0.539584,0.105696,2.25106,2.16902
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,6,1.51782,0.00196,0.522775,0.097568,2.20138,2.14013
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,7,1.50707,0.00163,0.523034,0.097664,2.18488,2.1294
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,8,1.55798,0.0017,0.525954,0.098304,2.23866,2.18394
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,9,1.58877,0.001541,0.521385,0.097664,2.26431,2.20936
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,10,1.54432,0.00217,0.538314,0.104768,2.2682,2.18957
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,11,1.50422,0.00158,0.521104,0.09584,2.1779,2.12275
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,12,1.51434,0.00172,0.523643,0.097504,2.19096,2.1372
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,13,1.56352,0.00161,0.521583,0.097344,2.23876,2.18406
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,14,1.50794,0.001651,0.522255,0.097856,2.18731,2.1297
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,15,1.51616,0.00159,0.523304,0.097504,2.19677,2.13856
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,16,1.50835,0.00194,0.523714,0.098048,2.19146,2.13205
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,17,1.50986,0.00164,0.522733,0.101856,2.19329,2.13609
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,18,1.52336,0.00166,0.522375,0.095776,2.19839,2.14317
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,19,1.51322,0.00159,0.522144,0.098048,2.19042,2.135
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,20,1.54666,0.00167,0.518575,0.09856,2.21388,2.16546
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,21,1.50662,0.001699,0.521063,0.096384,2.18241,2.12577
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,22,1.57101,0.001611,0.523874,0.095968,2.24913,2.19246
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,23,1.54618,0.001661,0.522244,0.09664,2.22214,2.16672
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,24,1.55715,0.00192,0.522485,0.098368,2.23748,2.17992
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,25,1.52048,0.00158,0.522385,0.097408,2.1993,2.14185
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,26,1.52426,0.00199,0.522513,0.097344,2.20122,2.1461
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,27,1.52874,0.00172,0.522805,0.097888,2.20568,2.15115
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,28,1.52138,0.00156,0.521493,0.09536,2.1948,2.13979
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,29,1.53261,0.00169,0.522123,0.098816,2.20928,2.15524
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,30,1.57306,0.00164,0.523434,0.096128,2.24632,2.19426
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,31,1.52048,0.00222,0.550943,0.107712,2.26281,2.18135
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,32,1.51984,0.001729,0.522735,0.097312,2.19441,2.14162
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,33,1.5055,0.001651,0.520305,0.096512,2.17926,2.12397
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,34,1.49402,0.00177,0.549053,0.095904,2.1972,2.14074
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,35,1.57203,0.00163,0.523364,0.096,2.25162,2.19303
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,36,1.50637,0.001939,0.523565,0.097536,2.18551,2.12941
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,37,1.57286,0.001641,0.521454,0.10144,2.25087,2.1974
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,38,1.52394,0.00169,0.522485,0.095744,2.19943,2.14385
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,39,1.50659,0.00163,0.520523,0.099616,2.18042,2.12836
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,40,1.54054,0.00164,0.522044,0.09856,2.2181,2.16279
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,41,1.55536,0.00214,0.538844,0.104864,2.28027,2.20121
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,42,1.50883,0.001631,0.523895,0.097472,2.1901,2.13183
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,43,1.53978,0.001729,0.520183,0.09712,2.21346,2.15881
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,44,1.54954,0.001731,0.519084,0.098304,2.22193,2.16866
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,45,1.50202,0.00171,0.522695,0.096992,2.18119,2.12341
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,46,1.50355,0.00205,0.514755,0.101248,2.16844,2.12161
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,47,1.55923,0.00167,0.522454,0.097696,2.23667,2.18105
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,48,1.56768,0.00166,0.520784,0.096672,2.24194,2.1868
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,49,1.49037,0.001601,0.525535,0.097984,2.17072,2.11549
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,50,1.51978,0.001639,0.523095,0.0968,2.19916,2.14131
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,51,1.53914,0.00187,0.522805,0.096448,2.21398,2.16026
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,52,1.51638,0.00167,0.520865,0.097056,2.19325,2.13597
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,53,1.56986,0.00156,0.519454,0.095648,2.24165,2.18652
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,54,1.52326,0.001699,0.523775,0.097728,2.20278,2.14647
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,55,1.51962,0.00196,0.515405,0.101088,2.1843,2.13807
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,56,1.51293,0.001611,0.527574,0.09856,2.19551,2.14067
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,57,1.50198,0.001641,0.521715,0.096896,2.17745,2.12224
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,58,1.56333,0.00163,0.521975,0.09696,2.23992,2.18389
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,59,1.51891,0.00161,0.543534,0.097472,2.21467,2.16153
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,60,1.62218,0.002271,0.539705,0.105792,2.34953,2.26994
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,61,1.5425,0.00215,0.537504,0.105824,2.26756,2.18797
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,62,1.55226,0.00171,0.521575,0.097184,2.22669,2.17272
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,63,1.53149,0.00183,0.521285,0.096768,2.20851,2.15137
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,64,1.50944,0.00155,0.522904,0.096928,2.18727,2.13082
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,65,1.50877,0.00204,0.522504,0.099008,2.18788,2.13232
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,66,1.51238,0.001661,0.523745,0.100256,2.18967,2.13805
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,67,1.49555,0.00163,0.522764,0.09552,2.17141,2.11547
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,68,1.50938,0.00161,0.523574,0.096224,2.19172,2.13078
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,69,1.54806,0.001679,0.520484,0.098208,2.22221,2.16843
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,70,1.49805,0.00193,0.523365,0.097248,2.18295,2.12059
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,71,1.51024,0.00166,0.521394,0.096448,2.18468,2.12974
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,72,1.54522,0.00162,0.522234,0.095424,2.22024,2.16449
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,73,1.54954,0.00171,0.521833,0.097728,2.22599,2.17081
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",128,74,1.52109,0.00171,0.523614,0.09664,2.19965,2.14305
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,0,5.84349,0.00247,1.80127,0.339008,8.07472,7.98624
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,1,5.61744,0.0021,1.79748,0.336992,7.82039,7.75401
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,2,5.64211,0.00231,1.79591,0.334912,7.84649,7.77524
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,3,5.49754,0.00214,1.79079,0.335616,7.68971,7.62608
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,4,5.59725,0.002061,1.79464,0.334816,7.79186,7.72877
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,5,5.60125,0.0022,1.8032,0.336352,7.81025,7.743
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,6,5.75318,0.00213,1.7933,0.33696,7.9518,7.88557
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,7,5.54067,0.00195,1.80439,0.335072,7.74954,7.68208
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,8,5.83264,0.00203,1.79356,0.332736,8.02806,7.96097
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,9,5.84339,0.00225,1.80097,0.33952,8.07366,7.98613
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,10,5.85315,0.00252,1.81118,0.338912,8.09321,8.00576
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,11,5.51206,0.00205,1.79321,0.331552,7.70361,7.63888
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,12,5.56544,0.002381,1.79621,0.335904,7.7667,7.69993
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,13,5.54851,0.00231,1.79524,0.334848,7.74869,7.68091
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,14,5.44906,0.001961,1.79241,0.33264,7.64451,7.57607
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,15,5.62771,0.002069,1.79256,0.333216,7.82103,7.75556
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,16,5.63686,0.0023,1.79557,0.336256,7.84074,7.77099
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,17,5.49635,0.00214,1.80285,0.336032,7.70149,7.63737
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,18,5.55869,0.002071,1.80346,0.335616,7.76297,7.69984
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,19,5.59011,0.00257,1.79114,0.331424,7.78044,7.71525
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,20,5.59651,0.0022,1.80597,0.33904,7.81514,7.74372
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,21,5.49046,0.00212,1.80259,0.335712,7.6956,7.63089
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,22,5.58806,0.00214,1.80127,0.335424,7.79032,7.7269
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,23,5.588,0.00225,1.80073,0.336576,7.79557,7.72756
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,24,5.93094,0.00225,1.80061,0.336416,8.15074,8.07022
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,25,5.51651,0.002111,1.79482,0.336224,7.71371,7.64967
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,26,5.72438,0.00223,1.8058,0.337088,7.93951,7.8695
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,27,5.49738,0.002291,1.80634,0.338368,7.7126,7.64438
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,28,5.57978,0.00206,1.80298,0.333952,7.782,7.71877
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,29,5.57914,0.00219,1.80521,0.335168,7.7892,7.7217
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,30,5.59699,0.00219,1.80384,0.338912,7.80818,7.74193
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,31,5.56362,0.002099,1.8106,0.334944,7.77415,7.71126
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,32,5.55133,0.00199,1.79154,0.332416,7.74449,7.67727
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,33,5.60739,0.00239,1.79144,0.335776,7.804,7.737
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,34,5.67974,0.00204,1.79218,0.33344,7.86845,7.8074
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,35,5.56266,0.00234,1.80555,0.335968,7.77041,7.70651
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,36,5.53382,0.00217,1.79286,0.333472,7.72464,7.66233
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,37,5.58934,0.00213,1.80352,0.336192,7.79744,7.73118
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,38,5.50166,0.002331,1.79217,0.333824,7.6944,7.62999
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,39,5.51482,0.002141,1.82066,0.333952,7.73732,7.67157
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,40,5.58166,0.0022,1.79355,0.334048,7.77781,7.71146
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,41,5.48934,0.002031,1.79837,0.336096,7.69302,7.62584
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,42,5.84538,0.0022,1.7978,0.337344,8.04944,7.98272
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,43,5.59622,0.002381,1.80461,0.33792,7.81215,7.74113
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,44,5.58832,0.002122,1.79772,0.337216,7.79044,7.72538
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,45,5.61242,0.00203,1.80621,0.336928,7.82108,7.75758
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,46,5.48816,0.0022,1.78968,0.333824,7.67981,7.61386
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,47,5.52163,0.0023,1.8023,0.33504,7.72454,7.66127
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,48,5.52787,0.002181,1.80551,0.335968,7.73507,7.67153
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,49,5.54086,0.00227,1.80279,0.336448,7.74892,7.68237
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,50,5.56579,0.00222,1.80492,0.336928,7.77413,7.70986
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,51,5.59069,0.00215,1.80272,0.336064,7.79711,7.73162
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,52,5.64406,0.002261,1.79813,0.33648,7.84551,7.78093
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,53,5.53046,0.00226,1.79154,0.33344,7.72385,7.65771
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,54,5.50816,0.0023,1.79363,0.33632,7.70708,7.64041
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,55,5.68262,0.002129,1.79404,0.333504,7.87893,7.8123
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,56,5.53699,0.002409,1.80516,0.335136,7.7441,7.6797
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,57,5.72726,0.00228,1.7913,0.338656,7.92139,7.8595
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,58,5.48266,0.002291,1.79583,0.336224,7.68041,7.617
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,59,5.6952,0.0022,1.79392,0.335456,7.89282,7.82678
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,60,5.64253,0.002279,1.79204,0.335136,7.83952,7.77198
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,61,5.52698,0.00211,1.79818,0.332928,7.72404,7.66019
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,62,5.58042,0.002269,1.7929,0.3376,7.78283,7.71318
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,63,5.64589,0.00221,1.79674,0.337344,7.85151,7.78218
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,64,5.58522,0.00226,1.80324,0.33552,7.79017,7.72623
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,65,5.50557,0.00208,1.79057,0.334528,7.69485,7.63275
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,66,5.59635,0.002259,1.80291,0.337504,7.80669,7.73902
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,67,5.51194,0.00215,1.80237,0.337152,7.72345,7.65361
3,double,uniform,CPU,"P | P | P | P | Ns | Ns",192,68,5.51168,0.00207,1.80087,0.342464,7.72267,7.65708
