dim,precision,solver_type,api,bc_name,grid_size,iteration,copy_time_ms,reshape_time_ms,fft_time_ms,kernel_time_ms,outside_time_ms,sum_time_ms
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,0,0.199392,0.002831,0.113628,201.458,201.88,201.774
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,30,0.32336,0.00153,0.046949,0.009856,0.424915,0.381695
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,31,0.141408,0.001589,0.04479,0.00864,0.239218,0.196427
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,32,0.138272,0.00162,0.04022,0.010912,0.225098,0.191024
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,33,0.145664,0.001521,0.046179,0.009856,0.245917,0.20322
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,34,0.143552,0.00167,0.046379,0.008864,0.243527,0.200465
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,35,0.140352,0.001611,0.045199,0.008064,0.238267,0.195226
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,36,0.141856,0.001551,0.045809,0.008768,0.238698,0.197984
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,37,0.14288,0.00154,0.045299,0.010464,0.244707,0.200183
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,38,0.143424,0.00164,0.046099,0.010368,0.243447,0.201531
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,39,0.142144,0.001561,0.04509,0.008512,0.237408,0.197307
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,40,0.25408,0.0016,0.045009,0.01008,0.353066,0.310769
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,41,0.142528,0.001719,0.04502,0.007808,0.240307,0.197075
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,42,0.14416,0.001511,0.04537,0.008128,0.241957,0.199169
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,43,0.141952,0.001599,0.044469,0.009728,0.241297,0.197748
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,44,0.14832,0.001599,0.04573,0.009536,0.247737,0.205185
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,45,0.33936,0.00162,0.03992,0.012768,0.430165,0.393668
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,46,0.14144,0.001811,0.045969,0.008512,0.244167,0.197732
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,47,0.14256,0.00151,0.04479,0.009856,0.242118,0.198716
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,48,0.142432,0.001619,0.044789,0.00992,0.241177,0.19876
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,49,0.142176,0.00159,0.04597,0.008608,0.241338,0.198344
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,50,0.143456,0.001549,0.046659,0.009408,0.243018,0.201072
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,51,0.14224,0.001641,0.0463,0.00992,0.244018,0.200101
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,52,0.149344,0.001499,0.04507,0.00832,0.247157,0.204233
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,53,0.142688,0.001728,0.044359,0.009248,0.238968,0.198023
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,54,0.142848,0.00157,0.044809,0.008672,0.241537,0.197899
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,55,0.138688,0.00162,0.045869,0.0096,0.239537,0.195777
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,56,0.147808,0.00161,0.047079,0.009952,0.248737,0.206449
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,57,0.139744,0.00159,0.044419,0.008672,0.237727,0.194425
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,58,0.146752,0.00167,0.04604,0.011232,0.249577,0.205694
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,59,0.14144,0.00158,0.045869,0.009824,0.241997,0.198713
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,60,0.143488,0.00161,0.05203,0.008096,0.247787,0.205224
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,61,0.145824,0.001491,0.04516,0.009856,0.243697,0.202331
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,62,0.143808,0.001549,0.047929,0.008928,0.244038,0.202214
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,63,0.142016,0.00152,0.044199,0.010432,0.239037,0.198167
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,64,0.143104,0.00162,0.045849,0.007936,0.241047,0.198509
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,65,0.141984,0.00155,0.04465,0.008064,0.239797,0.196248
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,66,0.141056,0.00154,0.044389,0.008352,0.238777,0.195337
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,67,0.144704,0.00166,0.0513,0.008384,0.248098,0.206048
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,68,0.141504,0.00166,0.04488,0.008576,0.239537,0.19662
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,69,0.140736,0.0015,0.04457,0.009824,0.237937,0.19663
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,70,0.1432,0.00153,0.045529,0.008064,0.240888,0.198323
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,71,0.15072,0.001529,0.04617,0.009376,0.251168,0.207795
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,72,0.320608,0.00158,0.04557,0.00944,0.420955,0.377198
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,73,0.143104,0.001529,0.044589,0.009408,0.241268,0.19863
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",64,74,0.1432,0.001719,0.04441,0.007904,0.239668,0.197233
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,0,0.822688,0.00227,0.097768,0.027808,1.01965,0.950534
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,1,0.804928,0.001769,0.080078,0.019136,0.95311,0.905911
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,2,0.807168,0.001739,0.08136,0.022176,0.958849,0.912443
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,3,0.799776,0.00177,0.078579,0.018816,0.944659,0.898941
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,4,0.802368,0.00159,0.080699,0.019616,0.94889,0.904273
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,5,0.799584,0.0016,0.079369,0.018496,0.942729,0.899049
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,6,0.881568,0.00162,0.080478,0.019296,1.02696,0.982962
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,7,0.785952,0.00158,0.080358,0.01984,0.93118,0.88773
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,8,0.799264,0.00159,0.0788,0.019936,0.942799,0.89959
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,9,0.804256,0.00166,0.07843,0.019936,0.948809,0.904282
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,10,0.805792,0.00184,0.079099,0.019872,0.950399,0.906603
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,11,0.798496,0.001609,0.079929,0.019616,0.944489,0.89965
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,12,0.806816,0.00164,0.081259,0.019456,0.956229,0.909171
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,13,0.83392,0.0016,0.07924,0.020096,0.979349,0.934856
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,14,0.805568,0.00188,0.07868,0.019616,0.950049,0.905744
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,15,0.810176,0.00162,0.08111,0.020064,0.955429,0.91297
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,16,0.795712,0.001501,0.079779,0.019616,0.94086,0.896608
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,17,0.825696,0.00229,0.098639,0.027072,1.02265,0.953697
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,18,0.827136,0.001669,0.07939,0.018464,0.970679,0.926659
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,19,0.801376,0.00163,0.081519,0.018528,0.948169,0.903053
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,20,0.794592,0.00175,0.078869,0.0192,0.93739,0.894411
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,21,0.883456,0.001629,0.080448,0.019936,1.0313,0.985469
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,22,0.80752,0.00155,0.079159,0.018784,0.950179,0.907013
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,23,0.794112,0.00164,0.08026,0.02,0.940219,0.896012
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,24,0.793664,0.0015,0.079488,0.020192,0.93807,0.894844
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,25,0.806336,0.001599,0.07905,0.019328,0.948499,0.906313
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,26,0.805184,0.00155,0.078859,0.017888,0.947569,0.903481
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,27,0.803744,0.00192,0.080198,0.020384,0.95168,0.906246
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,28,0.798912,0.001651,0.08001,0.019616,0.946129,0.900189
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,29,0.8056,0.0016,0.08079,0.018848,0.95429,0.906838
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,30,0.80448,0.0016,0.07936,0.020544,0.949629,0.905984
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,31,0.923072,0.00182,0.080859,0.018144,1.06797,1.0239
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,32,0.832896,0.00163,0.081498,0.02016,0.982618,0.936184
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,33,0.802496,0.001712,0.07826,0.01872,0.946039,0.901188
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,34,0.791136,0.00157,0.079668,0.017056,0.93422,0.88943
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,35,0.7944,0.00162,0.08131,0.02032,0.94099,0.89765
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,36,0.80288,0.00164,0.078778,0.019232,0.94608,0.90253
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,37,0.796288,0.00177,0.08062,0.019968,0.94871,0.898646
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,38,0.808256,0.00158,0.07891,0.0184,0.952649,0.907146
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,39,0.80304,0.00165,0.0806,0.02048,0.949159,0.90577
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,40,0.80144,0.00168,0.079929,0.018944,0.94932,0.901993
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,41,0.804096,0.00158,0.078859,0.020448,0.9486,0.904983
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,42,0.796992,0.00161,0.078619,0.016704,0.938739,0.893925
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,43,0.801344,0.00179,0.082638,0.020672,0.94804,0.906444
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,44,0.800224,0.00164,0.07971,0.019552,0.945979,0.901126
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,45,0.804256,0.001569,0.081548,0.019968,0.956889,0.907341
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,46,0.799808,0.00168,0.07916,0.020256,0.945119,0.900904
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,47,0.802592,0.00187,0.079049,0.01888,0.945069,0.902391
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,48,0.803872,0.00159,0.082528,0.02064,0.95387,0.90863
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,49,0.802688,0.001628,0.079168,0.020544,0.947949,0.904028
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,50,0.802112,0.00183,0.078528,0.019232,0.945319,0.901702
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,51,0.794848,0.00156,0.15969,0.018144,1.01836,0.974242
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,52,0.806592,0.00161,0.080949,0.019872,0.953629,0.909023
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,53,0.802592,0.00173,0.079369,0.019424,0.948289,0.903115
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,54,0.839456,0.00158,0.073548,0.021472,0.973799,0.936056
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,55,0.893952,0.00154,0.079509,0.019488,1.03612,0.994489
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,56,0.871136,0.001609,0.080159,0.019936,1.01704,0.97284
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,57,0.808352,0.00162,0.07952,0.019488,0.951289,0.90898
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,58,0.806176,0.00167,0.079268,0.019424,0.95026,0.906538
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,59,0.80672,0.00169,0.07907,0.019488,0.950559,0.906968
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,60,0.8,0.001839,0.079229,0.02,0.94398,0.901068
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,61,0.810496,0.00182,0.079349,0.018816,0.956759,0.910481
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,62,0.7992,0.00164,0.081528,0.019232,0.949109,0.9016
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,63,0.798496,0.00187,0.079138,0.01984,0.94359,0.899344
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,64,0.79568,0.00151,0.08101,0.01936,1.00419,0.89756
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,65,0.8016,0.001651,0.085808,0.020256,0.954279,0.909315
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,66,0.90032,0.00173,0.0789,0.019392,1.04488,1.00034
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,67,0.80144,0.001579,0.079689,0.017984,0.951289,0.900692
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,68,0.800288,0.00158,0.08069,0.020864,0.948349,0.903422
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,69,0.809984,0.00156,0.07914,0.019328,0.954499,0.910012
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,70,0.8016,0.00193,0.080718,0.020256,0.95181,0.904504
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,71,0.801824,0.00153,0.07949,0.019552,0.946139,0.902396
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,72,0.81648,0.00155,0.08042,0.020128,0.961509,0.918578
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,73,0.80432,0.001761,0.080078,0.019648,0.950459,0.905807
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",128,74,0.798016,0.00165,0.079579,0.017888,0.93908,0.897133
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,0,2.57523,0.00209,0.170958,0.052992,2.87854,2.80127
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,1,2.61936,0.00192,0.161267,0.04992,2.8886,2.83247
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,2,2.61101,0.001601,0.157718,0.04768,2.87282,2.81801
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,3,2.60694,0.001919,0.158667,0.04768,2.86622,2.81521
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,4,2.55344,0.001722,0.158358,0.046912,2.81071,2.76043
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,5,2.62448,0.0017,0.157619,0.04624,2.87928,2.83004
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,6,2.5719,0.00177,0.157339,0.047904,2.82895,2.77892
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,7,2.55478,0.001669,0.158388,0.046848,2.81039,2.76169
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,8,2.56586,0.002011,0.163128,0.048672,2.83108,2.77967
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,9,2.56621,0.00178,0.157368,0.046304,2.82217,2.77166
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,10,2.59213,0.00178,0.159608,0.04656,2.84907,2.80008
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,11,2.53718,0.00183,0.158518,0.046912,2.79896,2.74444
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,12,2.61277,0.00158,0.159198,0.046976,2.86847,2.82052
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,13,2.62077,0.00217,0.171617,0.052128,2.91857,2.84668
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,14,2.63904,0.00201,0.159659,0.04976,2.90002,2.85047
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,15,2.62893,0.001951,0.156608,0.047712,2.88077,2.8352
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,16,2.7088,0.00217,0.166879,0.050304,2.99025,2.92815
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,17,2.59427,0.001699,0.158038,0.047008,2.85179,2.80102
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,18,2.60234,0.00184,0.160438,0.046816,2.86187,2.81143
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,19,2.57878,0.00175,0.157537,0.047008,2.83445,2.78508
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,20,2.58432,0.00197,0.158298,0.045856,2.84096,2.79044
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,21,2.58096,0.00174,0.158247,0.047968,2.84341,2.78891
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,22,2.59562,0.00174,0.158248,0.045696,2.84985,2.8013
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,23,2.60749,0.00189,0.159358,0.046208,2.86447,2.81494
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,24,2.59507,0.001631,0.158449,0.047392,2.85006,2.80254
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,25,2.58579,0.00194,0.150389,0.048544,2.83015,2.78666
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,26,2.5848,0.001911,0.159099,0.045792,2.84102,2.7916
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,27,2.5848,0.00163,0.158857,0.046208,2.8414,2.7915
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,28,2.66003,0.00188,0.158088,0.047616,2.91653,2.86762
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,29,2.64144,0.001661,0.157987,0.047712,2.89758,2.8488
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,30,2.58845,0.00165,0.157328,0.046848,2.84267,2.79427
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,31,2.57584,0.00176,0.158148,0.04592,2.841,2.78167
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,32,2.57686,0.00211,0.166327,0.053376,2.86587,2.79868
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,33,2.58115,0.00222,0.159397,0.049888,2.84712,2.79266
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,34,2.57133,0.00196,0.159309,0.049088,2.83433,2.78169
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,35,2.60554,0.00167,0.159077,0.048832,2.86253,2.81511
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,36,2.89952,0.00192,0.157828,0.04896,3.15435,3.10823
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,37,2.60368,0.00188,0.158439,0.047104,2.86476,2.8111
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,38,2.5705,0.001839,0.158208,0.046688,2.82491,2.77723
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,39,2.57552,0.00194,0.158119,0.048576,2.83235,2.78415
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,40,2.58032,0.00198,0.156958,0.048,2.83492,2.78726
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,41,2.55219,0.00154,0.157788,0.048448,2.80992,2.75997
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,42,2.57299,0.001941,0.156999,0.046848,2.8289,2.77878
3,float,uniform,CPU,"Ds | Ds | Ds | Ds | Ns | Ns",192,43,2.59014,0.001961,0.158679,0.045088,2.84762,2.79587
